,date,tweet,hashtags
47,2021-03-24,"leitura do almocin, Fundamentos da Psicanálise II (A fantasia).  #psicologia #psicanálise #terapia #freud #lacan #divangando #façaterapia","#psicologia, #psicanálise, #terapia, #freud, #lacan, #divangando, #façaterapia"
49,2021-03-23,"O lado bom de estudar psicologia é que as vezes você consegue identificar traumas recalcados, gatilhos... O lado ruim é que as vezes se vc for se abrir com alguem vc corre o risco de  ouvir q ""se vc sabe  pq não se ajeita ?"" Ou ""já tá procurando coisa em ti"". #façaterapia",#façaterapia
50,2021-03-23,"@Annewithandbee Não acho caro, uma vez que prefiro pagar uma terapia e amenizar os efeitos da ansiedade, do que pagar por remédios que muitas vezes vão prejudicar outro ponto e não vai fazer tão bem quanto 1 hora com psicólogo! #façaterapia #terapiaévida 😅","#façaterapia, #terapiaévida"
51,2021-03-20,Virei o louco de mandar todo mundo q eu gosto fazer terapia pq terapia é bom demais e necessária. #facaterapia,#facaterapia
52,2021-03-19,"""Quando você estiver pensando na vida, lembre-se disso: Nenhuma culpa vai alterar o seu passado e nenhuma ansiedade mudará o seu futuro"" ....  #façaterapia #terapiacognitivocomportamental #psicoloka #psicogata #psicóloga","#façaterapia, #terapiacognitivocomportamental, #psicoloka, #psicogata, #psicóloga"
54,2021-03-18,Será que o que Você tem vivido tem trazido Sentido para Você?  Precisando Peça Ajuda! #terapiaajuda  #façaterapia 🙏💙,"#terapiaajuda, #façaterapia"
56,2021-03-18,Queira alguém que te ajude a organizar o que está bagunçado e não alguém que faça uma bagunça maior🤔 #vocesempreemprimeirolugar #façaterapia #seamesecuide #saudementalemprimeirolugar,"#vocesempreemprimeirolugar, #façaterapia, #seamesecuide, #saudementalemprimeirolugar"
59,2021-03-13,O tédio do sábado #facaterapia!,#facaterapia
61,2021-03-11,Sabe aquela tristeza profunda que parece sem motivo? É porque algo foi perdido. Mesmo que goce nao saiba o que.  #facaterapia #ansiedade,"#facaterapia, #ansiedade"
62,2021-03-11,O eu de hoje sabe com mais clareza sobre o eu do passado. Conclusão simples mas forte para um final de sessão. #façaterapia #Terapia,"#façaterapia, #Terapia"
63,2021-03-11,"Sarah diz que não consegue conversar com a psicóloga. Gente, desconfiem de qualquer pessoa que não consegue falar com psicólogx! #façaterapia #BBB21","#façaterapia, #BBB21"
66,2021-03-08,"🗣 ATENÇÃO🗣  Recebi DMs perguntando sobre horários disponíveis para psicoterapia !  Estou com 2 horários disponíveis para atendimento ON-LINE   Interessados, entre em contato 😉  #façaterapia",#façaterapia
70,2021-03-02,"Sem terapia: nossa, queria ter a autoestima dessa pessoa. Com terapia: tem certeza, você seria assim? Não é do seu perfil, nada a ver com você, pare de gastar energia pensando em ser algo que não combina com a sua essência.  É sobre isso. #façaterapia",#façaterapia
72,2021-03-01,Fazer terapia é dar 2 passos pra frente e alguém te puxar um passo pra trás 😒 #FacaTerapia #VaiDarBom,"#FacaTerapia, #VaiDarBom"
77,2021-02-26,Marquei a terapia errada no portal da @unimedbr e não tive meu papinho delicia para  desanuviar. Mas segunda-feira tem 😍❤️ #Façaterapia!,#Façaterapia
78,2021-02-26,Ressignifique-se e compreenda que sua vida não precisa ser controlada pela dor.  #FaçaTerapia 🧠 🌻,#FaçaTerapia
80,2021-02-25,"É engraçado confirmar com minha #psicóloga a consulta, eu tenho sensação, que do lado de lá tá tudo ok, do lado de cá, sou uma galinha do ""Galinhas em Fuga"" indo pro abate #terapia #façaterapia #physical #treinesuamente","#psicóloga, #terapia, #façaterapia, #physical, #treinesuamente"
83,2021-02-24,"Há dias de irritação e caos. Há dias de purificação, limpeza e ideias. E há dias de puro ecstasy. E depois, tudo outra vez! Ansiedade é uma coisa, o Transtorno de Ansiedade é outra. Conheça seu ciclo, e procura ajuda para fazê-lo girar. #façaterapia",#façaterapia
84,2021-02-24,"Maior lição foi a final: ""melhor momento para fazer uma terapia"" :)  #MaisVoce  #facaterapia","#MaisVoce, #facaterapia"
89,2021-02-21,"Por fora MARAVILHOSA, por dentro deeeeeestruida...  autoconhecimento mata primeiro pra depois curar 😂😂 #façaterapia",#façaterapia
90,2021-02-21,"Não, você ainda não tentou de tudo. #façaterapia",#façaterapia
91,2021-02-18,Atualmente não tem nada que me faça mais feliz que atender meus pacientes! #façaterapia,#façaterapia
92,2021-02-18,Ser antes de tudo fiel a si mesmo. #autoconhecimento #facaterapia #psicologia,"#autoconhecimento, #facaterapia, #psicologia"
93,2021-02-17,@Diva_Neios Tô nesse processo e vc sabe ... Mas me sinto também mais seguro hoje em dia!  Mais dono do que está acontecendo comigo mesmo  Mais consciente do q estou escolhendo seja  reações Sejam emoções Seja como escolha mesmo!  Tudo isso é  sim processo devido a terapia   #Façaterapia,#Façaterapia
94,2021-02-17,"Terapeuta acabou de avisar que voltou das férias, coração já acelerou, é muita coisa pra falar G-zuis #saudemental #saudeemocional #expectativa #façaterapia","#saudemental, #saudeemocional, #expectativa, #façaterapia"
95,2021-02-16,A viih tube tem que sérios problemas paternos pra ficar falando que o nego di era o pai dela ali dentro #façaterapia,#façaterapia
96,2021-02-16,"Não sou #façaterapia de forma compulsória, mas cês precisam de terapia em relação a mil coisas -isso é óbvio, mas Carnaval e BBB simplesmente me assustam.   É isso.   (Foda-se se não gostou. Cê enche minha TL só com essas merdas de reclamações sem fim)",#façaterapia
97,2021-02-16,"Terapia é vida, demorei anos para ter coragem + ter grana pra bancar, antes tarde do que nunca. Feliz demais por estar a cada dia mais me encontrando...🥰 #terapiaévida #facaterapia","#terapiaévida, #facaterapia"
98,2021-02-15,@Jajadsonsilva @_willianduarte @phnascimento98 @falabandana Tá bom “especialista” mas a piada pronta aqui não me parece ser eu 😂 #façaterapia,#façaterapia
100,2021-02-10,Cuidado pra não sufocar com tudo isso que você finge não sentir ! #facaterapia,#facaterapia
102,2021-02-09,"Eu tenho uma armas ao meu favor, ela se chama: terapia! Bendita hora que eu liguei pra minha mãe chorando e pedi que ela, por favor, marcasse pra mim por que eu não aguentava mais. Ela hoje me salva, me da luz. #FacaTerapia",#FacaTerapia
103,2021-02-09,Tava vendo video @kahbak hoje e semana passada da @carolkyoko e parece que não sou a única que queimei o fusível emocional e mental todos precisam se cuidar #façaterapia,#façaterapia
104,2021-02-09,Pandemia serviu para colocar gente que sempre precisou em #Terapia  Que a importância desses profissionais e do processo terapêutico seja ressaltada e que o preconceito contra o “fazer terapia” seja cada vez menor! A vida é melhor quando somos pessoas melhores! #facaterapia,"#Terapia, #facaterapia"
106,2021-02-08,De um reset e volte a ser original. ⏳🔄🤲  #terapia #saudemental #amor #autoconhecimento #vida #amorproprio #autoestima #ansiedade #coach #saude #gratidão #paz #bemestar #frases #façaterapia #psi #BBB2021 #brasil #psicologa #felicidade #psicanalise #foco #coaching #deus  #amar,"#terapia, #saudemental, #amor, #autoconhecimento, #vida, #amorproprio, #autoestima, #ansiedade, #coach, #saude, #gratidão, #paz, #bemestar, #frases, #façaterapia, #psi, #BBB2021, #brasil, #psicologa, #felicidade, #psicanalise, #foco, #coaching, #deus, #amar"
109,2021-02-04,"Tudo que eu peço quando fecho os olhos é para voltar a ser aquela menina feliz de antes, que vivia intensamente e não se preocupava com pouca coisa e nem vivia com crises de ansiedade.   Não sei se é pedir demais, mas estou cansada... #saudemental #facaterapia","#saudemental, #facaterapia"
110,2021-02-03,"Nossas amizades é o reflexo do que somos, e não atraimos ninguém pelo o que temos, mas, pelo o que somos. Atraimos o que transmitimos. É sempre assim. Por isso, invista sempre na sua construção, no que se é, ou em quem deseja se tornar. #façaterapia",#façaterapia
111,2021-02-03,"Se enfrente! Conheça seus medos, fantasmas, enfrente o que lhe assombra, o que te impede de seguir em frente. Busque ajuda! Se conheça, desconstrua- se, intérprete, reconstrua. #psi #Autoconhecimento #descoberta #terapia #facaterapia #psicologo","#psi, #Autoconhecimento, #descoberta, #terapia, #facaterapia, #psicologo"
112,2021-02-03,"A balança não é seu inimigo, a academia, o nutricionista também não. Pare, respire, avalie a si mesmo e veja o que pode ser mudado e lembre-se, tudo no tempo certo! #nutricaosemneuras #façaterapia","#nutricaosemneuras, #façaterapia"
113,2021-02-02,Falar de sentimentos não é fraqueza!! #façaterapia,#façaterapia
114,2021-02-02,"@bbbIogueira @paulomatss O BBB21 mostrando o quando a saúde mental é negligênciada no Brasil. Pessoas com o corpo em forma, mas com o emocional fragilizado, manipulável e abalado. Façam exercícios, comam bem, mas não se esqueçam da terapia. #SaúdeMentalImporta #BBB21 #BBB #FaçaTerapia  #BigBrotherBrasil","#SaúdeMentalImporta, #BBB21, #BBB, #FaçaTerapia, #BigBrotherBrasil"
118,2021-02-01,Eu achei minha psicóloga hoje. A terapia mais bem paga da minha vida! Obrigada Deus #FaçaTerapia,#FaçaTerapia
120,2021-01-31,"⠀⠀⠀⠀⠀⠀⠀⠀ Se tem uma coisa que esse BBB provou, é que todo mundo, TODO MUNDO precisa de um psicológo! ⠀⠀⠀⠀⠀⠀⠀⠀ #FaçaTerapia #SaúdeMental","#FaçaTerapia, #SaúdeMental"
121,2021-01-26,E aí vc tem usado o que/quem pra suprir suas carências? #naosejaidiota  #facaterapia #bomdia,"#naosejaidiota, #facaterapia, #bomdia"
124,2021-01-22,"Até quando pessoas sem formação em psicologia vão atuar como se fossem psicólogos, usando #FaçaTerapia, divulgando em rede social e o conselho não pode fazer nada porque a pessoa não usou o nome PSICÓLOGO?",#FaçaTerapia
126,2021-01-18,"Não entendo essas pessoas que tem plano de saúde mas não buscam terapia! Passa noite em claro, seja com insonia ou ansiedade, e na de se tratar! Porra, tratar-se com psiquiatra, psicoterapeuta, não é demérito algum!! Toda a população deveria ter acesso, isso sim! #façaterapia",#façaterapia
127,2021-01-17,Que bom trazer um assunto tão oportuno para uma redação ❤ #janeirobranco #saúdemental #façaterapia  #enem2021,"#janeirobranco, #saúdemental, #façaterapia, #enem2021"
128,2021-01-16,Aquela luz após a terapia 👏👏👏👏 #facaterapia #SaudeMental,"#facaterapia, #SaudeMental"
130,2021-01-13,"""Eu não preciso de psicologo"" A realidade é que até psicológico precisa do outro quem dirá você. #façaterapia",#façaterapia
133,2021-01-12,@chicobarney Estão vendo criança? Não é só quem está com depressão ou ansiedade que precisa de psicólogo.  Algumas pessoas precisam de terapia para sair da fantasia e se conectar com a realidade. #FaçaTerapia,#FaçaTerapia
134,2021-01-11,Pare e pense; Pq as terapias convencionais demoraram tanto para ter efeito? Te respondo: Pq elas tratam só o campo mental e com  a racionalidade. E normalmente as causas estão além do mental (se é  que me entende). #ficaadica #façaterapia #terapiaholísticas,"#ficaadica, #façaterapia, #terapiaholísticas"
135,2021-01-06,Ser tão inconstante assim não é normal  #voltapraterapia #facaterapia #terapia,"#voltapraterapia, #facaterapia, #terapia"
137,2021-01-04,Nunca dê a ninguém o poder de voltar quando quiser. #terapiafazbem  #cuide-se #façaterapia,"#terapiafazbem, #cuide, #façaterapia"
138,2021-01-04,"Não  há relação sem risco. O amor é uma experiência perigosa e atraente, as vezes dolorosa é sensorialmente encantadora.  Walter Riso  #relacionamentos #relacionamentiabusivo #façaterapia","#relacionamentos, #relacionamentiabusivo, #façaterapia"
139,2021-01-04,"Já aconteceu de vcs estarem tão bem, mais tão bem que chega a dar medo?!?!  Sinistro né... rsrs  #façaterapia  #façaanálise","#façaterapia, #façaanálise"
140,2021-01-02,"Hoje me chamaram de GPS Especial, porque ajudo as pessoas se encontrarem...  #saudemental #autocuidado #facaterapia","#saudemental, #autocuidado, #facaterapia"
141,2021-01-02,"Quando as coisas não andam bem em sua cabeça, elas não andam bem em lugar nenhum. #façaterapia",#façaterapia
142,2020-12-28,28/12/2020 hoje completo um ano que decidi fazer terapia 😭 É posso afirmar depois de me render ao governo de Cristo essa foi a segunda melhor decisão da minha vida.  #facaterapia,#facaterapia
146,2020-12-15,"Depois de fazer terapia sobre a vida, e carreira, agora preciso fazer sobre relacionamentos... #façaterapia",#façaterapia
147,2020-12-12,"O governo só ver nossos educandos como números e não como seres que desejam construir seu próprio mundo e não um mundo construído por adultos, no qual, eles são enxertados. #natandoson #revoluçãoeducacionaljá #façaterapia","#natandoson, #revoluçãoeducacionaljá, #façaterapia"
150,2020-12-04,Voltei para a terapia (on-line) depois de 1 ano e meio e foi a melhor decisão de 2020. #façaterapia,#façaterapia
153,2020-12-01,""" O relacionamento de cada um de nós com o próprio Eu é para sempre. Ele tem o potencial de ser a relação mais recompensadora que podemos experimentar e pode gerar sentimentos de completa realização e contentamento."" Lucy Beresford #cuidedevocê #autocuidado #façaterapia","#cuidedevocê, #autocuidado, #façaterapia"
154,2020-12-01,Voltei para o twitter. Fui rever os tweets e percebi o quanto uma falta de análise e redes sociais fazem mal para uma pessoa. #facaterapia #facaanalise,"#facaterapia, #facaanalise"
155,2020-12-01,Meu momento🐛...🦋 #façaterapia,#façaterapia
157,2020-11-30,Como é bom quando a terapia rende até faltar tempo suficiente. #façaTerapia,#façaTerapia
158,2020-11-30,"""Nem teus próprios inimigos podem fazer tanto dano como teus próprios pensamentos.” - Buda  #terapia #psicoterapia #saudemental #autoconhecimento #saude #vida #autoestima #bemestar #amorproprio #façaterapia #autocuidado #reflexão #pensamentos #PsicologaOnline #umapsicologapravoce","#terapia, #psicoterapia, #saudemental, #autoconhecimento, #saude, #vida, #autoestima, #bemestar, #amorproprio, #façaterapia, #autocuidado, #reflexão, #pensamentos, #PsicologaOnline, #umapsicologapravoce"
159,2020-11-29,Incrível como algumas pessoas vivem mais a vida dos outros do que a própria.   #Compraumgato #Facaterapia #Ocupeamente,"#Compraumgato, #Facaterapia, #Ocupeamente"
163,2020-11-19,"Se ninguém te apoia, vai sozinho(a). Só não deixe de conquistar seus sonhos por causa dos outros. #facaterapia #psicologia #terapiaonline","#facaterapia, #psicologia, #terapiaonline"
166,2020-11-16,Orgulho do dia: consegui sair da consulta com a psicóloga sem chorar e com o coração/mente leve!!   🙌🏽😌  #façaterapia,#façaterapia
168,2020-11-12,"Fazer terapia É uma aventura Pessoal que não nos cura de nós mesmos, Mas que nos reconcilia, De modo duradouro, Com a nossa Própria história.  #façaterapia #cvv #gratidao #obrigado Debora Cardoso Portugal ❤✨","#façaterapia, #cvv, #gratidao, #obrigado"
174,2020-11-08,"“Quando fico nublado por dentro, lembro que preciso me deixar chover pra poder clarear.”  #Façaterapia",#Façaterapia
176,2020-11-07,Se os pais soubessem a importância de cuidar da saúde mental. Não hesitaria em fazer terapia. As crianças acabam absorvendo tudo que acontece no ambiente familiar e o estado emocional dos pais influência muito na saúde mental dos filhos.🧠😪 #busqueajuda #facaterapia,"#busqueajuda, #facaterapia"
180,2020-11-03,"Agosto, FUI AO FUNDO DO POÇO Setembro, PRECISEI DE COLO Outubro, RECOMECEI  Novembro, PODE VIR BEBÊ, terror nenhum !  "" Cair 7 vezes , levantar 8! ""  #façaterapia",#façaterapia
181,2020-10-30,chorando pq eu amo demais o taeyong #façaterapia,#façaterapia
184,2020-10-28,Um dos momentos mais constrangedores e traumáticos da minha adolescência foi ter gritado QUE NÃO VAI VOLTAR na pausa final que o CPM fazia nos shows ao vivo tocando Não sei viver sem ter você.  #FaçaTERAPIA,#FaçaTERAPIA
186,2020-10-27,"Quer emagrecer, o que faz:  Usa remédio R$ 6.000,00 BARATO Sessão de Terapia R$ 200,00 CARO  E assim segue o efeito sanfona, a ansiedade, a depressão e desiste!   Até quando?!🥺  #pensemagro #façaterapia #ludsincera","#pensemagro, #façaterapia, #ludsincera"
191,2020-10-22,Ufa! Como o ato da fala nos faz bem. Como uma terapia faz bem. E para eu ser um bom psicólogo eu também preciso de terapia. #FaçaTerapia,#FaçaTerapia
200,2020-10-18,"@morenamoraes Mas nesse período de 3 anos também estava em crise... Ao mesmo tempo que eu sentia falta de um carinho, tinha a consciência de que se eu quisesse entrar de novo em um relacionamento, primeiro eu teria que estar em paz comigo mesmo... por isso #façaterapia foi o conselho que segui",#façaterapia
203,2020-10-17,O momento de desconforto leva a um aprendizado.  Aceite e evolua.  #façaterapia,#façaterapia
206,2020-10-13,"Ontem o meu terapeuta disse assim:  A gente deve cantar pelo simples fato de GOSTAR de cantar, e não pra esperar aplausos do público. Bem ou mal, não importa... Se você gosta de cantar, então CANTE.  Toda sessão é um tapa diferente!  #facaterapia",#facaterapia
209,2020-10-10,É mt preocupante vê a quantidade de comentários de pessoas se vendo(identificando) com um personagem que tem pensamentos suícida. #DepressãoNãoéBrincadeira #ProcureAjuda #FaçaTerapia #Psicólogo,"#DepressãoNãoéBrincadeira, #ProcureAjuda, #FaçaTerapia, #Psicólogo"
216,2020-10-08,"Graças ao auxílio emergencial hoje é dia de terapia, amém 🙌🏼 pronta pra mais um dia de choque de realidade e de ajuda nas minhas tomadas de decisões e aumento de auto estima, af só coisa boa #façaterapia",#façaterapia
236,2020-09-30,"Estou com horários disponíveis.  Se alguém se sentir convocado a entrar nesta jornada, fique a vontade pra me chamar por aqui ou pelo Whatsapp.  Bora lá, se conhecer menos?  #psicologia #psicoterapia #psicanalise #tearapia  #façaterapia #psicologias #freud #lacan","#psicologia, #psicoterapia, #psicanalise, #tearapia, #façaterapia, #psicologias, #freud, #lacan"
246,2020-09-25,"Autoconhecimento é um processo desafiador, mas que nos ajuda, e muito, a lidar com os intempéries da vida. Isso não cura as nossas dores nem os nossos traumas, mas nos ensina a conviver com eles. Não é possível consseguir isso sem ajuda profissional. #seame #façaterapia","#seame, #façaterapia"
247,2020-09-25,"""Falar só é terapêutico, qndo a escuta é qualificada.""   Desconheço autoria dessa frase, mas faz um grande sentido. Existem coisas que são para a mesa do bar com amigos, mas outras são para serem resolvidas em terapia.   Não niglegencie sua saúde mental.   #façaterapia",#façaterapia
248,2020-09-24,Nem tudo é sobre mim.  Nem tudo é sobre você.  #euquelide #façaterapia,"#euquelide, #façaterapia"
249,2020-09-24,"""Cada sentimento é como um filho nosso. O sofrimento é uma criança ferida berrando por nós. Mas nós ignoramos a voz da criança interna."" Tich Nhat Hanh  #façaterapia",#façaterapia
250,2020-09-24,"Aaaaaa Twitter é um complemento da terapia, e eu posso provar kkkk #façaterapia",#façaterapia
252,2020-09-21,Você passa a maior parte do tempo dentro da sua cabeça. Faça dela um lugar saudável #FaçaTerapia,#FaçaTerapia
254,2020-09-18,"Por mais difícil que seja, precisamos lidar com aquilo que mais nos incomoda. Ou seja: Falar é preciso!  #FaçaTerapia 😉💡",#FaçaTerapia
255,2020-09-17,Cabeça boa para os planos darem certo 🖤 #façaterapia,#façaterapia
259,2020-09-10,"Vai muito além do #facaterapia, sim até um dia desses eu tinha essa opinião de levantar a hashtag, mas observando, lendo, experenciando percebi que isso não é suficiente. Então é isso.",#facaterapia
260,2020-09-10,Quem olha para fora sonha !                       Quem olha para dentro                          desperta!  @Psique.entendimento  #façaterapia,#façaterapia
261,2020-09-10,2.7 Boys! Get in there.  Esse ano me dei de presente um pacotão de auto avaliação e auto conhecimento. #FaçaTerapia,#FaçaTerapia
265,2020-09-07,"E se toda segunda feira fosse uma segunda chance, você a tornaria mais especial?  #FaçaTerapia",#FaçaTerapia
266,2020-09-06,mulheres #sexualidadefeminina #psicoeducação #autoconhecimento #orgasmo #relacionamento #amorpropio #diadosexo #prazer #saúdedamulher #Psicologia #psicodesafio #terapiasexual #façaterapia,"#sexualidadefeminina, #psicoeducação, #autoconhecimento, #orgasmo, #relacionamento, #amorpropio, #diadosexo, #prazer, #saúdedamulher, #Psicologia, #psicodesafio, #terapiasexual, #façaterapia"
268,2020-09-02,To me sentindo tão adulta declinando duas ofertas de emprego  em menos de um mês... aprendendo a dizer não pro que não me fará bem. #façaterapia,#façaterapia
269,2020-09-02,"@glauciabffc Não sei o q foi mas tenho quase certeza q oração vc não precisa. Mas terapia sim, independente do que seja  #façaterapia",#façaterapia
270,2020-09-01,"Quem nem ao menos cogitou fazer terapia esse ano, está vivendo 2020 errado 😅😅😅  Brincadeira a parte...  Bora cuidar da saúde mental   #façaterapia #Terapia #Psicologia #saudemental","#façaterapia, #Terapia, #Psicologia, #saudemental"
271,2020-08-29,Consegui voltar pra terapia. Caralho como isso é bom!!! #façaterapia,#façaterapia
272,2020-08-29,"Amiga, às vezes ninguém gosta de vc por ser chato pra caralho. Nem sempre é gordofobia ou preconceito por ser afeminado. Terapia ajuda a gente a compreender isso, e perceber se estamos sendo aversivos para outras pessoas. #façaterapia..",#façaterapia
273,2020-08-27,"“veja esses sintomas simplistas e descontextualizados, se vc se identificar vc pode estar doente #façaterapia 😍😍” psicoterapia não é produto pra ser vendido porraaaa",#façaterapia
274,2020-08-27,"Feliz dia do profissional que devia ser obrigatório na vida de qualquer pessoa, assim como ir pra escola.  Sem Psicologo o mundo já teria vivenciado uma terceira guerra mundial, tenho certeza.  #diadopsicologo #façaterapia","#diadopsicologo, #façaterapia"
275,2020-08-27,"@imyayax @santtinin Procura acompanhamento para saber como vc funciona xuxu, varia de pessoa para pessoa. #façaterapia",#façaterapia
276,2020-08-27,"não, a pessoa arrumar a cama e lavar a louça suja não vai ajudá-la em nada se o que ela tem não é mania de organização e sim depressão, ansiedade   #diadopsicologo #façaterapia","#diadopsicologo, #façaterapia"
277,2020-08-26,"acabei de descobrir que minha terapeuta é sexóloga e a frase do dia foi: atmosfera do amor é que nem ph de vagina, se mudar fudeu!  EU AMO a minha psicóloga!  #façaterapia!",#façaterapia
278,2020-08-24,"Não podemos voltar ao normal, porque o normal era exatamente o problema. Precisamos voltar melhores , menos egoístas, mais solidários, mais humanos! #façaterapia #terapiadecura #inteligenciaemocional","#façaterapia, #terapiadecura, #inteligenciaemocional"
279,2020-08-24,Achava que tava entrando na zona de conforto sendo que na verdade eu simplesmente só estou entrando num ritmo saudável de trabalho.  E daí você percebe como mentalidade capitalista de alta produção 100% do tempo não deveria ser normal. #facaterapia,#facaterapia
