,date,tweet,hashtags
51,2020-02-07,"""pessoas que sofrem de ansiedade crônica apresentam uma hipersensibilidade no nervo vago"" - Coisas importantes que aprendo por trabalhar para profissionais da saúde. #transtornodeansiedade #osteopatia #fisioterapia #ansiedade","#transtornodeansiedade, #osteopatia, #fisioterapia, #ansiedade"
52,2020-01-30,depressãonotrabalho #depressão #psicologia #consultório #saudemental #psicoterapia #terapia #transtornobipolar #sindromedopânico #transtornodeansiedade  #depressao  #trastornoborderline #saudeocupacional #terapiaocupacional #depressãonãoéfrescura  #atendimentopsicológico,"#depressão, #psicologia, #consultório, #saudemental, #psicoterapia, #terapia, #transtornobipolar, #sindromedopânico, #transtornodeansiedade, #depressao, #trastornoborderline, #saudeocupacional, #terapiaocupacional, #depressãonãoéfrescura, #atendimentopsicológico"
53,2020-01-14,"""O @EncontroFatima falando de uma Tema necessário como #TranstornoDeAnsiedade e #SíndromeDoPânico ...."" #Encontro","#TranstornoDeAnsiedade, #SíndromeDoPânico, #Encontro"
54,2020-01-14,"#ReflexãoDaManhã #TranstornoDeAnsiedade Uma coisa que pouco se fala sobre quem tem transtorno de ansiedade é que nossa memória é péssima. Por exemplo: às vezes lembro que estive em lugares e fiz coisas legais, mas nunca lembro o que senti nesse momentos","#ReflexãoDaManhã, #TranstornoDeAnsiedade"
55,2019-12-01,Como pode uma pessoa ir do inferno ao céu em menos de 24hrs? Depressão + transtorno de ansiedade + síndrome do pânico é pouco? Ou tem mais? #depressao #transtornodeansiedade #panico,"#depressao, #transtornodeansiedade, #panico"
56,2019-11-26,Se entregar ao desânimo ou enfrentá-lo é a diferença mais notável entre vencer e ser vencido. #depressao #transtornodeansiedade,"#depressao, #transtornodeansiedade"
57,2019-11-22,Registros da nossa palestra de ontem.  💖  #palestra #ansiedade #ansiedadenoturna #ansiedadegeneralizada #transtornodeansiedade #cura #solução #ajuda #pânico #depressão,"#palestra, #ansiedade, #ansiedadenoturna, #ansiedadegeneralizada, #transtornodeansiedade, #cura, #solução, #ajuda, #pânico, #depressão"
58,2019-11-22,"Quem diz para um ansioso: “Isso é só coisa da sua cabeça.” Está falando algo tão idiota e óbvio, como: “Bicho de pé, é só coisa de pé.”  O pior é que, geralmente, esse tipo de gente se acha “Ô Psicólogo”.  #ExAnsioso #Logoterapia #Ansiedade #TranstornoDeAnsiedade","#ExAnsioso, #Logoterapia, #Ansiedade, #TranstornoDeAnsiedade"
62,2019-11-15,Quando a ansiedade te pega desprevenida e tira teu sono. Dói tudo. Dificuldade de respirar e vc só quer algo que te destraia para voltar a tentar dormir. #ansiedade #transtornodeansiedade #sindromedeasperge,"#ansiedade, #transtornodeansiedade, #sindromedeasperge"
69,2019-10-18,"Quando a ansiedade ataca, que angústia ruim, que medo, que vontade de acabar com essas sensações de vez. Até quando meu Deus? #TranstornodeAnsiedade #crisedeAnsiedade #Sertralina #ansiedade #sos #sindromedopanico #ansiedadenaoéfrescura","#TranstornodeAnsiedade, #crisedeAnsiedade, #Sertralina, #ansiedade, #sos, #sindromedopanico, #ansiedadenaoéfrescura"
70,2019-10-07,"Chego no trabalho começa os sintomas do pânico. Tremedeira no braço, inquietação, falta de ar, taquicardia, frio... Minha gente, eu não posso pedir demissão, como lidar com isso? #depressao #ansiedade #paniconotrabalho #transtornodeansiedade","#depressao, #ansiedade, #paniconotrabalho, #transtornodeansiedade"
71,2019-07-31,"ANSIEDADE DÓI TANTO... DÓI ESTÔMAGO,DÓI  CABEÇA , DÓI PEITO. ANSIEDADE DA FOME, FALTA FOME, DA MEDO. ANSIEDADE FAZ VIVER  DIAS LONGOS,NOITES  LONGAS, DÁ RECEIO .  Viver ansioso não é fácil, são dias de lutas #transtornodeansiedade",#transtornodeansiedade
72,2019-07-09,"Pergunta que me deixa mais tensa do que eu já sou: ""Os cheques compensaram?"" #TranstornodeAnsiedade",#TranstornodeAnsiedade
73,2019-06-15,"Nosso quadro psiquiátrico nos faz acreditar que todos os problemas se afunilam e que não tem saída, mas acreditem... Tem saída, sim! #TranstornoDeAnsiedade #Depressão #Suicídio","#TranstornoDeAnsiedade, #Depressão, #Suicídio"
78,2019-06-09,"Não peça pra alguém que sofre de ansiedade deixar pra lá sem resolver o problema antes, pra essa pessoa parece que vai cair em um bismo e não voltar mais  #transtornodeansiedade #ansiedade","#transtornodeansiedade, #ansiedade"
79,2019-06-08,#SerFelizÉ ter saúde. Acordar todos os dias e sentir vontade de viver. Daria qualquer coisa para saber o que é isso. #depressao #transtornodeansiedade #ciclotomia,"#SerFelizÉ, #depressao, #transtornodeansiedade, #ciclotomia"
80,2019-02-19,Fazem 3 dias que estou me sentindo bem. 3 dias que a minha ANSIEDADE me deixou em paz. Bem que ela poderia tirar feiras de mim viu. Não sei como ela aguenta... #Ansiedade #Ansiedad #transtornodeansiedade,"#Ansiedade, #Ansiedad, #transtornodeansiedade"
81,2019-01-14,"Não quis surtar com meu pai. O TAG faz a gente fazer cada coisa e depois as pessoas acham que é culpa deles...  As vezes é, mas nem sempre  #transtornodeansiedade",#transtornodeansiedade
82,2018-12-10,faço meditação toda noite para não sentir nada de ruim... e mesmo assim.. ainda continuo sentindo sensações estranhas.#transtornodeansiedade,#transtornodeansiedade
84,2018-10-13,Queria tanto encontrar um terapeuta igual o dos filmes 😓 #tag #transtornodeansiedade #terapia #venlafaxina #alprazolam,"#tag, #transtornodeansiedade, #terapia, #venlafaxina, #alprazolam"
85,2018-10-10,Deixar alguém com #transtornodeansiedade esperar numa fila é algo desumano. 😰😓,#transtornodeansiedade
86,2018-10-08,"É que tanta coisa já aconteceu e tantas pessoas já passaram pela gente, que a história parece ser a mesma, só mudam os envolvidos. A gente começa a pensar que o outro vai embora e então a gente pensa em ir embora antes que o outro vá. #transtornodeansiedade 😶",#transtornodeansiedade
87,2018-09-16,✔️coração acelerado  ✔️náuseas  ✔️cansaço  ✔️falta de ar ✔️boca seca ✔️dor na barriga  ✔️medo  ✔️pensamentos acelerados  Quanto tempo que vc não aparece ansiedade #transtornodeansiedade #ansiedade #naoefacil,"#transtornodeansiedade, #ansiedade, #naoefacil"
88,2018-09-07,"Hj já chorei por medo de amanhã,será q vai dar certo? Será q vou ter um ataque de pânico? Mas como desenvolvi a doença do medo de ter medo, melhor ñ pensar mt.Estarei c amigos q já me viram em crise e sabem como reagir, isso importa agr.Vida q segue! Diário #TranstornodeAnsiedade",#TranstornodeAnsiedade
90,2018-08-11,Hoje eu senti um alívio grande de ter conseguido ir dormir cedo (23:30). Acordei as 03:00 e estou acordada até agora... Durou pouco... #Depressão #Insônia #TranstornoDeAnsiedade #SíndromeDoPânico #Sobrevivendo,"#Depressão, #Insônia, #TranstornoDeAnsiedade, #SíndromeDoPânico, #Sobrevivendo"
93,2018-05-14,Dor em todos os músculos do corpo. Alguém sabe como viver com isso? #transtornodeansiedade #ansiedade #panico #depression,"#transtornodeansiedade, #ansiedade, #panico, #depression"
94,2018-05-11,Transtorno de ansiedade não é mimimi. Crise de ansiedade é coisa séria e quem tem sofre muito! #crisedeansiedade #ansiedade #transtornodeansiedade,"#crisedeansiedade, #ansiedade, #transtornodeansiedade"
95,2018-04-16,"Se as pessoas soubessem as consequências físicas da frase ""preciso conversar sério com você."" Elas na fariam isso... #TAG #transtornodeansiedade","#TAG, #transtornodeansiedade"
96,2018-02-28,@pitmagrin Na real fico calmo por um tempo w depois fico querendo mais. #transtornodeansiedade,#transtornodeansiedade
97,2018-02-20,Alguém já fez uso de Pregabalina ??? #pregabalina #transtornodeansiedade,"#pregabalina, #transtornodeansiedade"
99,2017-09-30,Aquele velho amigo das madrugadas #TranstornoDeAnsiedade 😭,#TranstornoDeAnsiedade
100,2017-09-30,Odeio acordar e já sentir essa sensação de medo.... #saco #transtornodeansiedade,"#saco, #transtornodeansiedade"
101,2017-06-22,Eu me vi livre de voce por 6 meses. Mas você voltou com força.    #transtornodeansiedade  #naoépalhaçada,"#transtornodeansiedade, #naoépalhaçada"
102,2017-04-26,Não consigo dormir..  #TranstornoDeAnsiedade #scrr,"#TranstornoDeAnsiedade, #scrr"
104,2016-09-28,Pequena vitória do dia: entrar no carro e ir sozinha fazer compras no supermercado. #transtornodeansiedade,#transtornodeansiedade
106,2016-04-01,"Fico vendo essas merdas e passo mal, febre, fico com vontade de vomitar... Isso tem que parar!!! #transtornodeansiedade",#transtornodeansiedade
