,date,tweet,hashtags
1925,2020-06-25,"""A caminhada é o que nos faz evoluir. Fazer psicoterapia com psicóloga auxilia, nesse processo .  Mais no fim a decisão é sua"".  🧠Psicóloga Eliene Duarte.  #psicóloga #psicologaelieneduarte #psicoterapia #cuidados #saudemental #saudeemocional #sesentirbem","#psicóloga, #psicologaelieneduarte, #psicoterapia, #cuidados, #saudemental, #saudeemocional, #sesentirbem"
1931,2020-06-23,"Comecei a trabalhar às 9h e parei às 21h.  Um dia vão dizer que eu tive sorte. E eu vou dizer: Tive mesmo, porque trabalhar muito pra mim sempre foi um estado de flow. #hehehe #psicoterapia #desculpaaí #lorenamozzerpsicoterapias","#hehehe, #psicoterapia, #desculpaaí, #lorenamozzerpsicoterapias"
1984,2020-06-11,"""Espelho, espelho meu, quem é esse estranho? Não sou eu."" A pessoa com transtorno alimentar tem uma visão distorcida do próprio corpo e não consegue ver o que o espelho mostra.#anorexia #Psicologia #psicoterapia  #terapiaonline","#anorexia, #Psicologia, #psicoterapia, #terapiaonline"
1994,2020-06-08,Rafaela Ramalho Psicóloga Clínica Atendimentos Online e Presenciais 👇🏽 +55 83 99654-2127  #psicologiacognitiva #terapiacognitivacomportamental #terapiacognitiva #psicoterapia #psicologia #terapiadosesquemas #sobrecarga #autocompaoxao #psicorafaelaramalho,"#psicologiacognitiva, #terapiacognitivacomportamental, #terapiacognitiva, #psicoterapia, #psicologia, #terapiadosesquemas, #sobrecarga, #autocompaoxao, #psicorafaelaramalho"
2005,2020-06-05,E umas das coisas que aprendi é que se deve viver apesar de...   #psicoterapia #autocuidado #autoconhecimento,"#psicoterapia, #autocuidado, #autoconhecimento"
2007,2020-06-04,"Lendo alguns tweets com algum teor de sofrimento mental, percebo certo receio e dúvidas sobre iniciar ou não uma psicoterapia online. Lanço então a questão, vocês fariam uma psicoterapia online? Justifique, comentando, vamos trocar ideias.  #cuidado #psicoterapia #terapiaonline","#cuidado, #psicoterapia, #terapiaonline"
2038,2020-05-29,"""A educação não transforma o mundo, ela muda as pessoas. Pessoas transformam o mundo."" Paulo Freire 🌻 #psi #psico #psicologia #psicanálise #psicóloga #psicólogos #psicoterapia #psicoterapeuta #paulofreire #educação #transformação #pessoas #mundo","#psi, #psico, #psicologia, #psicanálise, #psicóloga, #psicólogos, #psicoterapia, #psicoterapeuta, #paulofreire, #educação, #transformação, #pessoas, #mundo"
2046,2020-05-27,@cfp_psicologia @jornal_cultura alguém avisa pra esse médico da bancada de hoje que #psicoterapia não deve ser tratada como paliativo! Muito menos placebo! #Covid_19 #jornaldacultura,"#psicoterapia, #Covid_19, #jornaldacultura"
2047,2020-05-27,Soltar para volver a empezar.   #soltar #volver #comenzar #adios #cuarentena #QuedateEnCasa #psicologia #psicoterapia #psiconacer #RodsibethMontilla,"#soltar, #volver, #comenzar, #adios, #cuarentena, #QuedateEnCasa, #psicologia, #psicoterapia, #psiconacer, #RodsibethMontilla"
2048,2020-05-26,"O que você muito teme, muito deseja. #psicologia #psicanalise #psicoterapia #Freud #Covid_19","#psicologia, #psicanalise, #psicoterapia, #Freud, #Covid_19"
2055,2020-05-25,"Mensagem do dia!  Desfrute dos maiores frutos e oportunidades em sua vida.  Uma vida com mais alegria, amor e criatividade se torna bela.   Vive o aqui e agora. . . . . #psicoterapia #terapia #comportamento #autoconhecimento #psi #psicologa #contato #financas #psicanalise #psico","#psicoterapia, #terapia, #comportamento, #autoconhecimento, #psi, #psicologa, #contato, #financas, #psicanalise, #psico"
2058,2020-05-25,Já pensou como seria Freud interpretando os sonhos de Skinner?   #Psicoresumi #Freud #Psicología  #Psicoterapia #,"#Psicoresumi, #Freud, #Psicología, #Psicoterapia"
2059,2020-05-25,Foda saber que até hoje tem gente que acha que psicólogo é coisa de louco/problemático 🙄  #psicologia #Psicoterapia,"#psicologia, #Psicoterapia"
2060,2020-05-24,"Conheça-se, isso é fundamental para existir.  #empatia #Psicologia #psicoterapia #FicaEmCasa #FicaEmCasaCaralho #OriginalNaLiveDoRevela #샤이니는_12년째_빛나는중 #12YearsWithSHINee #COVID19 #Betaal #existir #movida #sundayvibes #Level3","#empatia, #Psicologia, #psicoterapia, #FicaEmCasa, #FicaEmCasaCaralho, #OriginalNaLiveDoRevela, #샤이니는_12년째_빛나는중, #12YearsWithSHINee, #COVID19, #Betaal, #existir, #movida, #sundayvibes, #Level3"
2077,2020-05-21,Cuidar da saúde mental sempre foi algo muito importante. Em época de pandemia e isolamento social isso se faz mais necessário ainda #SeCuide #SaudeMental #Psicoterapia #Psicologia,"#SeCuide, #SaudeMental, #Psicoterapia, #Psicologia"
2079,2020-05-20,"O primeiro passo para consertar algo é compreender como aquilo funciona. Com a gente também é assim, primeiro vem o autoconhecimento, depois a mudança. @psicologalorena_   #autoconhecimento #mudanca #psicoterapia #gestalt #constelacaofamiliar","#autoconhecimento, #mudanca, #psicoterapia, #gestalt, #constelacaofamiliar"
2087,2020-05-20,Definição de ANSIEDADE...👅  O ⌚tempo andando em 🐾MARCHA RÉ👣  #ansiedade #psicologia #depressao #saudemental #terapia #psicoterapia #autoconhecimento #autoestima #amor #frescura #saude #bemestar #estresse #vida #medo #amorproprio #psicanalise #covid #felicidade  #tatianedotas,"#ansiedade, #psicologia, #depressao, #saudemental, #terapia, #psicoterapia, #autoconhecimento, #autoestima, #amor, #frescura, #saude, #bemestar, #estresse, #vida, #medo, #amorproprio, #psicanalise, #covid, #felicidade, #tatianedotas"
2091,2020-05-19,"""Observe se na sua vida você pratica valores íntegros e uma ética cósmica capaz de transcender o tempo e o espaço. Em outras palavras, observe se vc segue as Leis do Universo."" #dica #psicoterapia #praticasintegrativas #bomdia #pararefletir #reflita","#dica, #psicoterapia, #praticasintegrativas, #bomdia, #pararefletir, #reflita"
2103,2020-05-16,Benefícios de fazer #psicoterapia  ▫️Identificar e libertar-se de hábitos prejudiciais ou medos e traumas. ▫️Adquirir capacidade de falar das emoções. ▫️Ser escutado sem julgamento. ▫️ Melhora no desempenho profissional e relacionamentos. ▫️Autoaceitação. #saudeemocional,"#psicoterapia, #saudeemocional"
2105,2020-05-15,Um beijo pra quem acabou de desistalar o Whatsapp e o play store não está funcionado. AMO UM SURTO. #survivior2020 #SemTempo #Surto #psicoterapia precisando. #2020isoverparty #QuaseMetadeDoAnoEEu #quarentEMO,"#survivior2020, #SemTempo, #Surto, #psicoterapia, #2020isoverparty, #QuaseMetadeDoAnoEEu, #quarentEMO"
2107,2020-05-15,"E as emoções não param... Hoje vou fazer minha primeira sessão  de terapia, depois de anos! Ansiedade que fala né? Kkkk Mesmo sendo um processo doloroso, é essencial e incrível! Torçam por mim 💕 #ansiedade  #Terapia  #psicoterapia","#ansiedade, #Terapia, #psicoterapia"
2109,2020-05-15,"Transar, eis uma receita para quem não transa. Transar menos, eis uma receita para quem transa demais. Amar, eis uma receita para todos e exige forças no convívio.   #psicologia #psicoterapia #terapia #saudemental #amor #sexualidade #autoconhecimento","#psicologia, #psicoterapia, #terapia, #saudemental, #amor, #sexualidade, #autoconhecimento"
2110,2020-05-14,"Pare de rolar o feed! Ele é infinito, mas você não. #saudemental #isolamento #redesociais #individualismo #ócio #autocuidado #psicologia #psicoterapia #psicoterapiaonline #psicanalise","#saudemental, #isolamento, #redesociais, #individualismo, #ócio, #autocuidado, #psicologia, #psicoterapia, #psicoterapiaonline, #psicanalise"
2113,2020-05-14,📖Psicologa Paula Gerlach Atendimento online e presencial +55 (11) 997119891 (Whats) Facebook: Psicóloga Paula Gerlach #psicologapaulagerlach  #terapiacognitivocomportamental #depressao #ansiedade #psicologia #psicologa #psicoterapia #saude #autoestima #autoconhecimento #tcc,"#psicologapaulagerlach, #terapiacognitivocomportamental, #depressao, #ansiedade, #psicologia, #psicologa, #psicoterapia, #saude, #autoestima, #autoconhecimento, #tcc"
2119,2020-05-12,"Hoje o exercício é mudar algo em vc, nem que seja o corte de cabelo... #psicoterapia",#psicoterapia
2121,2020-05-12,"Ela estava ali quando vc chorou pela primeira vez, quando sentiu uma dor que acreditou não suportar, esteve nos seus piores e melhores dias e está até hoje ctg. Sabe quem é? Essa pessoa é vc mesmo, cuide dela, respeite, ame e ela será muito grata.  #psicoterapia  #neuroscience","#psicoterapia, #neuroscience"
2129,2020-05-10,"Parte 02 - forma indescritível e imensurável. E claro, desejo parabenizar a dona da silhueta dessa imagem, aquela a quem devo absolutamente tudo que conquistei e que sou, aquela a quem admiro sobre tudo e todos, minha mãe. #DiaDasMaes #Maternidade #Psicologia #Psicoterapia #EPpsi","#DiaDasMaes, #Maternidade, #Psicologia, #Psicoterapia, #EPpsi"
2133,2020-05-09,"Ou você é antirracista ou contribui com as estruturas do racismo, nesse caso não há meio termo.  #noracism #psicologiaracial #psicologiaclinica #psicoterapia","#noracism, #psicologiaracial, #psicologiaclinica, #psicoterapia"
2135,2020-05-09,"Eu interrompi minha #psicoterapia por conta da #quarentena. Daí minha Psicologa essa semana mandou “Oi, como você está?”. Eu tive um ataque de ansiedade e n respondi.","#psicoterapia, #quarentena"
2136,2020-05-09,Como se #adaptar ao #isolamento #social e cuidar da sua #saúde #mental? #matheuspsicologo  #psicoterapia #ipiaú #ipiau #ubaitaba #ubatã #ubata #barradorocha #ibirataia #gandu #palmeirinha #corregodepedras #jitauna #itagi #jequié #jequie #itajibá,"#adaptar, #isolamento, #social, #saúde, #mental, #matheuspsicologo, #psicoterapia, #ipiaú, #ipiau, #ubaitaba, #ubatã, #ubata, #barradorocha, #ibirataia, #gandu, #palmeirinha, #corregodepedras, #jitauna, #itagi, #jequié, #jequie, #itajibá"
2138,2020-05-08,Le atendimento:  Eu: - Então o dever de casa é pipi popô  Cliente: - Blzinha! Entendi! Poxa... Saudade de dever de rua...  Todos rimos Todos choramos   #Psicologia #psicoterapia #gestalt #Covid_19,"#Psicologia, #psicoterapia, #gestalt, #Covid_19"
2168,2020-04-30,PRESENTE é o que você ganha da vida após desapegar-se do passado. . . . .  @psisusi_ #psicanaliseintegrativa #psicoterapia #terapia #meditação #intuição #energia #espiritualidade #sincronicidade #relacionamento #dignidade #amorpropio #equilíbrio #quarentena,"#psicanaliseintegrativa, #psicoterapia, #terapia, #meditação, #intuição, #energia, #espiritualidade, #sincronicidade, #relacionamento, #dignidade, #amorpropio, #equilíbrio, #quarentena"
2173,2020-04-28,@marcelamcgowan @boninho Posso ser a psicóloga?! 🙊😘 #ressignificarfazbem #psicoterapia,"#ressignificarfazbem, #psicoterapia"
2174,2020-04-28,"Minha fala pra um paciente hj que claramente cabe pra mim: você é  responsável pela sua vida, use o seu protagonismo a seu favor e não para vitimização.  #psicoterapia",#psicoterapia
2177,2020-04-28,"Agora não é tempo de pensar, só ir lá e fazer...  #psicologia #o #a #psicoterapia #terapia #saudemental #psicolog #amor #n #autoconhecimento #psicologiaclinica #autoestima #psicologa #psicologo #sa #ansiedade #psicologiapositiva #vida #psic #saude","#psicologia, #psicoterapia, #terapia, #saudemental, #psicolog, #amor, #autoconhecimento, #psicologiaclinica, #autoestima, #psicologa, #psicologo, #sa, #ansiedade, #psicologiapositiva, #vida, #psic, #saude"
2191,2020-04-22,"E enquanto estiverdes  À frente da Pátria  Sobre nós, a mordaça.  E sobre as vossas vidas — Homem político — Inexoravelmente, nossa morte.” ♾. . Que a política e o homem político possa fazer mais por nós que nos colocar mordaças e antecipar as nossas mortes. . #psicoterapia",#psicoterapia
2195,2020-04-21,Todo mundo precisa de uma infância que não precise ser curada mais tarde.  Não basta não morrer.  Ninguém veio ao mundo pra ser sobrevivente.   #Psicologia #Psicoterapia #Proteção ❤️  @psi.umamor,"#Psicologia, #Psicoterapia, #Proteção"
2205,2020-04-20,PSICOTERAPIA ONLINE Agendamento: 81 9.99929865  #Terapiaonline #psicoterapia #Psicologia #coronavirus #COVID19 #depressão #ansiedade #isolamentosocial #puerpério #maternidade #maeschefedefamilia #maesolo,"#Terapiaonline, #psicoterapia, #Psicologia, #coronavirus, #COVID19, #depressão, #ansiedade, #isolamentosocial, #puerpério, #maternidade, #maeschefedefamilia, #maesolo"
2233,2020-04-15,"Lembrete:  Respira fundo e não desista, as respostas estão no recomeço!  #psicoterapia #anagessicapsi #psicologia #lembretedodia","#psicoterapia, #anagessicapsi, #psicologia, #lembretedodia"
2275,2020-04-07,Do desespero do COVID19 para o desespero de estar desempregado... assim evoluem as queixas durantes os atendimento.  #Psicologia #psicoterapia #esperanca #fe,"#Psicologia, #psicoterapia, #esperanca, #fe"
2277,2020-04-06,Quem é louco? E quem é capaz de dizer quem é louco?  #SaudeMental #Reflexionesdecuarentena #pensamentos #Psicoterapia,"#SaudeMental, #Reflexionesdecuarentena, #pensamentos, #Psicoterapia"
2279,2020-04-04,Reflexão do dia: Querer é poder é uma máxima pouco poderosa se confrontada com o poder do querer.  #reflexaododia #frasedodia #saudemental #autoconhecimento #terapiaonline #psicóloga #psicoterapia #psicanalista #terapia #inteligenciaemocional #covid19 #quarentena,"#reflexaododia, #frasedodia, #saudemental, #autoconhecimento, #terapiaonline, #psicóloga, #psicoterapia, #psicanalista, #terapia, #inteligenciaemocional, #covid19, #quarentena"
2280,2020-04-04,"Bom dia !  Você já observou como temos facilidade em ter pensamentos negativos? Observou que maioria nem acontece, mas ainda assim, eles mexeram com suas emoções e sentimentos ? Fez um auê aí dentro de você!  #psicoterapia #escuta #autoconhecimento #reflexao #tweetar♡","#psicoterapia, #escuta, #autoconhecimento, #reflexao, #tweetar"
2318,2020-03-23,Estou à disposição para atendimento online para quem precisar de suporte psicológico e emocional num momento como esse!   Pode entrar em contato pelo Whatsapp: (41) 99148-9153 🤗 #ficaemcasa #Psicologia #quarentena #COVIDー19 #online #psicoterapia,"#ficaemcasa, #Psicologia, #quarentena, #COVIDー19, #online, #psicoterapia"
2349,2020-03-15,Tomar antidepressivo e não fazer terapia não irá te curar! No máximo lhe trará uma discreta melhora dos sintomas.  #saudemental #psicoterapia #psiquiatria #lenog #antidepressivo,"#saudemental, #psicoterapia, #psiquiatria, #lenog, #antidepressivo"
2377,2020-03-04,"Tô chocado com o chamado ""Campo"" para a Psicologia. Você pegar um #UBER com a mesma história do que minha família viveu (pai, mãe, irmão) A ausência paterna na infância, aproximação na vida adulta e o impacto disso. Rolou quase uma #Psicoterapia no Trânsito.","#UBER, #Psicoterapia"
2390,2020-02-29,"#transtornobipolar não é depressão, não é indecisão, menos ainda opressão. Por favor. #terapia  #Psicologia  #psicoterapia","#transtornobipolar, #terapia, #Psicologia, #psicoterapia"
2391,2020-02-29,E o que ela não sabia era que dentro dela existia uma grande MULHER!  #mulheresfortes #mulheresempreendedoras #psicologiaclinica #psicologo #psicologia #psicoterapeuta #psicoterapia #terapia #terapeuta #beleza #mulher #mulheres #sp #estudantes #autoestima #depressão #ansiedade,"#mulheresfortes, #mulheresempreendedoras, #psicologiaclinica, #psicologo, #psicologia, #psicoterapeuta, #psicoterapia, #terapia, #terapeuta, #beleza, #mulher, #mulheres, #sp, #estudantes, #autoestima, #depressão, #ansiedade"
2402,2020-02-26,Ame-se. Perdoe-se. Liberte-se. #psicoterapia #liberdade #perdao #amor,"#psicoterapia, #liberdade, #perdao, #amor"
2427,2020-02-22,"Quando é que minha mãe vai entender que me expressar exageradamente, às vezes até falando alto e sozinha, faz parte da personalidade que eu passei tantos anos reprimindo por medo de ser quem eu sou, talvez?  #Terapia #terapiaévida #autoconhecimento #psicoterapia","#Terapia, #terapiaévida, #autoconhecimento, #psicoterapia"
2444,2020-02-18,"Algumas pessoas nos levam ao limite, e quando explodimos nos chamam de loucos!   #psicoterapia #julianepsicologa #ficaadica #saudemental","#psicoterapia, #julianepsicologa, #ficaadica, #saudemental"
2455,2020-02-16,"O erro que cometo é me abrir nesse Twitter como se eu tivesse na #psicoterapia. E, tenho que entender que não é psicoterapia isso aqui é uma rede social kkkk",#psicoterapia
2462,2020-02-13,"Tudo é questão de essência e caráter. Certos ""problemas"" não se resolvem com autoajuda. #semmais #psicoterapia","#semmais, #psicoterapia"
2517,2020-02-04,A homofobia tem raiz na misoginia? Todo homofóbico é misógino?  #homofobia #misoginia  #POLEMICA #reflexao #psicologia #psicoterapia #terapia #saudemental #amor #autoconhecimento #autoestima #vida #psicologo  #psicologa #ansiedade #saude #psic #psicolog #frases #coach #psychology,"#homofobia, #misoginia, #POLEMICA, #reflexao, #psicologia, #psicoterapia, #terapia, #saudemental, #amor, #autoconhecimento, #autoestima, #vida, #psicologo, #psicologa, #ansiedade, #saude, #psic, #psicolog, #frases, #coach, #psychology"
2541,2020-01-31,O MAIOR ALUCINÓGENO QUE EXISTE É A CARÊNCIA.  ELA TE FAZ VER QUALIDADES ONDE NÃO EXISTEM. ÀS VEZES QUEREMOS TANTO QUE SEJA AMOR QUE NÃO ENXERGAMOS QUE É SÓ TEIMOSIA.  #ansiedade #depressão #autoconhecimento #felicidade #tristeza #psicoterapia #psicoterapiafazbem,"#ansiedade, #depressão, #autoconhecimento, #felicidade, #tristeza, #psicoterapia, #psicoterapiafazbem"
2546,2020-01-30,depressãonotrabalho #depressão #psicologia #consultório #saudemental #psicoterapia #terapia #transtornobipolar #sindromedopânico #transtornodeansiedade  #depressao  #trastornoborderline #saudeocupacional #terapiaocupacional #depressãonãoéfrescura  #atendimentopsicológico,"#depressão, #psicologia, #consultório, #saudemental, #psicoterapia, #terapia, #transtornobipolar, #sindromedopânico, #transtornodeansiedade, #depressao, #trastornoborderline, #saudeocupacional, #terapiaocupacional, #depressãonãoéfrescura, #atendimentopsicológico"
2591,2020-01-23,"""Quando somos bons para os outros, somos ainda melhores para nós"". - Benjamin Franklin #agsaude20 #paz #psicologia #psicoterapia #motivacao #Motivation #itu","#agsaude20, #paz, #psicologia, #psicoterapia, #motivacao, #Motivation, #itu"
2617,2020-01-19,“Qual sua responsabilidade na desordem da qual se queixa?” #psicoterapia #fernandaguilabel #psicólogafernandaguilabel,"#psicoterapia, #fernandaguilabel, #psicólogafernandaguilabel"
2619,2020-01-18,A #Psicoterapia é um dos melhores recursos para tornar você mais consciente e honesto.,#Psicoterapia
2629,2020-01-17,"O Ego diz “Quando tudo estiver bem, estarei em paz”.  O espírito diz: “Esteja bem, e tudo ficará em paz”. ✨   #EGO #psicoterapia","#EGO, #psicoterapia"
2646,2020-01-16,"Pra emagrecer paga R$ 3000 no “médico” ortomolecular, faz a “ dieta da lua” por R$ 1500. Mas não quer pagar R$ 200 na #psicoterapia. A questão NÃO é o preço, são os VALORES! Consequência: além da balança o bolso também vai sofrer o efeito sanfona! #ludsincera #pensemagro","#psicoterapia, #ludsincera, #pensemagro"
2694,2020-01-08,"Tô achando lindo estes post de Janeiro Branco. Mas o que eu desejo pra vocês, é um psicólogo(a) pra chamar de seu; de janeiro a janeiro, e saúde mental em dia, todos meses do ano amigux! #invistaemvocê #psicoterapia #saúdemental #tenhaumpsicólogoprachamardeseu","#invistaemvocê, #psicoterapia, #saúdemental, #tenhaumpsicólogoprachamardeseu"
2697,2020-01-08,Ao vivo @energia97fm mande suas dúvidas #rosenomorde #sexualidade #relacionamento #psicoterapia #psicologia,"#rosenomorde, #sexualidade, #relacionamento, #psicoterapia, #psicologia"
2717,2019-12-29,#psicologia #psicologiaclinica #psi #psicologiapositiva #psicoterapia #psicologiacognitiva #terapiacogntivocompormental #mindfulness #mind #mindful #mindfulnessmeditation #mindfulnessbrasil #Vila Velha #Serra #Cariacica #Vitoria # ES #vitoriaes #serraes #es #espiritosanto,"#psicologia, #psicologiaclinica, #psi, #psicologiapositiva, #psicoterapia, #psicologiacognitiva, #terapiacogntivocompormental, #mindfulness, #mind, #mindful, #mindfulnessmeditation, #mindfulnessbrasil, #Vila, #Serra, #Cariacica, #Vitoria, #vitoriaes, #serraes, #es, #espiritosanto"
2752,2019-12-21,Algum #psiquiatra na sala?  Alguém é capaz de receitar antidepressivos à Elsa e ao Fabien?  E #psicologos? #psicoterapia?   Façam alguma coisa. Isto é sério.   #depressão #saude #farmacias #psiquiatra #tempestade #portugal,"#psiquiatra, #psicologos, #psicoterapia, #depressão, #saude, #farmacias, #psiquiatra, #tempestade, #portugal"
2770,2019-12-16,A psicoterapia é para todos. #psicoterapia,#psicoterapia
2780,2019-12-12,"Paciente: ""Terapia é igual um armário. Você organiza as roupas e depois pode abrir e fechar quando quiser resolver os problemas...""  Tá aí uma analogia nova para psicoterapia!  #Psicologia #psicoterapia #psicanálise","#Psicologia, #psicoterapia, #psicanálise"
2818,2019-12-01,"""O que fazer com aquilo que te fizeram?""  Não podemos mudar o que nos fizeram, mas podemos ter um novo olhar sobre a situação e ressignificar a experiência.  Reflita!  #FaçaTerapia #Psicoterapia #Psicologia #Psicólogo #RJ #Reflexão #Ressignificar #Mudança #Transformação","#FaçaTerapia, #Psicoterapia, #Psicologia, #Psicólogo, #RJ, #Reflexão, #Ressignificar, #Mudança, #Transformação"
2827,2019-11-29,"A #fibromialgia responde por 10% dos diagnósticos de #dorescrônicas no Brasil. #Terapiasalternativas como #neuromodulação, #psicoterapia, #fisioterapia, #hidroterapia e #acupuntura contribuem para o tratamento.","#fibromialgia, #dorescrônicas, #Terapiasalternativas, #neuromodulação, #psicoterapia, #fisioterapia, #hidroterapia, #acupuntura"
2863,2019-11-12,"O que não vira palavra, vira sintoma. #rúbensousa #psicólogo #psicologia #psicoterapia","#rúbensousa, #psicólogo, #psicologia, #psicoterapia"
2876,2019-11-06,"#Citação ""Uns sapatos que ficam bem numa pessoa são pequenos para uma outra; não existe uma receita para a vida que sirva para todos."" – Carl Gustav Jung  #psicologia #psicoterapia #psicologianalítica #psicologiajunguiana #psicologiaarquetipica #carlgustavjung #cgjung","#Citação, #psicologia, #psicoterapia, #psicologianalítica, #psicologiajunguiana, #psicologiaarquetipica, #carlgustavjung, #cgjung"
2893,2019-10-30,"Quando você se conhece você não projeta nos outro a causa de seu sofrimento. Então lembre-se. Para se sentir livre e mais espontâneo, olhe para dentro.          #autoconhecimento #psicologia #psicoterapia #qualidadedevida #bemestar #projeção","#autoconhecimento, #psicologia, #psicoterapia, #qualidadedevida, #bemestar, #projeção"
2919,2019-10-24,"A psicoterapia do casal ajuda a restaurar o equilíbrio, para que os membros do casal participem ativamente da construção do relacionamento.  Se isso não for possível, também pode ajudar as pessoas a se separarem, reduzindo os conflitos e enfrentando o luto. #Psicoterapia",#Psicoterapia
3039,2019-09-20,Mimimi: 1. Ato ou efeito de invalidar o sofrimento do outro e desqualificar as suas particularidades; 2. Atitude contemporânea que estimula julgamentos e expressa descrédito ao sofrimento alheio; 3. O oposto de empatia.  #mimimi #Psicologia #Psicólogo #Psicoterapia #SaúdeMental,"#mimimi, #Psicologia, #Psicólogo, #Psicoterapia, #SaúdeMental"
3064,2019-09-14,NUNCA É TARDE PARA SEGUIR EM FRENTE! ❤  #Brasil #Psicologia #psicoterapia #amor #SetembroAmarelo,"#Brasil, #Psicologia, #psicoterapia, #amor, #SetembroAmarelo"
3065,2019-09-14,"@NadiaFAssaf1 @culturehxrmony Tem razão! A confiança é a base desses serviços profissionais #coaching e #psicoterapia Um acontecimento como esse reportado por aquela publicação (não acesso nem digo o nome, para não dar visualização) prejudica o vínculo de confiança, de ambas as partes: profissional e cliente","#coaching, #psicoterapia"
3073,2019-09-09,Parabéns a VOCÊ que entende que Saúde Mental é PRIORIDADE!!  #saudeMental #Psicologia #Psicoterapia #Depressão #Ansiedade #suicidio #SuicidePrevention,"#saudeMental, #Psicologia, #Psicoterapia, #Depressão, #Ansiedade, #suicidio, #SuicidePrevention"
3106,2019-08-30,"Perdoar não significa esquecer nem significa não dar importância ao quanto foi madoag@, ou magoou. Significa, para além de tudo, dar a oportunidade para viver o HOJE, ambicionando o AMANHÃ, sem carregar as energias negativas do passado.  #psicologia #psicoterapia #Maputo #Moçamb","#psicologia, #psicoterapia, #Maputo, #Moçamb"
3108,2019-08-30,"Vamos encarar essa insônia minha gente. Pensando aqui, eu vivendo esse meu momento do qual todos estamos sujeitos a passar/experimentar/viver, há um caminho responsável e de muita reverência e profissionalismo, #Psicoterapia",#Psicoterapia
3111,2019-08-29,"""É importante você estar atento aos seus limites, reconhecendo quando ficar conectado a tudo e a todos o tempo inteiro pode ser útil ou quando isso pode ser prejudicial para a sua saúde.""  #conectividade #psicoterapia #psicologia","#conectividade, #psicoterapia, #psicologia"
3112,2019-08-29,"Vá pra terapia você tambéeeeeem... Vá!  Indique, recomende e Incentive!  . . . . #psicologia #psicoterapia #saúde #saúdemental #saudeemocional #terapia","#psicologia, #psicoterapia, #saúde, #saúdemental, #saudeemocional, #terapia"
3117,2019-08-26,"Estamos no meio do ano e 2019 já nos trouxe mtos ensinamentos: ouvir, pensar, e calar mais. #autocuidado #psicologia #psicoterapia 🧠","#autocuidado, #psicologia, #psicoterapia"
3132,2019-08-21,"Nossa quando eu acho que as coisas estão fluindo, vem a vida e mostra que não é a hora. Acho que se fosse antigamente eu estaria me cortando ou talvez até chorando loucamente. Hoje eu tenho aprendido a encarar as situações de cabeça erguida. #Thanks #psicoterapia","#Thanks, #psicoterapia"
3141,2019-08-16,Somos protagonistas da nossa própria história!  #psicólogorecife #atendimentopsicologico #saudemental #amoravida #psicoterapia #psicologiaclinica #psicóloga #recife #atendimentopsicologicorecife,"#psicólogorecife, #atendimentopsicologico, #saudemental, #amoravida, #psicoterapia, #psicologiaclinica, #psicóloga, #recife, #atendimentopsicologicorecife"
3143,2019-08-16,"Bom dia!   Use este tempo para se cuidar mais, no sentido de como vc se vê e não como as outras pessoas te veem.  O Desafio da vida é se reencontrar pelo  caminho.  SaudeMentalimporta #psicoterapia",#psicoterapia
3153,2019-08-12,"Acho tão massa, quando a pessoa procura a psicoterapia, sem nenhuma queixa aparente, apenas para investir no autoconhecimento. É raro, mas acontece. #psicologia #psicoterapia #autoconhecimento","#psicologia, #psicoterapia, #autoconhecimento"
3167,2019-08-05,"#Encontro é importante dizer que mesmo em depressão, a pessoa é capaz de rir, sair, conversar, fazer outras coisas. O que a pessoa expressa por fora nem sempre é como ela se sente por dentro. Fique atento aos sinais sutis. Procure ajuda #depressao #psicoterapia","#Encontro, #depressao, #psicoterapia"
3168,2019-08-04,"Estava apreensiva quanto a série sobre #depressao no @showdavida , mas começamos muito bem! Semana que vem falando sobre a #Psicoterapia, vai dar pra entender melhor como a Psicologia trabalha de mãos dadas com a Psiquiatria pra te libertar!  Parabéns aos envolvidos #Fantástico","#depressao, #Psicoterapia, #Fantástico"
3203,2019-07-24,365 dias sem fumar  #Psicoterapia #CognitivaComportamental,"#Psicoterapia, #CognitivaComportamental"
3229,2019-07-18,De dentro das quatro paredes de um consultório só sai o que não é palavra. #psicoterapia #análise #psicanálise #psicólogo #CauanReis #vidavida,"#psicoterapia, #análise, #psicanálise, #psicólogo, #CauanReis, #vidavida"
3275,2019-07-09,A #família é a peça fundamental para o desenvolvimento de uma #sexualidade sadia.  #Hipnose #Psicoterapia #MaioLaranja,"#família, #sexualidade, #Hipnose, #Psicoterapia, #MaioLaranja"
3296,2019-07-05,"“Eu faço minhas coisas, e você faz as suas. Eu não estou neste mundo para viver as suas expectativas, e você não está neste mundo para viver as minhas. Você é você, e eu sou eu, e se por acaso nos encontrarmos será ótimo. Se não nada se pode fazer.” - Fritz Perls #Psicoterapia",#Psicoterapia
3298,2019-07-05,Aos 45 minutos do 2 tempo... vem a bomba.... A clínica e suas nuances. 🌻  #Psicologia #psicoterapia #psi,"#Psicologia, #psicoterapia, #psi"
3331,2019-06-27,"Gente, sofrer de ansiedade é o mesmo que ter saudade do que a gente não viveu ainda! 🤔 Já dizia meu Psicoterapeuta Dr. Neymar Jr. 😌 . . .  #ansiedade #psicoterapia #saudade #neymar","#ansiedade, #psicoterapia, #saudade, #neymar"
