,date,tweet,hashtags
4044,2019-11-11,"Só dá para cuidar do outro, depois de cuidar de você #novembroazul #autocuidado #psicologia #SaudeParaTodos","#novembroazul, #autocuidado, #psicologia, #SaudeParaTodos"
4055,2019-11-04,Pratique o autocuidado. Não é egoísmo. Cuide de você. Faça por você. Viva pra você. #autocuidado #autoestima,"#autocuidado, #autoestima"
4056,2019-11-04,"Você deveria olhar pra si com mais carinho ,não acha ?  #amorpropio #autocuidado","#amorpropio, #autocuidado"
4063,2019-10-29,Começando a ler O Mito da Beleza mas não preciso ir longe pra constatar que sou HORRÍVEL #autoestima #autocuidado,"#autoestima, #autocuidado"
4067,2019-10-27,Tarde agradável cuidando da Saúde da Mulher 👵👧👱👩 #Amway #AmwaydoBrasil #AmwayLife  #amigas #autocuidado,"#Amway, #AmwaydoBrasil, #AmwayLife, #amigas, #autocuidado"
4071,2019-10-25,"Qual o cuidado e carinho que vc se deu hoje? Aposto que tem um montão de gente te dizendo Como vc tá sumido, que vc ignora mensagem, etc. Cuidado por vc começa em fazer o que te deixa bem . Não o que querem que vc faça. #Autocuidado",#Autocuidado
4081,2019-10-23,"A gente só oferece o que a gente tem. Cuide de você. Coloque a sua máscara de oxigênio antes de ajudar quem está ao seu lado. A raiz do amor pelo outro, quem diria, é o #autocuidado",#autocuidado
4097,2019-10-19,✨ Coragem é ser você todo dia em um mundo que vivi dizendo que você precisa ser outra pessoa . . . . .#boatarde #salvador #Tweet #mensagem #goodmorning #goodvibes #autoestima #autocuidado,"#boatarde, #salvador, #Tweet, #mensagem, #goodmorning, #goodvibes, #autoestima, #autocuidado"
4099,2019-10-18,Ter voltado pra terapia foi a melhor coisa que fiz pra mim mesma esse ano. #autocuidado #saudemental,"#autocuidado, #saudemental"
4102,2019-10-17,"Não espere o extraordinário para dar o melhor de si .O que pode ser mais especial do que hoje ?Hoje que você amanheceu com vida, comemore  O que pode ser mais #extraordinário do que o #agora ,o instante onde tudo acontece . Se joga nesse instante e #vive ! #carpediem #autocuidado","#extraordinário, #agora, #vive, #carpediem, #autocuidado"
4106,2019-10-13,decidindo não ver stories hoje pra não sentir inveja de quem está na praia #autocuidado,#autocuidado
4107,2019-10-11,autocuidado é tudo gurias 🙏 #autocuidado #selfcare #blessed,"#autocuidado, #selfcare, #blessed"
4108,2019-10-11,Já parou pra pensar que mais ninguém no mundo te vê da mesma forma que você se vê?   #autocuidado ❤️,#autocuidado
4112,2019-10-10,"Se você não sabe, é possível envelhecer preservando sua naturalidade, sem padrões e exageros. Inclusive já pode, viu?! Menos cópias e mais respeito às características naturais. Basta ser você! #Autoestima #autocuidado #belezanatural","#Autoestima, #autocuidado, #belezanatural"
4117,2019-10-06,@fernandoflv continua sim #autocuidado 😂😂,#autocuidado
4125,2019-09-27,A pessoa fala: -ah vc devia se cuidar mais;fazer uma progressiva ou uma escova mesmo. .  Mal sabe ela que meu #autocuidado está exatamente em não fazer.  Já que qualquer coisa do gênero fode com meu couro cabeludo. 😥😤,#autocuidado
4133,2019-09-19,"Depois de 2 anos com crises de pânico, ansiedade generalizada, burnout, autodestruição, depressão, alcoolismo, pensamentos suicidas... Agora me parece que achei um norte em mim mesmo. #autocuidado",#autocuidado
4152,2019-09-07,Dar o gás em outras mulheres é massa demais.  #AutoCuidado #AutoEstima #DarMurroEmMachoEscroto #TapuioMeAguarde,"#AutoCuidado, #AutoEstima, #DarMurroEmMachoEscroto, #TapuioMeAguarde"
4159,2019-09-02,"Hoje eu fiz hidratação no cabelo, esfoliação com café e uma máscara de argila verde no rosto! Tô me sentindo muito amadinha por mim mesma! Recomendo! #autocuidado",#autocuidado
4161,2019-08-31,fiz toneladas de cume botei o vaporizador pra carregar  agora vou tomar banho e esperar a novela  #autocuidado,#autocuidado
4162,2019-08-31,| Especial Publicitário Desinfetante Sanitário Pato®   O meu conselho pessoal para você que está sendo enrolada por um afeto é: lave um banheiro. Decepção amorosa é sempre pior quando você tem que chorar em pé no chuveiro pq o banheiro está sujo.   #autocuidado #juventude,"#autocuidado, #juventude"
4164,2019-08-27,Autocuidado é não deixar que os outros te maltratem. #autocuidado,#autocuidado
4165,2019-08-26,"Estamos no meio do ano e 2019 já nos trouxe mtos ensinamentos: ouvir, pensar, e calar mais. #autocuidado #psicologia #psicoterapia 🧠","#autocuidado, #psicologia, #psicoterapia"
4179,2019-08-17,Hoje a mensagem de ordem é: Tire um tempo pra você! #cuidardesi #selfcare #amorpróprio #especial #autocuidado #deboísmo,"#cuidardesi, #selfcare, #amorpróprio, #especial, #autocuidado, #deboísmo"
4196,2019-08-14,"Quando a gente convive com a gente, é mais fácil se amar! ✨ #autocuidado",#autocuidado
4197,2019-08-14,"Quem não viu o vídeo anterior dá uma conferida, nele eu falo uma dica simples porém eficaz que se colocada em prática diariamente melhora nosso auto cuidado e amor próprio. Beijão a todos vocês.  #boanoite #autocuidado #amorproprio","#boanoite, #autocuidado, #amorproprio"
4198,2019-08-14,eu ia tentar fazer alguma coisa de útil mas decidi ver mad men em vez disso #autocuidado,#autocuidado
4199,2019-08-14,Às vezes eu quase entro numas discussões na internet mas aí eu respiro fundo e bebo água #autocuidado #hidratação,"#autocuidado, #hidratação"
4207,2019-08-09,Fazendo uma mascara e tomando uma cerveja #autocuidado,#autocuidado
4210,2019-08-07,"gatilhos que despertam as bads (crises de ansiedade) e respeitar quando elas vem, mas tentar não permanecer nela.  #autocuidado #façamterapia","#autocuidado, #façamterapia"
4212,2019-08-07,"Vou ter que passar uns dias longe da internet cuidando da saúde #autocuidado #mistério  Por favor, preparem um compilado Barbarena e desse inferno de comunidade cinéfila pra quando eu voltar  Leiam Conocerás tus Sueños no Wattpad  Bebam água","#autocuidado, #mistério"
4215,2019-08-05,Aproveita a semana começando e deixa para trás tudo que não te faz bem! #autocuidado #Encontro #amorproprio,"#autocuidado, #Encontro, #amorproprio"
4218,2019-08-03,"Um dos pontos centrais na palestra foi explicar que Autocuidado vai muito além da estética, autocuidado pode abranger cuidado psicológico, cuidado espiritual, cuidado com alimentação, entre tantas outras coisas.  #Afrografiteiras #redenami #autocuidado","#Afrografiteiras, #redenami, #autocuidado"
4229,2019-07-31,"@maisa Parabéns, @maisa 😻! Cuidar da saúde é importante! É bom lembrar que o teste de #HIV também pode fazer parte da rotina de #autocuidado de todo mundo! E melhor: o teste no Brasil é gratuito e sigiloso 💪😘","#HIV, #autocuidado"
4231,2019-07-28,"Um dia de cada vez, tudo é uma precisa de tempo, tudo leva tempo. Você decide se ele será seu aliado ou inimigo! Alie-se ao tempo!  #vida #autoestima #autocuidado","#vida, #autoestima, #autocuidado"
4232,2019-07-27,Quando foi a última vez que você se cuidou? Vale físico ou mentalmente. #autocuidado #saudemental,"#autocuidado, #saudemental"
4235,2019-07-26,Me senti a própria personagem da Ingrid Guimarães em de pernas para o ar #autocuidado,#autocuidado
4238,2019-07-24,Fazendo sopa e ouvindo Lulu Santos #autocuidado,#autocuidado
4239,2019-07-24,hj é o dia do #autocuidado segundo Lívia Cruz,#autocuidado
4241,2019-07-24,"Aproveite o dia de hoje para fazer um detox no seu interior. Livre-se das mágoas, ressentimentos e dos outros pesos extras. Fazendo isso, você estará cuidando não só da mente, mas da sua alma - que é o quão próximo você está da sua paz de espírito.  💛  #autocuidado",#autocuidado
4262,2019-07-20,Aproveitando a data limite para não reconhecer limite algum #autocuidado,#autocuidado
4264,2019-07-19,hj vou me embebedar horrores pra esquecer essa semana de mercúrio retrógrado #autocuidado,#autocuidado
4266,2019-07-19,@dududuplat li na Internet que adrenalina faz bem pra pele #autocuidado,#autocuidado
4270,2019-07-17,"11 dias  11 dias  foram suficientes pra Deus descontruir 25 anos de paredes, grades e muros instalados no meu coração  quebrada por inteiro, porém feliz  eu amo my Dad  #avalanchemissoes #autocuidado","#avalanchemissoes, #autocuidado"
4297,2019-07-01,"Motociclista, pratique o #autocuidado em todos os seus percursos. Use o capacete com viseira fechada, roupas adequadas e evite costurar no trânsito.",#autocuidado
4303,2019-06-28,"Tava aqui num papo reto com dona @malu_zamp e chegamos à conclusão de que: apesar de tentações e recaídas, a política que dá mais certo é a do NO TIME BRO mesmo. Nosso tempo MENTAL é muito precioso. #autocuidado",#autocuidado
4321,2019-06-25,@vermeinsolente_ mas passei essa argila na cara ta show #skincare #autocuidado,"#skincare, #autocuidado"
4327,2019-06-23,É importante pararmos um instante e pensarmos sobre nossa saúde mental. Para atendimento psicológico online (54) 996351469 ou psi.jacquelinebr@gmail.com com a Psicóloga Jacqueline Boschetti Rui - CRP 07/28535. #Psicologia #Psicoterapia #Autocuidado,"#Psicologia, #Psicoterapia, #Autocuidado"
4328,2019-06-22,Gratidão por ter dado tudo certo!!! 🙏💉❤️' #Enfermagem. #Autocuidado.,"#Enfermagem, #Autocuidado"
4333,2019-06-18,Encontre  um ritual para começar bem o seu dia: • medite  •tome um chá ou café •leia um pouco •alongue seu corpo •tome um banho relaxante  Começar com calma e autocuidado ajuda seu dia a ser  mais leve! #autocuidado #cuidedevoce,"#autocuidado, #cuidedevoce"
4345,2019-06-13,@desgracicero siiiim! inclusive agora eu tô retocando o protetor com um pó e o primeiro lugar que passo é aí já pensando nisso #autocuidado #paranoia,"#autocuidado, #paranoia"
4356,2019-06-09,Que você se ame a ponto de só aceitar o que te faz bem 💕💬✨ . . . #psicanalise #psicologia #reflexao #depressãonãoéfrescura #amorproprio #autoestima #autocuidado #baixadasantista,"#psicanalise, #psicologia, #reflexao, #depressãonãoéfrescura, #amorproprio, #autoestima, #autocuidado, #baixadasantista"
4357,2019-06-09,essa noite eu já me restringi de: - olhar as redes sociais dos meus familiares pra saber o que eles tão achando das tretas políticas - servir a terceira tacinha de vinho  isto é #autocuidado gurias,#autocuidado
4383,2019-05-27,"SIMPLES E DIRETO:  &gt;&gt; Deixe aqui dicas de #autocuidado!  O que você tem feito para se cuidar, diante de um mundo tão estressante?",#autocuidado
4397,2019-05-19,"Nada mais gostoso do que saber que, em alguns aspectos, você já se tornou aquela pessoa que você um dia sonhou ser. #autocuidado #vidasaudavel #vidafeliz","#autocuidado, #vidasaudavel, #vidafeliz"
4403,2019-05-16,"Para escutar o episódio, é só acessar o site ou busca por ""coemergência"" no Spotify e Agregadores de Podcast.  #morte #envelhecimento #sofrimento #geriatria #cuidado #cuidadospaliativos #autocuidado #luto #sofrimento #adoecimento #doença #empatia #compaixão #podcast #meditação","#morte, #envelhecimento, #sofrimento, #geriatria, #cuidado, #cuidadospaliativos, #autocuidado, #luto, #sofrimento, #adoecimento, #doença, #empatia, #compaixão, #podcast, #meditação"
4408,2019-05-11,"É sério meninas, não se apressem em casar. Estar em um relacionamento tem seu lado bom, mas é um investimento de alto custo e alto risco. Invista em você primeiro. Parece cliché, mas é a ver da de. #girltalk #autocuidado #amorproprio","#girltalk, #autocuidado, #amorproprio"
4426,2019-04-26,Dia Lindo para cuidarmos ainda mais de nós! #cuidese #autocuidado #amorproprio,"#cuidese, #autocuidado, #amorproprio"
4442,2019-04-12,"Autocuidado: se proteja, se ame, cuide de tudo (saúde física,  mental e espiritual). Não demore a aprender que antes de TUDO tem você 😉 #autocuidado #amorpropio #mulheres #negritude #mulheresnegras","#autocuidado, #amorpropio, #mulheres, #negritude, #mulheresnegras"
4445,2019-04-12,"Hoje comecei oficialmente o projeto #autocuidado , no quesito saúde, e tô orgulhosa de mim. E em breve vou começar a terapia. *-*  Amém job que me dá plano de saúde.",#autocuidado
4479,2019-03-16,"o mais importante pros seres humanos é escutar oq querem e não escutarem a verdade, pelo menos 70% das vezes.  como eu tô cansando de brigar, abro mão de mostrar o erro e só deixo a pessoa ouvir oq ela quer e não me encher o saco.  preservem-se #autocuidado",#autocuidado
4487,2019-03-09,"@modices Meu dia de #autocuidado é domingo.  💕 É muito importante cuidar da nossa fundação, o nosso bem estar.",#autocuidado
4488,2019-03-09,"“Pensar em corpo é pensar em território, disputa, trânsito, transe.”  Retomemos o que é nosso!   #meditacaoguiada #diaspora #negritude #autocuidado","#meditacaoguiada, #diaspora, #negritude, #autocuidado"
4501,2019-02-26,Real o falso  #Nido #NoAlMiedo #autocuidado #8Marzo2019 #LaHuelgaFeministaVa,"#Nido, #NoAlMiedo, #autocuidado, #8Marzo2019, #LaHuelgaFeministaVa"
4504,2019-02-22,Pegando carona na série Home office do @rafaelonori :  Home office  =  a responder e-mail com máscara de lama na cara #AutoCuidado #Work,"#AutoCuidado, #Work"
4519,2019-02-13,"Acupuntura: dói e não é pouco, mas tá me ajudando bastante no controle da ansiedade. Recomendo para quem puder experimentar, especialmente quem já tentou outros tratamentos.    #Autocuidado #SaúdeMental","#Autocuidado, #SaúdeMental"
4535,2019-02-05,"Mudar a forma de olhar para os outros e para as coisas, muda todo o seu mudo! #autocuidado",#autocuidado
4555,2019-01-28,"Sobre #AmorProprio #Autocuidado #EnergiasNegativas #Depressão e #Raiva  Lavei o cabelo, mentalizei muita coisa ruim saindo de mim. De uns tempos pra cá, meu cabelo tem dado cada nó absurdo, cada embolo, em questão de 3 dias tá lá a buxa no cabelo.","#AmorProprio, #Autocuidado, #EnergiasNegativas, #Depressão, #Raiva"
4562,2019-01-20,"Oi, moçx. Como anda teu processo de cura? #cura #saúdemental #respeitopróprio #autocuidado","#cura, #saúdemental, #respeitopróprio, #autocuidado"
4576,2019-01-15,porque eu também mereço um caderninho pra mim ♡😊  #autocuidado,#autocuidado
4584,2019-01-11,"Por isso, mesmo com meu corpo nada padrão,  passei a usar biquini, como início de um processo de aceitação, cuidado e amor pelo corpo que tenho. #empoderamento #autoestima #autocuidado #amorproprio","#empoderamento, #autoestima, #autocuidado, #amorproprio"
4602,2018-12-19,Nunca deixe pra amanhã o que você pode cancelar agora mesmo 😙 #autocuidado,#autocuidado
4617,2018-12-04,vou dormir com ar condicionado ligado hoje #autocuidado,#autocuidado
4636,2018-11-20,Como você se maltrata? Arraste para o lado e descubra...  _ #emanuellearaujo_psicologa #psicologia #psicologiapositiva #psicologiaporamor #qualidadedevida #autocuidado #boanoite #agradeça #gratidão,"#emanuellearaujo_psicologa, #psicologia, #psicologiapositiva, #psicologiaporamor, #qualidadedevida, #autocuidado, #boanoite, #agradeça, #gratidão"
4647,2018-11-13,Começando o #desafiodos21dias #autocuidado   Dia 1/21: Cinema com o sobrinho,"#desafiodos21dias, #autocuidado"
4653,2018-11-06,"Thread do #autocuidado: chegando nos 30, comecei uma reflexão sobre AUTOCUIDADO. Que nada mais é do que vc cuidar de vc mesma. Não só saúde, mas tudo!",#autocuidado
4658,2018-11-04,@Globo_Rural Cuidado para não perder o tutorial.  #autocuidado,#autocuidado
4679,2018-10-23,Isso NÃO SIGNIFICA que não devam chamar sua atenção. Apenas tente não se deixar tomar por uma enorme ansiedade.   #prevencao #autocuidado #quemseamasecuida #mamografia #mamografiaanual #todosjuntoscontraocancer #todosjuntoscontraocancerdemama #mastoepmteam #gratidão  #energiarosa,"#prevencao, #autocuidado, #quemseamasecuida, #mamografia, #mamografiaanual, #todosjuntoscontraocancer, #todosjuntoscontraocancerdemama, #mastoepmteam, #gratidão, #energiarosa"
4720,2018-09-10,#capacitacion #AUTOCUIDADO  Agrícola Santa Cecilia Ltda.,"#capacitacion, #AUTOCUIDADO"
4724,2018-08-30,Bora se amar mais?! #autocuidado #autoestima #educaçãoemocional,"#autocuidado, #autoestima, #educaçãoemocional"
4727,2018-08-29,"Make da querida e linda @palomahmakeup Meninas, se liguem no curso de automaquiagem que ela irá ministrar. Na próxima imagem tem o contato e mais informações... Vale muito a pena!  😉 #deontem #maquiagem_insta #beleza #autocuidado #autoestima #elevese","#deontem, #maquiagem_insta, #beleza, #autocuidado, #autoestima, #elevese"
4729,2018-08-24,Bora de limpeza de pele! #autocuidado,#autocuidado
4740,2018-08-08,"muitas vezes levantar da cama e tomar banho, já fazem uma grande diferença no dia  ! Depois disso, é perguntar : COMO PODE MELHORAR ?  #Barrasdeaccess #consciousness #autocuidado","#Barrasdeaccess, #consciousness, #autocuidado"
4748,2018-07-25,Aula prática em alto mar para ver as baleias com a turma de Ecologia Humana. Conhecer e preservar a criação também faz parte da nossa missão.   #ecologia #ecologiahumana #meioambiente #missoes #preservar #missaourbana #cristaos #criacao #redencao #autocuidado #pessoaeplaneta,"#ecologia, #ecologiahumana, #meioambiente, #missoes, #preservar, #missaourbana, #cristaos, #criacao, #redencao, #autocuidado, #pessoaeplaneta"
4757,2018-07-24,Faça uma lista de todas as limitações que já superou e agradeça a Deus e a você mesmo. Se leve para passear!   #autoamor #carinhoévida #autocuidado 🙏❤👏😄,"#autoamor, #carinhoévida, #autocuidado"
4816,2018-05-20,"Turminha linda do Reiki 1, com o professor Nelson Hashimoto. Parabéns pessoal! #itio #itiomassagem #cursolivre #curso #reiki #ensino #estudo #aprendizado #autoconhecimento #autocuidado #energiapositiva  @ ITIO - Instituto de Terapia Integrada e Oriental","#itio, #itiomassagem, #cursolivre, #curso, #reiki, #ensino, #estudo, #aprendizado, #autoconhecimento, #autocuidado, #energiapositiva"
4823,2018-05-16,@marinagatti_ Estou tomando meus remédio tudo e ouvindo Amy Winehouse #AutoCuidado,#AutoCuidado
4847,2018-04-10,"Se você é por você, que será contra você?  #autocuidado #autoamor","#autocuidado, #autoamor"
4861,2018-03-30,"Se não me faz bem, não tem o Pq estar do meu lado...  #autocuidado #paporeto #parageral","#autocuidado, #paporeto, #parageral"
4927,2017-12-17,Muito bom passar creminho nos pés. Sensação de maciez define. #autocuidado 👐🏻💕🙏🏻,#autocuidado
5173,2017-05-09,Aquele dia produtivo que você respeita: cê fez 700 coisas e sequer se sente cansada. #produtividade #autocuidado,"#produtividade, #autocuidado"
5293,2016-12-19,"Nunca, em hipótese alguma, se culpe por aquilo que não dependia só de vc. #autorrespeito #autocuidado #resgatedaautoestima","#autorrespeito, #autocuidado, #resgatedaautoestima"
5371,2016-09-19,esses dias em recife era tudo que eu tava precisando: estar entre as minhas e reforçar minha identidade política feminista #AMB #autocuidado,"#AMB, #autocuidado"
5613,2015-12-01,Hoje é dia mundial de combate a AIDS. Previna-se. #façaoteste #prevenção #autocuidado #terapiaocupacional #dip,"#façaoteste, #prevenção, #autocuidado, #terapiaocupacional, #dip"
5686,2015-09-15,"Miga, não adianta platinar os cabelos se o bigode está preto! #olhaadica #beleza #autocuidado","#olhaadica, #beleza, #autocuidado"
5873,2015-01-30,"Acontece hoje (30/01), na FUAM, a 1ª reunião de 2015 do Grupo de #Autocuidado em #Hanseníase, que reúne pacientes da instituição.","#Autocuidado, #Hanseníase"
