,texts,targets
27,eu não aguento mais passar mal por causa dessa ansiedade pqppp,0
28,"e pra completar eu tenho um transtorno de ansiedade o que piora a cada dia o mutismo seletivo, mas quem pergunta pq eu não consigo falar? ninguem né, só ficam mandando eu falar saporra vei QUE ÓDIO",0
29,meu deus do ceu que ansiedade pro banner do zhongli amanha pelo amor  nao vou nem dormir direito hoje,0
30,"amanhã chega o negócio que comprei, imagina a ansiedade",0
31,"@mondler_20 Eu sempre tive problema de ansiedade, só que a medida que foi agravando mais eu desenvolvi a compulsao alimentar, ganhei 10kg desparado sendo que eu ja era acima do peso, ai desde final do ano passado comecei a passa mal e os medicos diziam que era gastrite por causa da minha+",0
32,"Nem me imagino chegando atrasada amanhã, q ansiedade e nervosismo ao msm tempoo 😳😖",0
33,O chá da Hellen é hj e eu to só a ansiedade 😖😖,0
34,ansiosa pelo dia em que a ansiedade não vai tomar parte em toda decisão que eu precisar tomar,0
35,ansiedade é uma merda,0
36,Nossa eu entrei na internet depois de dias por causa da ansiedade excessiva dessa sexta e to esperando algo que eu não sei o que é,0
37,"Me encontro sozinha.. sem amigas, sem amor. Só eu e minha ansiedade",0
38,"@juddymcfly2 ai mana, se soubesse como eu passo mal nessas apresentações por conta de nervoso e ansiedade, ave",0
39,eu juro que toda vez que vejo algo sobre o met gala minha ansiedade ✈️✈️✈️,0
40,Será que toda noite terei que passar por um acesso de ansiedade pra dormir?,0
41,"ansiedade= não desejo essa porra p ninguém,vai se fude",0
42,"@FariaLimaElevat Compra uma máquina pra rapar o cabelo. Além  de perder essa ansiedade com a falta de confiança com o barbeiro, economiza dinheiro a médio/longo prazo...",0
43,Odeio ter ansiedade af,0
44,To numa ansiedade q nem o sono vemm,0
45,"Leticia, Gabi, Thaynara, Líbia, mãe, dielle vão me matar, já tá morrendo de ansiedade",0
46,"Lidar com as emoções para muitos e quase que impossível, temos que aprender dia após dia a matar esse leão que nós persegue, como: medo, ansiedade, angústia e etc...",0
47,"@escritapuIsante Hahahahaha não duvido! A ansiedade foi tanta, né, que apertaram antes.🤭😂",0
48,"@euotrouxa Meu casamento q está quase chegando e estou ansioso. Comecei fantasiar como vai ser aí atacou ansiedade, já to emocionado antes da hora",0
49,"Meu momento good vibe acabou naquela visita técnica do curso, fazia tempo que eu não me estresso e não tinha ansiedade, agora essa merda ta de volta presente na minha madrugada",0
50,"@i_melosampaio @sharkinho Não vou aqui relatar a minha situação actual, até porque ainda não consigo. Mas é tudo o que descrevem. Andar sempre num nível de ansiedade desmesurado e sem saber nada do amanhã. Sorry pelo desabafo.",0
51,ter ansiedade e trabalhar a mente todos os dias pra amenizar cada vez mais o efeito é basicamente fazer um malabarismo pra distrair o próprio cérebro,0
52,@OMAGOLIBERTARIO Vc acha que sua insônia e ansiedade e causada pelo excesso de informação que vc estuda? Vc começa a pensar nos assuntos e perde o sono?,0
53,"Ai dscp, a ansiedade gera um estado de euforia em mim, onde eu esqueço/não ligo em ser gentil e ter compaixão",0
54,Ansiedade é um bglh sinistro pqp,0
55,"Ansiedade e respirar, são coisas inevitáveis.  Psiquiatra: para ontem.",0
56,@guinapolitano ANSIEDADE A MILLL  COVARDIA GABIMARTINS,0
57,Amanhã é sexta meu pai que ansiedade,0
58,"eu quero fazer alguma coisa da minha vida, mas minha ansiedade se recusa a me deixar levantar da cama",0
59,"aff velho, vou ter que aguentar minha ansiedade até sei lá quando",0
60,"pelo amor de Deus, se vcs soubessem como a erva me ajuda com ansiedade e traz paz não iriam caçoar da militância em favor da legalização",0
61,"@Debylokona Ano passado eu ia pra praia e sou muito ansioso, aí comecei a ficar doente, fui pro hospital tomar Benzetacil, todo mundo me soa pq dizem ser psicológico..kkkk dizem ser ansiedade",0
62,@Bruuvieira_ Para de ter ansiedade brubs,0
63,"Fazia tempo que meu estômago não atacava e ele resolveu atacar justo hj Acho que é pq eu tô um pouco nervosa, mas um nervosa sem motivo, inconsciente É ansiedade isso?",0
64,Eu quero ver a kerline olhando a Karol imitando ela tendo um ataque de ansiedade,0
65,"se eu nao me matar, pode ter certeza que a minha ansiedade vai",0
66,"já dormi umas horinhas, vou comer agora e comprei energético e vou tomar café pra ficar acordada  ce pa ainda vou faltar na primeira aula pq minha ansiedade n vai me deixar quieta",0
67,"Me senti um cracudo atrás de drogas, procurando algum diazepam perdido nas minhas coisas haha ansiedade da desgraça 😪",0
68,Ansiedade voltou.  Tem uma semana que já não sou a mesma. Me perdi no caos que tá aqui dentro ( Mais uma vez),0
69,"@vicllysadx Com fé em Deus eles não vão precisar pausar, pq se pausarem, já vi que eu vou ter um infarto só em ansiedade para os próximos episódios",0
70,eu sei que meu nível de ansiedade ta alto quando o maior tempo de uso do meu celular é em aplicativo de compras,0
71,da pra parar de me causar ansiedade obrigada,0
72,Só queria dormir maldita ansiedade,0
73,Nervosismo e a ansiedade tomou conta,0
74,Aquela ansiedade quando a gente compra livro novo 🥰🥰🥰,0
75,Gravidez é sinônimo de ansiedade. Putz véi,0
76,"Previsão de entrega pra 24 DE DEZEMBRO eu vou morrer de ansiedade, presente de natal pra mim mesma",0
77,"Estou parecendo uma bolinha, este é um dos sintomas da ansiedade!",0
78,"bro, ansiedade bateu mt forte",0
79,meu elastico quebrou to muito triste pq era uma forma d me distrair e lidar c a ansiedade :(,0
80,"Eu to comendo muito caras, será se isso tudo é ansiedade?  SER O PARECER ON TWITCH",0
81,@alyssan_m Aiai... E vamos de ansiedade hahahahahaha,0
82,isso tá me dando ansiedade,0
83,"@Alistava89 Wanda meio q fez isso, lançando dois. Concordo contigo, lança 2-3 planta o hype na galera e depois lança semanal, o engajamento vai aumento nego no YouTube fazendo vídeo de teorias e abocanhando mais público pra série, a gente fica com aquela ansiedade gostosa e sente o impacto",0
84,"é horrivel ficar criando paranoias, ansiedade af",0
85,ataquezin de ansiedade😍😍😍🤯,0
86,ansiedade pra esse show do colo de deus,0
87,só de pensar que tá chegando meu aniversário já bate uma ansiedade que dá vontade de morrer,0
88,"@Nunitsu09 @amazonBR Vou tentar falar com a Amazon, porque tô quase com úlcera nervosa de tanta ansiedade. 🆘",0
89,"ansiedade matando, doida p amanhecer logo, dormir sem o guilherme é horrível",0
90,"eu queria de verdade nao ter ansiedade.... qualquer coisinha pequena, vira algo grande demais e eu nao consigo lidar! queria tirar isso de mim e de todas as pessoas que sofrem disso. só quem passa entende a dor!",0
91,@DonatoReizin Tanta ansiedade pro fds rs,0
92,"@nananinanom Comigo depende da minha ansiedade, quando fica demais eu geralmente dou umas ""desligadas"" assim",0
93,"só hoje eu senti raiva, ansiedade, alegria e agora tristeza, quero dropar tudo",0
94,@ttsatisfatorio @slythexpllirms  diminui a ansiedade,0
95,"Ansiedade é foda, fico inquieto kkkkkkkkkkkkkkkk era só 16h logo",0
96,Ansiedade Noturna nem sabia que tinha isso. Locura. #DomingoDetremuraSDV,0
97,"@bakermeh Nunca mesmo more, minha cabeça fica no escritório o dia todo, além de cliente que vem atrás em horário nada a ver.. Assim eu nem acho tão ruim pq né, trabalho autônomo então dinheiro sempre é bem vindo mas não nego que as vezes bate umas ansiedade desnecessária",0
98,eu sinceramente preciso parar com essa ansiedade de querer comer burger king todo dia,0
99,"O mesmo ""tempo da ciência, q ñ é o tempo da ansiedade"" tb ñ pode ser o tempo de alavancar carreira a todo e qualquer custo. Ciência e produção de conhecimento, demandam ñ só tempo, mas interlocução e diálogo. Fazer a toque de caixa (ou de pandemia) ñ justifica ciência mal feita.",0
100,Oito da manhã e eu já queria estar no bar com os amigos. Ansiedade que chama (ou preocupação mesmo)?,0
101,"@DudaPJ Amg eu tb morro de medo de não ser boa o suficiente para a minha área, mas tento pensar que praticando cada vez mais, esse fardo se torne mais leve. Não deixa a ansiedade te consumir e pensa que se vc escolheu esse curso foi por algum propósito.",0
102,@bngtnsonyeon não tomei café pq piora a ansiedade e vc mo tomou?,0
103,Ansiedade vai com calma.,0
104,esse dorama só serve pra atacar ansiedade,0
105,ansiedade do caralho vai tomanocu,0
106,"não eh por mal q eu torço p ansiedade me matar não gente, eh pq eh mt ruim mesmo",0
107,Bella vai fazer 4 meses e eu já tô doida no aniversário de 1 ano kkkkkk q ansiedade 😍,0
108,Mo ansiedade pra essa prova. Pqp,0
109,não que eu esteja preocupado com meu emprego mas acabei de baixar o linkedin kkkkk e vamos de ansiedade e desespero,0
110,"Uma hora as coisas vão dar certo, você só precisa saber esperar e confiar em Deus. Ansiedade e preocupações só irão te atrapalhar, confie sua vida nas mãos de Jesus, e tudo dará certo!  “Entrega o seu caminho ao Senhor, confia nEle e o mais Ele fará!”   Salmos 37:5",0
111,"Minha ansiedade tá no pico hoje eu ainda tô com dor de cabeça e cólicas, sinceramente coronga você me paga",0
112,"@klossjennie ai, imaginei... eu tendo a ficar mais nervosa antes do que na hora, onde geralmente consigo ficar mais calma (o que é bom) mas minha ansiedade me fode",0
113,"Ao menos eu não desisti como já teria feito em outros casos. A fanfic ta toda planejada, toda bonitinha, passo a passo escrito e mostrando onde vai. Falta a inspiração pra botar em ação, ta vindo pouca e calma, mas está sendo escrita. Não ta sendo facil com a ansiedade e as aulas",0
114,"Bate uma ansiedade miserável do nada, pô",0
115,"Minha mão tá suando, ansiedade a mil",0
116,"Bebendo até dormir, ansiedade do crl",0
117,"Aventurar-se causa ansiedade, mas deixar de arriscar é se perder. Aventurar-se no sentido mais amplo é tomar consciência de si próprio.",0
118,"A notícia do início da vacinação e as imagens das pessoas sendo vacinadas, já altera totalmente o clima entre nós. Sai ansiedade, insegurança e medo; voltar a esperança e o otimismo. Modifica diretamente nossa qualidade de vida. A vacina representa muito. #Fantástico",0
119,"Ansiedade e horrível cara , nn consigo controlar 😰😰",0
120,"Tô com uma ansiedade que não consigo nem dormir direito ,e com frequência com dor de estômago. O pior é que eu não sei o pq disso!😾",0
121,Minha ansiedade aparentemente descobriu uma nova forma de agir  Ao invés de tremer igual uma vara verde eu tô suando que nem um crossfiteiro,0
122,"Faz mal pra minha saúde mental fazer compras pela internet, minha ansiedade fica totalmente descontrolada",0
123,Ansiedade bateu na minha porta e eu?! A BRI,0
124,"fodase tô irritada, parece q minha ansiedade vai atacar a qualquer momento e tá um calor desgraçado nessa porra",0
125,minha ansiedade atacou num nível hj nunca mais vistos,0
126,Minha ansiedade tá gritandooooo Pqp,0
127,"Para ajudar à festa, ansiedade strikes again e fui o resto da viagem a questionar o porquê daquela miragem",0
128,#Em2006eu estava dando início à minha saga da ansiedade que desde então me acompanha até hoje.,0
129,"@lu1zqueiroz apaga por favor tenho depressão, ansiedade,  pressão alta, pressão baixa, HPV, HIV,  chicungunha, peste negra, osteoporose gripe suína, febre amarela, gonorreia, faringite, doença de chagas, bronquite, leptospirose, sarampo, catapora, varíola,  gastrite, tétano, hepatite, conjunt",0
130,"Neste momento está tudo incógnita, e isso cria-me tanta ansiedade",0
131,"Mds 1 semana sem jogar lol, 1 dia já sem tomar café, tomei chá de camomila, e ainda comecei a meditar, minha ansiedade começando a diminuir um pouco e não pensando tantos nos problemas, acho que entendi o que é paz",0
132,Que ansiedade pqp manoooo #GremioFinalDaLA 🇪🇪🇪🇪,0
133,A ansiedade acaba comigo,0
134,ansiedade me deixa em paz :(,0
135,"a ansiedade me mandou uns mimos hoje, rs",0
136,@caio_mirandaa Me deu ansiedade só de ver isso,0
137,@mylaura_m eu ganhei foi hipertensão e ansiedade. e olha q melhorei a alimentação e perdi 7kg.,0
138,"OU EU VOU MORRER DE ANSIEDADE ESPERANDO O INEP DESTRAVAR, OU EU VOU MORRER NA HORA Q VER A NOTA. VIVA EU N SAIO #Enem2020",0
139,"Incrivelmente a minha mente só trabalha de madrugada, parece que da meia noite e eu começo a fazer planos e traçar metas. Minha ansiedade agradece 🙄🙄",0
140,E a minha ansiedade ataca novamente...,0
141,“ai atacou minha ansiedade”   segura seus BO fiuk viu que pegaram ele na mentira ele ficou com medo né bostinha #bbb21,0
142,Ansiedade não vai me deixar dormir,0
143,Que ansiedade senhor!!!!!  Falta muito p dia 27???????,0
144,"ola ansiedade, parece que eu tornei me a tua casa",0
145,Eu to passando mal já de ansiedade,0
146,Odeio qm romantiza ansiedade,0
147,"Ansiedade não faz o menor sentido, se eu tenho que correr pq seria uma vantagem passar mal? Se eu passar mal correndo de alguém V ou falar me mata logo cão",0
148,"Eu estava tão feliz que estava controlando minha ansiedade e minhas crises, até ter uma hj na escola 😓😓",0
149,incrível como eu fico com uma ansiedade enorme pra qualquer coisa,0
150,@frgliz vish amg ainda faltam 929329922929 categorias pra chegar na deles minha ansiedade vai me matar,0
151,Ansiedade tá a mil ❤️🖤,0
152,Eu sofro o mal da ansiedade.,0
153,"ansiedade tá me corroendo por dentro e eu to ficando louca, eu não quero d jeito nenhum ficar sozinha essa semana, mas vou ter q ficar.. q papai do céu cuide da mh mente mais doq nunca🥺",0
154,"Certas horas, tudo que eu queria nessa vida era não ter ansiedade",0
155,E vamo madruga na ansiedade,0
156,status: ansiedade atacada sem motivo aparente,0
157,Eu tô só a ansiedade,0
158,"@booyajkkpjm Sabe? Eu tenho um medo enorme de contar para a minha, pois quando eu disse que tinha ansiedade, ela nem se importou",0
159,Ansiedade mt atacada 🤦🏾😓,0
160,"Tava em aula, a ansiedade tava foda para ver logo o meu exame do joelho. Vim ao hospital pegar o resultado. Chego aqui e falam “pode aguardar a impressão, por favor.” Pqpkkkkkkkkkk estou me tremendo aqui caralho! Isso não se faz kkkkjkkkkk",0
161,"@QuebrandoOTabu Me sinto totalmente impotente e acho que estou me tornando uma pessoa totalmente diferente. É estranho passar tanto só com os meus pensamentos e a ansiedade não dá trégua, está sendo difícil",0
162,Ai meu Deus q ansiedade,0
163,"Eu sou muito pilhado e esse ano, onde ninguém ta viajando e ninguém tá se vendo direito, desenvolvi ansiedade.  Esse ano tive duas crises.",0
164,"Eu tenho que arrumar um jeito de controlar minha ansiedade, ontem eu fiquei tão nervosa, que comi minha boca toda",0
165,"@euphorie_jjk Eu tô quase tremendo de tanta ansiedade mana kkkkk essas mensagens são muito importantes nessa hora, muito obrigado mesmo❤❤❤",0
166,cadê o carro???? que ansiedade,0
167,@CrvgMichel Ansiedade pra derrota ta tendo né,0
168,"Vou morrer de ansiedade, é isso",0
169,@Rafa_rosaaaa @ahikamaru Eu quando descobri que minha avó tava com Covid sem nem ter saído de casa no meu pior momento com ansiedade:,0
170,"Passei pela mentira, abandono, rejeição, depressão, ansiedade, pânico, relacionamento abusivo e agora vou estou passando por algo que não enxergo exatamente o que é mas eu tô passando, vou aprender e Deus vai me mostrar",0
171,Eu preciso me livrar de tudo que me causa ansiedade URGENTEMENTE,0
172,eu ODEIO ter esses ataques de ansiedade principalmente pq não consigo dormir ja tem um dia praticamente 👌,0
173,EU NÃO TENHO PACIÊNCIA PRA ESPERAR ESTOU COMPRANDO REMEDIOS PRA ANSIEDADE CARALHO EU EIN,0
174,to numa ansiedade pra chegar a minha compra,0
175,"@andrefran @LuizRosari Sim, ele ficou. Por que ""todo mundo vai morrer um dia"" segundo o Jair então ""por que essa ansiedade por vacina"", mas governador adversário fazer Jair passar vergonha, fazendo um bom trabalho, não pode.",0
176,Fiquei umas 4h com o celular sem internet pra ver se era isso que me fazia ficar a noite toda acordada. To aqui no Twitter pra reclamar que não é isso que me tira o sono e sim a ansiedade mesmo.,0
177,Quero que o mei filho nasce logo caramba que ansiedade.,0
178,Ansiedade é foda.,0
179,minha ansiedade tá foda,0
180,Falta 14 dias para o show do Jão e eu estou surtando de ansiedade!   Chegue logo dia 01 😍,0
181,Euu odeio essa ansiedade 😶,0
182,Eu acho que um dos requisitos pra ser DJ é ter transtorno de ansiedade. Os caras num aguentam 2 min e já pulam pra próxima música.,0
183,"@Catts02 Calambiqui 😂vai maze ""ansiedade""",0
184,@seninespp Mano saudades dessa ansiedade pre teste,0
185,To só a ansiedade,0
186,@ArthurOrtiz96 Eu e a minha ansiedade te odiamos,0
187,"Medo, nervosismo, ansiedade, taquicardia, trimilique, frio na espinha, entre outros",0
188,"Oi ansiedade, que tal sumir?!",0
189,ansiedade me cansa de mais,0
190,morrendo de ansiedade super mal só queria o gustavo cmg p me acalmar 🥺,0
191,Que ansiedade do crlh,0
192,Nada bem com essa ansiedade 😞😞,0
193,ansiedade é uma merda,0
194,O nome disso é ansiedade,0
195,@shakeitnah tava me dando mta ansiedade de ler hahahah,0
196,Sofrer de ansiedade é uma coisa horrível,0
197,"sim, isso com certeza não afeta a minha ansiedade",0
198,ansiedade meu amor já tá bom já,0
199,Ansiedade vai acabar por me matar,0
200,"Se eu não morrer de ansiedade hoje, eu não morro nunca mais!!!",0
201,"11 dias. Parece pouco, mas são tantas coisas pra resolver em 11 dias! Angústia, ansiedade, medo e tristeza se confundem com euforia. Veremos o que vai ser! Q Orí seja soberano e me ajude. Q Baba mi Ọbaluayé abençoe e proteja meu orí! Q Èṣù me mostre o melhor caminho. 🙏🏻",0
202,"@J3NNIELIGHT @yerislgbt @lalisflwer apaga por favor tenho depressão, ansiedade, pânico, pressão alta, pressão baixa, hpv, hiv, dengue, zika, chicungunha, peste negra, poliomielite, paralisia infantil, osteoporose, gripe suína, febre amarela, meningite, gonorreia, herpes, faringite, doença de chagas, bronquite",0
203,a falta de conteúdo da marvel pra amenizar a ansiedade dos vestibulandos é ensurdecedora,0
204,"Eu nunca me senti tão em paz quanto hoje em dia, até minha ansiedade tá controlada",0
205,eu não consigo parar de assistir o trailer da segunda temporada de one day at a time aaaaaaaaaaaaaaaaaaaaaaaa eu vou morrer de ansiedade,0
206,Essa ansiedade ainda me mata 🤣,0
207,tentar estudar tudo hoje porque amanhã depois do treino o nível de ansiedade e nervosismo vai ser alto demais para se concentrar nos estudos,0
208,se a ansiedade não me matar ela vai me deixar doida,0
209,Preciso dormir mas a ansiedade não deixa,0
210,"olá ansiedade, a quanto tempo",0
211,@vulgopolakinho eu n consigo cagar de tanta ansiedade aaaaaaa,0
212,o mais foda é saber que toda a ansiedade todo o esforço por estar preso em casa tá sendo em vão por conta da PORRA DE UNS FILHO DA PUTA que tão saindo na rua pra ficar meczin,0
213,"@rafaejasaad Ansiedade que chama, né? Kkkkkk queria não ser assim tbm 😢😢😢",0
214,"Acho que a DC não consegue fazer filmes bons pela ansiedade que têm de alcançar a Marvel no cinema, não têm outra explicação, tá virando uma bagunça.",0
215,@PlinioGalo13 Vou deixar essa assunto de lado kkkk não faz bem pra minha ansiedade,0
216,Porra ansiedade tá a milhão,0
217,com essa ansiedade q to duvido dormir...q chegue logo ás 18:00 🙌🏻,0
218,"eu só não aguento mais eu já não aguentei demais? eu já nem consigo mais sentir raiva de mim foda-se, a minha ansiedade que me tornou assim e talvez ela tbm se torne o meu fim",0
219,Deus tira essa ansiedade de mim,0
220,enfim a ansiedade,0
221,"olá, ansiedade",0
222,"Eu nunca mais dormi como antes, toda noite tem um pensamento diferente, uma preocupação diferente, uma ansiedade diferente.",0
223,ansiedade ta tao grande q deu até enxaqueca,0
224,eu to tremendo de ansiedade aaaah,0
225,ter ansiedade é muito ruim,0
226,"quem tem ansiedade n pode fazer umas prova dessa não, namoral",0
227,"Cara, eu vou dar uma corrida porque eu to completamente travado de ansiedade atualizando minha caixa de emails.",0
228,"Eu sofro muito por ansiedade pqp, esses dias eu quase chorei por medo de quando eu tiver no 3° ano eu não passar numa federal, detalhe que eu ainda estou no 8° ano",0
229,Ansiedade ataca de uma forma que olhaaaaa,0
230,"BBB21 só tá me despertando os piores sentimentos, ódio, nojo, raiva, ansiedade, estresse... tá me fazendo muito mal. Só vou voltar a comentar quando a Carla Diaz tiver no paredão",0
231,"Expectativa: nossa, ansioso pras férias, não vou nem dormir hoje. Realidade: acordei 10:30. Posso ter muita ansiedade, mas preguiça sempre vai vencer.",0
232,BIG HIT CONFIRMA PRA MIM PELO AMOR DE DEUS EU TO MORRENDO DE ANSIEDADE AQUI,0
233,"A ansiedade é a minha maior inimiga, tenho que ficar longe dos noticiários pra não passar toda essa vibe ruim pro bb",0
234,Esse paredão é um teste de ansiedade pelamor,0
235,Eu realmente não quero vê o doc da demi pq sei que vou chora e passa mal com a minha ansiedade,0
236,eu vou morrer de ansiedade ate a muie me responder que dia que eu posso ir la furar,0
237,"Minha avó morreu e eu tô uma pilha de ansiedade, não paro de tossir",0
238,Vai Tiago não aguento mais essa ansiedade #BBB21,0
239,"Nossa a temp cult de ahs me da muita ansiedade, credooo",0
240,Algum dia essa minha ansiedade me mata,0
241,"Desculpa mas n aguentei a ansiedade,q papai dó seu abençoe o dia de hj❤",0
242,"Estou com uma sensação estranha, um aperto, ansiedade sla",0
243,MEU DEUS !!!!!!! EU TO SURTANDO DE ANSIEDADE COM ESSE PAREDÃO #BBB20,0
244,"a gente tá doente e todos irão ficar cada vez mais doentes, pq a gente não vai sair disso, e as crianças vão ter um celular mais cedo, acesso ao mundo virtual mais cedo, a ansiedade já começa cedo e ninguém vai entender nada.",0
245,não tinha ansiedade por algo bobo assim HÁ ERAS hsauhsauhsauhsauhas gzuiiiissss feeling young again,0
246,sempre faço as coisas por ansiedade e sem pensar e sempre me fodo,0
247,"ter ansiedade é uma merda se soubessem o quão  ruim é, não ficariam fingindo e falando que tem",0
248,A ansiedade é basicamente a pior coisa da minha vida pq ela rege em quase todos os momentos,0
249,"@Sheila_Lima_ @PGloriaCamacho @thaistostes Ainda tem isso, a ansiedade pega a gente pelo pé, fora a TPM que na quarentena parece que ganhou força, só com uns docinhos pra conter os surtos!",0
250,@loud_victor A minha ansiedade agradece vc ta,0
251,"Não romantizem depressão, ansiedade e outras doenças psicossomáticas... É SÉRIO!",0
252,ansiedade hoje veio pra acabar comigo,0
253,"Você tomou uma decisão difícil certo?  Agora é correr atrás de coisas melhores e não se entregue para o sentimento que ansiedade te entrega, ora pois, esse sentimento só vai te fazer acreditar que você deve voltar atrás.  Faça sua vida um veiculo sem marcha ré Para frente sempre!",0
254,@NiallOfficial @AnneMarie vida se manifeste eu tenho ansiedade vc tá me matando,0
255,@ihdtes NAO TO ME AGUENTANDO DE ANSIEDADE,0
256,"esse estresse,ansiedade e tudo me fode pqp",0
257,"- Sai de Casa meu Sobrinho Mexeu muito pra Titia , Ansiedade a mil , Vem Dezembro 😊👶🏼😍💙",0
258,auto sabotagem e ansiedade fortíssimas especificamente hj no dia do biólogo 🤡,0
259,"@EuKiara Hahhahaha, não vou dizer que o completo CAOS não me deu ansiedade, mas é um vídeo muito fofinho mesmo assim.😹😹",0
260,Desculpa     responder     rápido    é  ansiedade     de     te  fazer    feliz,0
261,"mimos da ansiedade, amoh 🥰",0
262,"carai é mó triste perceber que muita gente no meu círculo social tem muitos problemas com autoestima, depressão, ansiedade e outros envolvidos nesse meio, mas ao msm tempo é legal ver que MINIMAMENTE a gente tenta se ajudar e se por pra cima.",0
263,@g1 A ansiedade e angústia é para comer o c* desse filho da puta.,0
264,"@MatiasLuana eu seiii, mas to falando em gente q nao tem compulsao e nem ansiedade, logico",0
265,"A ansiedade emagrece, dá espinha, tira a fome, dá enjoos, dá dores, engorda, faz a pessoa ter perda de concentração, se achar insuficiente, causa dores físicas e psicológicas e ainda assim tem gente que não entende o grau do bagulho e ficam romantizando ela",0
266,"Ansiedade é uma merda, quando to muito ansiosa consigo dormir por nada",0
267,"Ansiedade é quando se tem 30 fotos pica e nao pode postar de uma vez só, ta coçando",0
268,Já acordo com dor de cabeça e ansiedade pqp,0
269,dia 2 às 00:55 as blink do Brasil vão estar o auge da ansiedade,0
270,"Menos de uma hora para eu ficar mais velho.. aí q ansiedade, quando chegar na hora eu vou falar q eu tinha q ter 5 anos kk",0
271,"Tpm, ansiedade, stress eu tô a floro da pele... Só qr fica quieta",0
272,"@taechield Ei, como você tá? Somos um projeto que visa ajudar pessoas com ansiedade e depressão, caso você precise, pode nos chamar tá? Estamos aqui para te ajudar ✨💛",0
273,"tô com uma sensação que não consigo identificar se é tristeza, se é pressa, ou calmaria. é uma mistura de sentimentos que me confunde e não consigo definir o que é exatamente, só consigo me sentir apático, quieto, calado. a ansiedade realmente é um bicho estranho que a gente cria",0
274,quem tem prova amanha e não consegue dormir de ansiedade? isso mesmo eu,0
275,"que ódio dessa ansiedade, pqp, véi.",0
276,"comprei livros pela internet e a ansiedade ta atacada, quero meus bbs",0
277,"eu faço um milhão de coisas por dia e sempre tem mais um milhão pra resolver, essa ansiedade de querer resolver tudo de uma vez me consome",0
278,"@dantegalileu Eu comecei a tomar café na faculdade mas graças a Deus larguei essa droga! Parece inofensivo, mas a conta uma hora vem: gastrite, a insônia, a ansiedade, fadiga crônica, fora os dentes amarelos kkk",0
279,hoje minha ansiedade atacou dentro do cinema e eu tive que me controlar pra não chorar,0
280,Nunca tive tantos gatilhos pra ansiedade de uma vez só igual to tendo agora,0
281,parece q meu corpo queima de ansiedade vtnc,0
282,Ansiedade pra essas crianças nascerem logo,0
283,@KrystianBR minha ansiedade ama esse tipo de tweet,0
284,album novo do o grilo com referencias nordestinas EU TO GRITANDO de ansiedade ja quero esse samba rock-forro na minha mesa,0
