,date,tweet,label
135,2014-08-06,"depois de assistir  e , vou ouvir . ",
136,2014-08-07,da gosto assistir,
137,2014-08-07,"eu tenho  (cheia de louca), todo santo dia.  ",
138,2014-08-08,vai comecar \o/,
139,2014-08-08,esperando a semana inteira pra ver  com a camila pitanga e ela falou nem 5 minutos,
140,2014-08-08,noticia da rtp: nenhum portugues esta com ebola!,
141,2014-08-08,1ano sem auto mutilacao.  se eu consegui vc tambem consegue,
142,2014-08-09,assistindo  no  . . bom d+,
143,2014-08-09,-- assistindo sessao de terapia,
144,2014-08-09,tensa essa moca,
145,2014-08-09,ninguem nos machuca pela segunda vez sem a nossa permissao.,
146,2014-08-10,ela tem toc.,
147,2014-08-10,"""vc acredita qe as pessoas podem machucar as outras sem querer, mas ninguem machuca mais de 1 vez sem permissao""  ",
148,2014-08-10,"""ninguem machuca mais de uma vez sem permissao"" ",
149,2014-08-11,hoje foi a primeira vez que vi  gostei muito! todos os dias tem as 22:30h no gnt. muito bom pra todos!,
150,2014-08-11,. imperdivel,
151,2014-08-11,leticia - linda - sabatella em !,
152,2014-08-11,"o cvv - centro de valorizacao da vida, e uma ong com hotline para ajudar pessoas com o suicidio. suicidio e um problema serio. telefone: 141",
153,2014-08-12,combate aos estigmas!  prejudica muito a vida de portadores de transtornos mentais,
154,2014-08-12," e diretamente ligada as mortes de , sobretudo a depressao. isso tem q mudar!   ",
155,2014-08-12,essa serie e realmente uma,
156,2014-08-12,estou sem money para  apelei para a  para saber o que eu faco.,
157,2014-08-13,"""centro de valorizacao da vida (cvv) abre inscricoes para voluntarios."" oba, gente nova pra eu conversar",
158,2014-08-13,comecou,
159,2014-08-13,pra endoidar mais um pouco,
160,2014-08-14,"atitude nobre da google de lancar um atalho p/ o centro de valorizacao da vida em seu site. e que assim, pessoas abram os olhos para o bem.",
161,2014-08-15,48% de rejeicao!!! o df ja nao aguenta mais o descaso! quer uma brasilia melhor?,
162,2014-08-15,e hoje eu vou de reforma psiquiatrica e politica de saude mental no brasil pra comecar o dia!,
163,2014-08-15,ola amiga to bem e vc? to acompanhado apenas series brasileiras....,
164,2014-08-15,"definitivamente, nao tenho saco pra homem .    -ouvindo missao impossivel na pan",
165,2014-08-15,"  3a temporada no gnt,grandiosa serie",
166,2014-08-16,terceira temporada ta demaais!!,
167,2014-08-17,""" importa para mim, por isso estou fazendo movimentos para se tornar um melhor defensor da saude mental"" ela ta bem",
168,2014-08-17,"voce acha que as pessoas podem machucar a outras sem querer, mas ninguem machuca mais de uma vez, sem permissao.  ",
169,2014-08-17,essa  e bom d+,
170,2014-08-18,minha entrevista no dftv 2o edicao vai comecar! acompanhem!,
171,2014-08-18,""" importa para mim, por isso estou fazendo movimentos para se tornar um melhor defensor da saude mental"" - demi ",
172,2014-08-18,sem chances da frustracao tomar conta de mim .,
173,2014-08-20,hoje falhou no paciente do dia rsrs milena no lugar do felipe  mas foi muito bom como sempre!!!,
174,2014-08-22,a mente se adapta de maneira gradual a assuntos sobre os quais se demora. (egw em mcp v1 p.69),
175,2014-08-24," como e bom que os irmaos viva em comunhao,foi muito gratificante e edificante.  ",
176,2014-08-25,comecou bianca,
177,2014-08-25,"theo e tao humano,  demasiadamente humano. emociona demais ver o vinculo entre paciente e terapeuta.  ",
178,2014-08-26,antes que ela confesse que so esta ali para se vingar do pt.,
179,2014-08-26,fui doar sangue hoje (:,
180,2014-08-27,p fechar o dia do psicologo,
181,2014-08-27,vamos de  -- assistindo sessao de terapia,
182,2014-08-28,"""nem sempre perder o controle e ruim.. ""  ",
183,2014-08-29,compendio de emocoes,
184,2014-08-31,"conhecendo a medica psiquiatra, doris moreno no .   ",
185,2014-09-02,melhor episodio ever!,
186,2014-09-02,arrasada com esse episodio. maravilhoso!,
187,2014-09-03,comecou *---*,
188,2014-09-03,ooopa que essa  ficou quente!,
189,2014-09-04,muito bom o episodio de hoje de . muita intensidade!,
190,2014-09-04,toda mudanca acontece de dentro pra fora...,
191,2014-09-05,essa fundacao fala justamente sobre  - agressor/agredido ....,
192,2014-09-05,me aproveitando de uma paixao pra matar a saudade de outra.,
193,2014-09-05,"como se , eu me importasse kasoksoaksoaksokaoskoaskoa' affs '-'  :(",
194,2014-09-06,sentimento diferente da realidade gera angustia,
195,2014-09-06,salvando meu sabado,
196,2014-09-08," surpreende, bianca mostra os pontos nebulosos de uma consulta. ",
197,2014-09-08," acho que e tipo ""centro de valorizacao da vida""",
198,2014-09-08,mais incrivel q nunca!!!,
199,2014-09-09," no gnt, direcao de selton melo, terceira temporada. otimo programa.",
200,2014-09-10,debora curtiu cvv - centro de valorizacao da vida,
201,2014-09-10,"""as vezes, a distancia aproxima mais que a presenca"" - theo em ",
202,2014-09-10,centro de valorizacao da vida promove hoje debate sobre suicidio,
203,2014-09-11,adoro!,
204,2014-09-12,"""ser cristao tem + a ver com segunda feira d manha, do q domingo a noite..."" pr.lucinho  ",
205,2014-09-12,- o que aconteceu com a gente? - a gente esqueceu que era irmao.,
206,2014-09-14,maratonaaaa!   -- assistindo sessao de terapia,
207,2014-09-15,passada com o episodio de  hoje com uma boderline  leticia sabatella sem palavras,
208,2014-09-15,"queria ter uma filha igual a do teu theo, essa guria eh demais! ",
209,2014-09-15,"voces sabiam que se voces digitarem no google ""i want to die"" aparece um numero de centro de valorizacao da vida?",
210,2014-09-16,"como bianca   seu transtorno bipolar, obsessao fez dar um choque de realidade com muitas pessoas que conheco",
211,2014-09-16,kkkkk ja ja o defeito some,
212,2014-09-16,pagina atualizada no facebook:  psicologa cybelle freitas de azeredo coutinho,
213,2014-09-17,perdi a ultima semana de  depois de acompanhar a serie toda.,
214,2014-09-17,ahora tbm   en skype  o via email!,
215,2014-09-17,"""precisa de ajuda? no brasil, ligue 141 centro de valorizacao da vida""",
216,2014-09-18,"lembrei do google que oferecer o telefone do ""centro de valorizacao da vida"" caso voce pesquise ""quero morrer""..",
217,2014-09-18,ultima semana  um desfecho mais surpreendente que outro simplesmente show,
218,2014-09-18,...a chuva ta forte...ta falhando o sinal na melhor parte .milena e a minha preferida . adoro essa serie,
219,2014-09-19,"fim de serie,inicio de desolacao. meu sonho e ser dirigida pelo selton mello. ",
220,2014-09-19,: ja com saudades.... pensando em fazer terapia com a dora! quero ser assim qdo crescer,
221,2014-09-20,""": se estiver em tempos dificeis e desanimado com a vida, experimente conversar com o centro de valorizacao da vida (cvv) - tel. 141""",
222,2014-09-20,demais  arrasa,
223,2014-09-21,"chegando no fim do livro , ainda vi bons talentos no  e a estreia de . doses homeopaticas!",
224,2014-09-21,a gnt nao vai deixar vc se perder!!!,
225,2014-09-23,"""nao se pode e nem deve querer agradar todo mundo e principalmente o tempo todo e nem esperar muito das pessoas"", diego, em ",
226,2014-09-24,"ai voce vai procurar algo no google e aparece: ""precisa de ajuda? no brasil, ligue 141, centro de valorizacao da vida."" ok",
268,2014-10-31,"que a nossa luta cresca mt, e q a passagem da clara nao tenha sido em vao.   ",
269,2014-11-02,centro de valorizacao da vida. e um servico telefonico para auxiliar pessoas que estao prestes a cometer suicidio.,
270,2014-11-05,"a radio eldorado e associada ao centro de valorizacao da vida nas campanhas a favor da vida. ligue 144 e 3439.0222, cvv!!",
271,2014-11-06,com pato fu :d,
272,2014-11-09,"ate qdo milhares de jovens, pobres e ,na maioria, negros serao assassinados? estamos nos acostumando  ao mal?  ",
273,2014-11-11,gnt -- assistindo sessao de terapia,
274,2014-11-12,"""40% das acoes que realizamos todos os dias nao sao decisoes, mas sim habitos""     ",
275,2014-11-13,"o brasil se pergunta: ""quando esses desaparecimentos de jovens negros terao fim?""   ",
276,2014-11-13,lazaro tenho orgulho de saber q meu pais tem atores como vc e tais  justica igual pra todos n pode ser uma utopia,
277,2014-11-13,"daqui pouco assessoria mandato ira colocar aqui link para video deste pronunciamento, via nosso canal youtube  ",
278,2014-11-14,to sem muita paciencia ... qdo saiu de casa tenho o sentimento q estou sendo seguida   wtf,
279,2014-11-17,estudando  ... e o jeito.,
280,2014-11-19,o gnt cancelou o melhor programa da casa  indignada e agora fas da serie fica ai sem mais nem menos foda lamentavel,
281,2014-11-21,muito bom  . vamos romper esse pacto de silencio!,
282,2014-11-24,um filosofo ai disse que o segredo da eficiencia e a persistencia. o sr tem sido persistente o suficiente?,
283,2014-11-24,"deixe o espirito santo te guiar, ser teu amigo, te restaurar, erguer.. do mesmo jeito que fez comigo!  ",
284,2014-11-24," da uma ligada la.. centro de valorizacao da vida, devem saber o que fazer...",
285,2014-11-25,"quero voltar pra cama, mas ja estou no caminho do trampo   ",
286,2014-11-29,"quando voce pesquisa ""formas de suicidio"" aparece: ""precisa de ajuda? ligue 141 centro de valorizacao da vida""",
287,2014-12-01,ta e ai,
288,2014-12-01,desafio,
289,2014-12-02,"eu nao sou o que me aconteceu, sou o que escolho me tornar.    ",
290,2014-12-03,"pessoas sem perspectiva nao consegue olhar um palmo na frente, nao enxerga as oportunidades!    ",
291,2014-12-06,"centro de valorizacao da vida promove brecho solidario neste sabado, no bairro sao victor, em caxias ",
292,2014-12-07,"adoro meu trab mas td tem sua hora... povo workaholic, bora descansar um pouco? vcs nao sao maquinas viu?  ",
293,2014-12-09,novidades no tratamento da .,
294,2014-12-10,ou liga la 141 centro de valorizacao da vida,
295,2014-12-13,e la vamos nos a melhor festa do ano.  .,
296,2014-12-15,"e  tb e essencial. pq algumas coisas ngn quer ouvir, so os medicos msm.",
297,2014-12-20,maratona de . que homem chato e esse..,
298,2014-12-24,dando uma parada em anne rice pra ir pra  . episodio do theo com a dora &lt;3,
299,2014-12-25,o centro de valorizacao da vida nunca atende quando eu ligo gente nem eles me quer,
300,2014-12-30,terminou de baixar os primeiros episodios de  &lt;3,
301,2014-12-30,seguindo e recomendando  centro de valorizacao da vida de sao goncalo/rj,
302,2015-01-03,breno faleceu?! justo quando eu tava comecando a simpatizar com ele.,
303,2015-01-06,centro de valorizacao da vida,
304,2015-01-07,primeira  sera uma retrospectiva do que rolou nessas 3 semanas sem. haja memoria e paciencia!,
305,2015-01-07,""": sua vida e importante. precisa de ajuda ? ligue para o cvv - centro de valorizacao da vida &gt; tel: 141.""",
306,2015-01-14,"a prova hj foi massa, ""verdadeiro"" fechou... prof tirou onda.  ",
307,2015-01-20,a cada sessao um novo aprendizado.,
308,2015-01-20,investindo na clinica,
309,2015-01-22,soxorro proxima vez q eu tiver depressiva ao inves de me encher de comprimido ligarei por 141 centro de valorizacao da vida,
310,2015-01-24,melhoras pelo seu mal estar,
311,2015-01-26,impressao minha ou eu que custei a ver que  esta inserida em  ?!,
312,2015-01-26,toda a sequencia da psicologa ta muito parecida com os enquadramentos e pegada de  .,
313,2015-01-26,"fernanda candido numa sala de terapia. me lembrou daquela serie dirigida pelo selton, qual o nome mesmo  ",
314,2015-01-28,selma egrei arrasou em,
315,2015-01-30,"acontece hoje (30/01), na fuam, a 1a reuniao de 2015 do grupo de  em , que reune pacientes da instituicao.",
316,2015-01-30,nao me canso de assistir...,
317,2015-02-05,"olha,  do gnt em ",
318,2015-02-06,agora a selma egrei e que vai ter que fazer terapia com o theo ( e  crossover),
319,2015-02-06,"en media hora comezamos o programa coa 2a visita que nos fai  para falar de , ,  e .",
320,2015-02-07,"bom dia, hoje o dia sera longo! gracas a deus! muitas coisas a fazer ate a madrugada.  ",
321,2015-02-08,"depois de uma tarde top, vamos estudar ne?  ",
322,2015-02-09,com a minha,
323,2015-02-11,celula e comemoracao do niver de mariana! desejamos que deus te abencoe grandemente!,
324,2015-02-14,"se um dia voce estiver querendo se matar, pesquise no google ""suicidio"" ai aparece um telefone do centro de valorizacao da vida",
325,2015-02-22,disponha =). seria bom voces procurarem pessoas ligadas ao cvv (centro de valorizacao da vida) e depoimentos sobre suicidio.,
326,2015-02-24,estudiando diagnostico con  /,
327,2015-02-24,pela aprovacao da reducao da carga horaria de trabalho dos psicologos para 30h.  tambem para nos!,
336,2015-03-11,"a  e um trabalho continuado, que auxilia o paciente nas diversas formas de relacionamento e interacao. quem aqui ja fez?",
337,2015-03-12,centro de valorizacao da vida e o melhor caminho pra esses 2,
338,2015-03-13,senhor abra minha mente e faca com que essa materia entre na minha cabeca,
339,2015-03-14,sabado tambem e dia de estudar.,
340,2015-03-16,alo e do centro de valorizacao da vida??? e que eu queria me matar....,
341,2015-03-21,hoje orando pela linda da thalita marques miguel... amo  &lt;3,
342,2015-03-22,amg disque 141 centro de valorizacao da vida  vai la,
343,2015-03-23,o teo mandou assassinar criancas. como esse mundo da voltas...,
344,2015-03-23,porra!!!! ate o dr theo ta nessa novela. nao ta facil pra ngm.,
345,2015-03-23,zecarlos machado vai precisar de muita  depois que o moises descobrir q foi adotado e ficar todo revoltz.,
346,2015-03-23,eu quero ver os jovens vivos!!,
347,2015-03-25,agora mesmo na tv,
348,2015-03-26,informacao controlada e uma forma muito humana de nao preocupar o povo com assuntos que nao lhes interessam.,
349,2015-03-27,"fatalidades a parte,mundo ainda nao acordou p/urgencia do acolhimento a pessoas c/depressao e outras psicopatologias trataveis ",
350,2015-03-28,e voce?,
351,2015-03-28,"hoje, (28) no parque da jaqueira as 16h30 acontece um ato pelos cristaos perseguidos no oriente o . participe.",
352,2015-03-28,global tava maravilhoso !,
353,2015-03-29,"  , obrigada pelo o vinculo de sempre minha irma. :*",
354,2015-03-31," fatima, um otimo assunto a ser discutido em seu programa, vai a dica: ",
355,2015-04-01,jovens negros morrendo injustamente,
356,2015-04-03,a cruz nao foi mais pesada que os pecados da humanidade que ele levou.  mas hj podemos dizer que somos livres...,
357,2015-04-06,"ah  e uma serie muito, sei q ja acabou, mas quem n assistiu fica a dica. selton mello ta de parabens ",
358,2015-04-09,o numero daquele centro de valorizacao da vida alguem tem,
359,2015-04-09,muitas das vezes quem mais dar e quem menos tem .,
360,2015-04-12,agora eu faco parte do,
361,2015-04-12,chegando agora da festa... preparando para a celebracao logo mais a noite... hoje 6 ieq as 19:30.,
362,2015-04-14," , agora en  parabens polo programa  de axuda aos sen teito  ",
363,2015-04-14,"nunca gostei de conversa de salao, excepcionalmente hoje fui o terapeuta da cabeleireira.   ",
364,2015-04-16,amanha e o primeirinho congresso do  e e ruim que eu nao vou,
365,2015-04-20,mes que vem vai rolar o mes da luta antimanicomial( mais informacoes olhe no google)  scng venha participar das programacoes,
366,2015-04-28,a palavra amor nao cabe a certas pessoas.,
367,2015-04-28,"escreva suicidio no google e vai aparecer ""precisa de ajuda? brasil: 141 centro de valorizacao da vida"" booooaa",
368,2015-04-29,"todos os direitos autorais do novo livro foram cedidos por  para a ong centro de valorizacao da vida. grande andre, belo trabalho!",
369,2015-05-01,sinto que  vai ser otima!ansiosa!o elenco ta demais! ta voando.inesquecivel a performance em,
436,2015-09-02," ""observe seus familiares, colegas de trabalho... frases de qm esta passando por uma crise"" ,  na ",
437,2015-09-02,"sua memoria pode ser melhorada. basta exercitar, sabia?     ",
438,2015-09-02,falar e a melhor solucao!,
439,2015-09-04,"  caso queiram incluir na lista, no dia 18/09 e dia nacional da prevencao de suicidio, e o ",
440,2015-09-04," que bom, migo :) ",
441,2015-09-04," em nh cvv (centro de valorizacao da vida, apelido: como vai voce). se essa musica tocasse seria mor sucesso! he, he, he!",
442,2015-09-05,a maturidade nos ensina a nao depender de ninguem emocionalmente...,
443,2015-09-05,mais tarde vou correr com a,
444,2015-09-05,sendo ignorado ate pelo centro de valorizacao da vida,
445,2015-09-06,sessao de terapia,
446,2015-09-06,exige o fim do exterminio do povo  no  e de todos os povos originarios do brasil!,
447,2015-09-07,"organize seus pensamentos. a saude mental requer alguma ordem, alguma logica e bastante equilibrio.   ",
448,2015-09-07,"geralmente criancas se matam pq ouvem seus pais falando sobre oq acntece dps da morte, e qrem ir p aquele lugar bonito ",
449,2015-09-07,bem que o  e o  poderiam se engajar com o  e iluminar seus estadios em prol do,
450,2015-09-07,"eu ja tentei suicidio e as vezes ainda penso nisso, o  veio para mim como uma ajuda a enfrentar essa questao, por isso apoio",
451,2015-09-08,#ERROR!,
452,2015-09-08,eu quero ser amada. por isso eu cozinho.,
453,2015-09-10,mes de setembro passou a ser o meu mes favorito.,
454,2015-09-10,diga nao ao suicidio,
455,2015-09-10,"sim, o mundo e algo belo e instigante. veja tudo com novos olhos e surpreenda-se a todo instante.   ",
456,2015-09-10,"as pessoas seguem mandando chorume por whatsapp, eu sigo excluindo.  ",
457,2015-09-10,porque todos os suicidios podem ser evitados quando falamos sobre isso.,
458,2015-09-10,10 de setembro - dia mundial da prevencao ao suicidio.,
