,date,tweet,hashtags
19,2021-04-28,"""Perder-se também é caminho"" (Clarisse Lispector) #relacionamentos #psicoterapia #saúdemental","#relacionamentos, #psicoterapia, #saúdemental"
20,2021-04-28,@satisfazobonde TMJ E NOIS QUE VOA MLK  #saudemental #chupaasociedade,"#saudemental, #chupaasociedade"
23,2021-04-28,"Um #luto, @FreireJuliette campeã, @pauloguedesbot dando exemplo de como não ser um ministro da economia, #pandemia, relações pessoais ""estranhas"", @profreporter matéria sobre #SaudeMental, #LuaRosa #weed... perdão intensidade todas às vezes q duvidei de ti e tira a ansiedade pfvr","#luto, #pandemia, #SaudeMental, #LuaRosa, #weed"
24,2021-04-28,Precisamos fazer alguns encontros aqui em #cametá para falamos sobre os impactos da pandemia na saúde mental dos adolescentes/adultos Cametaense... pois tenho certeza que não é só eu que preciso disso no momento.    #ProfissãoRepórter  #SaudeMental,"#cametá, #ProfissãoRepórter, #SaudeMental"
25,2021-04-27,"Ansiedade e Depressão está afetando crianças, adolescentes, adultos e idosos. #Psicologia #profissãorepórter #pandemia #SaudeMental","#Psicologia, #profissãorepórter, #pandemia, #SaudeMental"
27,2021-04-27,Esse #globoreporter está só a minha realidade na clínica com a/os jovens #SaudeMental,"#globoreporter, #SaudeMental"
28,2021-04-27,Profissão Repórter mostrando a realidade do país #covid #covid19 #coronavirus #Depressao #ansiedade #profissãorepórter #sindromedopanico #saudemental,"#covid, #covid19, #coronavirus, #Depressao, #ansiedade, #profissãorepórter, #sindromedopanico, #saudemental"
29,2021-04-27,"Caro diário, hoje, no 401º dia de confinamento, discuti com meu gato porque ele conjugou errado o miado quando pediu comida. O correto é ""miaaaú"", e não ""miaau"". Parece loucura, né? #confinamento #quarentena #homeoffice #coronavirus #pandemia #covid #covid19 #saudemental","#confinamento, #quarentena, #homeoffice, #coronavirus, #pandemia, #covid, #covid19, #saudemental"
30,2021-04-27,"Pessoal, agora um tema de extrema importância. Assistam o #ConexãoRepórter #SaúdeMental","#ConexãoRepórter, #SaúdeMental"
32,2021-04-27,Bem necessário o tema do profissão reporte de hoje!!! #SaudeMental,#SaudeMental
34,2021-04-27,"Seja uma pessoa difícil, chata, complexa. 🥲 Não seja alguém metida a perfeita, complexada. 🥸 #saudemental #pandemia #acordaporra #naovaidarcerto #ForaArthurPocahSaiDepois #ForaBolsonaro","#saudemental, #pandemia, #acordaporra, #naovaidarcerto, #ForaArthurPocahSaiDepois, #ForaBolsonaro"
35,2021-04-27,"Mais do que cuidar da beleza exterior, cuidem de sua saúde interior, do seu emocional, pois é aí de dentro que vem a beleza mais linda que existe✨😍💖! #cuidem-se #SaudeMental #seame","#cuidem, #SaudeMental, #seame"
37,2021-04-27,Cheguei no auge da vida em que posto alguma coisa sobre minha saúde mental nos stories e um monte de psicólogos começam a me seguir.  #SaudeMental  Não temos.,#SaudeMental
38,2021-04-27,Tem horas que vc só quer sumir das redes! 😤 #SaudeMental #Cansada,"#SaudeMental, #Cansada"
39,2021-04-27,"se vc faz terapia, em algum momento poderá ser chamada de egoísta. isso pq algumas pessoas não admitem perder o posto de prioridade de sua vida.  fazer terapia não é egoísmo é revolução! 🤎 #terapia #saudemental #autoconhecimento #autocuidado","#terapia, #saudemental, #autoconhecimento, #autocuidado"
40,2021-04-27,@GPlacce @BresserPereira @paulogala Tem q combinar com ele pra nao fugir pra PARIS antes do 1ro turno PORQUE NO 2NDO ELE NÃO VAI....  #SaudeMental  #Saude  #VacinaParaTodos,"#SaudeMental, #Saude, #VacinaParaTodos"
41,2021-04-27,Quanto melhor a pessoa parecer que está por fora por dentro está com um psicológico completamente fudido  #SaudeMental,#SaudeMental
43,2021-04-27,"Se atualmente você não sente necessidade, ainda assim, você pode fazer terapia, para: 1. Se conhecer melhor 2. Não se tornar o motivo de alguém precisar de terapia   #Terapia #SaudeMental #saudeemocional","#Terapia, #SaudeMental, #saudeemocional"
45,2021-04-27,"Adote gestos conscientes de bondade. Inúmeras pesquisas demonstram que atos de altruísmo, generosidade voltada tanto a amigos quanto a estranhos, reduzem o estresse e contribuem para uma melhor saúde mental #altruísmo #bondade #estresse #SaudeMental","#altruísmo, #bondade, #estresse, #SaudeMental"
46,2021-04-27,Não há uma linha científica que prove que pessoas que disponham de conforto e bens materiais não possam sofrer de depressão ou de ansiedade.  #DepressãoNãoÉfrescura #SaúdeMental  #ProjetoVocêImporta 💛,"#DepressãoNãoÉfrescura, #SaúdeMental, #ProjetoVocêImporta"
47,2021-04-27,Ainda não superei essa #pandemia. #SaudeMental,"#pandemia, #SaudeMental"
48,2021-04-27,"Os problemas não vão parar de chegar pq vc está ansioso/depressivo. A vida não vai dar um descanso quando você está mal.  Portanto optar pela saúde mental não é uma forma de cuidado, mas sim de sobrevivência. #SaudeMental  #Mindset","#SaudeMental, #Mindset"
50,2021-04-26,Por que será que #Deus deu para as mulheres uma #memória de elefante que se lembra como se fosse ontem cada ofensa e cada palavra que machucou? Uma memória  quase fotográfica! Eu queria #perdoar e esquecer pra sempre. #saudemental,"#Deus, #memória, #perdoar, #saudemental"
51,2021-04-26,"Sinto que cheguei no nível hard da minha terapia. A cada sessão me deparo com novos confrontos, passo dias refletindo e mergulho cada vez mais dentro de mim. É desafiador, mas, extremamente necessário. 🤔 #SaúdeMental #FaçaTerapia","#SaúdeMental, #FaçaTerapia"
52,2021-04-26,"Bom dia segunda-feira...  Tente fazer afirmações positivas ao acordar...  ""Cuido da minha saúde física, mental e espiritual"" ""Agradeço pela oportunidade de viver este novo dia"" APEGUE-SE AO QUE TE FAZ BEM 🍃💚🌱  #saudefisica #saudemental #saudeespiritual","#saudefisica, #saudemental, #saudeespiritual"
53,2021-04-26,"“A vida infringe os mesmos contratempos e tragédias nos otimistas e nos pessimistas, mas os primeiros resistem melhor.”  Martin Seligman  #psicologiapositiva #saudemental","#psicologiapositiva, #saudemental"
54,2021-04-25,"#Inquérito:  ""#SaúdeMental na #Política #Portuguesa"" ; Consegue identificar critérios de avaliação para Diagnóstico de Psicopatologia no sujeito identificado no perfil desta sequência? Este inquérito é anónimo. O inquérito está disponível por seis dias. Obrigada pela colaboração.","#Inquérito, #SaúdeMental, #Política, #Portuguesa"
56,2021-04-25,"Eiii, você aí que está lendo agora!   Como está a sua saúde mental?   Se precisar de ajuda, converse, converse comigo ou com alguém da sua confiança. São tempos difíceis, toda ajuda é bem vinda!  #saudemental",#saudemental
57,2021-04-24,"Comecei a fazer caminhada com o Mozão, em um dia de caminhada já notamos os níveis de estresse diminuindo, o humor melhorando, só é um pouco difícil caminhar com máscara, mas é necessário. #cuidadosempre #Saudemental #atividadefisica #caminhada #love #VacinaParaTodos","#cuidadosempre, #Saudemental, #atividadefisica, #caminhada, #love, #VacinaParaTodos"
58,2021-04-24,Estou aborrecida com o meu próprio tédio. #SaudeMental #pandemicfatigue,"#SaudeMental, #pandemicfatigue"
60,2021-04-24,"@lubarretotv @Simplicidade_so ""Tem muita gente sentindo...FOME "".. cansaço mental e até.."" DESESPERO ""..pós Covid-19...vamos falar sobre os impactos do.."" GENOCIDA NO GOVERNO #CNNNossoMundo #SaúdeMental","#CNNNossoMundo, #SaúdeMental"
61,2021-04-24,Terapia: ou você faz ou você precisa fazer. Em 2021? É questão de sobrevivência!   Me julguem! 🙃🙂  #terapia #terapiaparatodos #saudemental #meioloucameiozen,"#terapia, #terapiaparatodos, #saudemental, #meioloucameiozen"
65,2021-04-23,"Depois de falar mal de mim, por favor “ore por mim”. Quero ser perfeita assim como você! ✨🌻🙌🏻 ☺️ #positividade #gratiluz #saudemental #foco #paz #equilibrio #oracao #fe #deus","#positividade, #gratiluz, #saudemental, #foco, #paz, #equilibrio, #oracao, #fe, #deus"
66,2021-04-23,"Como dizia Gonzaguinha: Não dá pra ser feliz! Se a felicidade sempre foi privilégio, num tempos desses é quase uma doença. Se vc tá com algum desconforto ultimamente é porque vc tá vivo.  #pandemia #ForaBolsonaro #saudemental","#pandemia, #ForaBolsonaro, #saudemental"
68,2021-04-23,"Situación no Servizo Galego de Saúde: hoxe o meu psiquiatra derivoume a psicoloxía con cita PREFERENTE.  PREFERENTE= Setembro  A @Xunta e @sanidadgob teñen que facer algo para que a saúde mental non sexa o último mono, moita xente precisa dela.  #SaúdeMental #SaludMental","#SaúdeMental, #SaludMental"
69,2021-04-23,Corte interamericana de derechos humanos discute caso de Damião Ximenes Lopes #lutaantimanicomial #corteinteramericana #saudemental #direitoshumanos,"#lutaantimanicomial, #corteinteramericana, #saudemental, #direitoshumanos"
70,2021-04-23,"Psicóloga Clínica | Pós Graduanda em Neuropsicologia | CRP 08/27543 “De uma chance para você mesmo, cuidar da sua saúde mental é muito importante, faça psicoterapia!” #Psicologia #psicólogaonline #psicoterapia #saudemental","#Psicologia, #psicólogaonline, #psicoterapia, #saudemental"
71,2021-04-23,"A vida é sobre isso, nossas projeções são problemas nossos, não do outro. E por maior que seja o esforço, nem td vai sair como eu quero. Vou fazer um mantra disso e colar no cérebro pra não me estressar. Eu que lute pela minha #saudemental",#saudemental
72,2021-04-22,"eu só queria ter saúde mental sabe,não sei se vcs sabem oq é isso pois isso é um fator desconhecido em meio aos adolescentes hj em dia #saudemental #autoestima","#saudemental, #autoestima"
73,2021-04-22,"Você ensina aos outros como acha que merece ser tratada. Pelo que permite, pelo que tolera e pelo que reforça. #saude #saudemental #autoestima #terapia #psi #autoconhecimento","#saude, #saudemental, #autoestima, #terapia, #psi, #autoconhecimento"
79,2021-04-22,"esse emprego é a única coisa que faz eu me sentir útil e viva, é a minha obrigação além de respirar. em meio a tanto sofrimento (covid) eu consegui realizar algo, tenho certeza q veio no meu tempo limite e q aceitei por mim e pela minha sobrevivência. #saudemental",#saudemental
80,2021-04-21,Parecia a Freud que as pessoas gostam de dar murro em ponta de faca – procuram irracionalmente repetir uma vivência negativa.   #psicanalista #psicanalise #psicologia #freud #lise #psican #terapia #psicoterapia #o #saudemental #autoconhecimento #lacan #psic #psicanaliseclinica,"#psicanalista, #psicanalise, #psicologia, #freud, #lise, #psican, #terapia, #psicoterapia, #saudemental, #autoconhecimento, #lacan, #psic, #psicanaliseclinica"
81,2021-04-21,"Quanto mais coisas eu tenho pra fazer, mais ansioso eu me sinto. Quanto mais ansioso eu me sinto, mais travado eu fico. Valeu ansiedade! 🤦🏻‍♂️ #ansiedade #saudemental","#ansiedade, #saudemental"
83,2021-04-21,"Aonde quer que vc vá, vá com todo coração. 💖 #reflexão #bemestar #façaporvocê #saúdemental #autocuidado","#reflexão, #bemestar, #façaporvocê, #saúdemental, #autocuidado"
84,2021-04-21,"Convidamos a que participem nesta quinta-feira (22), a partir das 16h!  #PGEMA #SaúdeMental #MaranhãoContraOCoronavírus","#PGEMA, #SaúdeMental, #MaranhãoContraOCoronavírus"
85,2021-04-21,gente cupom de 30 REAIS pra fazer terapia por chamada de vídeo com profissionais a partir de R$ 60/sessão. Alguém se interessa?  #terapia #ansiedade #psicologo #saudemental #depressao   detalhes no próximo tweet,"#terapia, #ansiedade, #psicologo, #saudemental, #depressao"
86,2021-04-21,"Quando alguém te dizer “Você é muito sensível, leva as coisas sempre ao extremo”. Lembre-se: Seus sentimentos são válidos♥️  #saudemental #psicoterapia","#saudemental, #psicoterapia"
87,2021-04-21,@AleBR74 @MorioDoRosario @Biakicis @CarlaZambelli38 @BolsonaroSP @lpbragancabr Prejudica a #SaúdeMental,#SaúdeMental
88,2021-04-21,"Hoje é meu aniversário e estou em crise existencial a uma semana mais ou menos, saúde mental é o que eu busco, meu pior inimigo são meus pensamentos...#bday #quasequarenta #saúdemental","#bday, #quasequarenta, #saúdemental"
89,2021-04-21,"@realpfigueiredo Infelizmente este FATO em plena #Covid19 não é informado pela grande mídia ao Povo 🇧🇷. É mais ""importante"" os infectados, mortes e hospitais com ocupação acima 80%. Para conhecimento @SenadoFederal @camaradeputados @STF_oficial  #CPIDACOVID19 !  #SaudeMental dos 🇧🇷 !💉💉💉💉🤔","#Covid19, #CPIDACOVID19, #SaudeMental"
90,2021-04-20,@nanadecopas ela ta deprimida gente é uma questão de #saudemental,#saudemental
91,2021-04-20,Regulação emocional: o primeiro passo é identificar e nomear o que sente! #inteligenciaemocional #emocoes #saudemental #treinandosuasemocoes,"#inteligenciaemocional, #emocoes, #saudemental, #treinandosuasemocoes"
92,2021-04-20,"Manifesto pelo direito de dizer, sem medo nem maiores explicações: ""Eu não estou bem, não consigo trabalhar hoje e não gostaria de interagir. Amanhã estarei melhor. Obrigada por compreender."" Depois disso, desligar o computador e ficar quietinha. #saudemental",#saudemental
93,2021-04-20,As vezes a gente se senti meio perdido.. 😕 #saudemental,#saudemental
94,2021-04-20,MANUAL  PARA UMA  VIDA  DESPERDIÇADA  1  Acordar cansado; sem vontade nem ânimo 2  Sentir um ENORME DESEJO d ñ fazer nada  3  PROCRASTINAR ao máximo com eficiência 4  Reclamar com propriedade d tudo ao redor  5  VIVER INFELIZ  E  SENTINDO-SE  INFERIOR  🤐    #saudemental,#saudemental
96,2021-04-20,"Estudos identificam sintomas neurológicos e psiquiátricos em pacientes pós-Covid. Entre queixas mais comuns estão perda de memória, transtornos e etc. fonte: cnn #COVID19 #Saude #saudemental #sintomas #regionalnordestebh #regiaonordestebh #AndreAscanio","#COVID19, #Saude, #saudemental, #sintomas, #regionalnordestebh, #regiaonordestebh, #AndreAscanio"
99,2021-04-19,"Colocar “alerta gatilho” no começo dos vídeos, apesar de bem intencionado, tem o efeito contrário. Quem já não está 100%. vai ficar mais tentado a assistir. #mentalhealth #saudemental","#mentalhealth, #saudemental"
101,2021-04-19,"Precisando nos desprender disso, pq às vezes alguém pode estar precisando de uma palvra amiga, de lembranças, de um momento legal compartilhado com outro ser humano! É sobre não estar sozinho quando está no caminho mais turbulento. #depressão #ansiedade #COVID19 #saudemental","#depressão, #ansiedade, #COVID19, #saudemental"
104,2021-04-19,"Cuidem da Saúde mental de vcs, isso é MTO sério e ninguém se da conta 😐  #cuidados #secuide #saudemental","#cuidados, #secuide, #saudemental"
105,2021-04-19,A mente humana tende a converter pensamentos e sentimentos em comportamentos. Tal insight proporciona a chance de você se comportar de maneira diferente ante as circunstâncias que te causam sofrimento. Em outras palavras: Não seja a sua Dor. Dica para a vida. #bomdia #SaudeMental,"#bomdia, #SaudeMental"
106,2021-04-18,Qualquer coisa que custe sua paz é um preço alto demais! #saudemental,#saudemental
107,2021-04-18,Sobreviventes! Mais uma semana! Vamos lá! Força! #boasemana #saúde #saudemental #UseMáscara,"#boasemana, #saúde, #saudemental, #UseMáscara"
108,2021-04-18,"Bipolaridade: a capacidade de ter gatilhos pequenos, que nem gatilhos são, e que vc nem percebe, mas que quebram só uma lasquinhazinha de nada. E então tudo vai começando a derreter. Ou a explodir fortemente, trazendo uma euforia intensa.  É viver na corda bamba  #SaúdeMental",#SaúdeMental
109,2021-04-18,Seja luz! #frasesmotivacionais #frasesinspiradoras #frasesereflexões #frases #pensamentopositivo #pensamentododia #sdv #pensamentospositivos #pensepositivo #acrediteemvoce #inspiração #motivacao #resiliencia #acreditarsempre #frasedeamor #frasesdemae #frasesdeamor #saudemental,"#frasesmotivacionais, #frasesinspiradoras, #frasesereflexões, #frases, #pensamentopositivo, #pensamentododia, #sdv, #pensamentospositivos, #pensepositivo, #acrediteemvoce, #inspiração, #motivacao, #resiliencia, #acreditarsempre, #frasedeamor, #frasesdemae, #frasesdeamor, #saudemental"
110,2021-04-18,"Dia 03 tem aula presencial aaa,minha saúde mental agradece!😍  #educaçãopernambuco  #pernambuco  #saúdemental #ead","#educaçãopernambuco, #pernambuco, #saúdemental, #ead"
111,2021-04-18,"""Não espere por dias melhores, tenha você mesmo a autoresponsabilidade, de fazer dos seus dias os melhores"" ---- 💡 #viverbemcomaansiedade #saudemental #saudeemocional","#viverbemcomaansiedade, #saudemental, #saudeemocional"
112,2021-04-18,"Sábado foi um dia difícil. Apesar do início com 2 copos de cerveja. Após o 2°copo, uma crise avassaladora de pânico. Avassaladora. Não podia tomar o remédio.Então contabilizei 9 horas de tormento. Peço q cuidem de suas paranóias e das dores da alma. Mente sã é vida. #saudemental",#saudemental
114,2021-04-18,"Se manter são e com a saúde mental em dia, tem sido um dos maiores desafios do ser humano. Enfrentar os problemas, a vida, a realidade, enfrentar tudo isso sóbrio e de cara limpa, sem fugas alternativas é para os FORTES. ✍🏼💭💪🏼 #thoughts #saudemental","#thoughts, #saudemental"
115,2021-04-17,"Meu antidepressivo aumentou para R$ 80,00, o genérico.  Esta muito caro ter depressão no Brasil... #saudemental",#saudemental
116,2021-04-17,"Eu estou muito cansada psicologicamente falando, Senhor 🥺🥺🥺 #saudemental #ansiedade","#saudemental, #ansiedade"
117,2021-04-17,"O Coração até dói, mas é da cabeça que temos que cuidar #saudemental",#saudemental
118,2021-04-17,"Eu seguia no Instagram a hashtag #saudemental, na esperança de ver posts da área mesmo. O que recebi? Imagens religiosas, frases de coachs, orientações ""psicológicas"" sem base nenhuma, e dicas de dietas e cuidados estéticos. Hoje, três meses depois, parei de seguir.",#saudemental
123,2021-04-16,"Sofrer pelo comportamento dos outros é sempre um sofrimento desnecessário. Devemos ter consciência que sob o nosso controle está as nossas condutas, aspirações, escolhas, opiniões ou a forma que observamos o mundo á nossa volta.   #saudemental",#saudemental
124,2021-04-16,"Cada vez que abro o Facebook e vejo que cada dia as notícias vão ficando mais tenebrosas, tenho a certeza de que é necessário se afastar da maioria das redes sociais. #paz #saudemental","#paz, #saudemental"
127,2021-04-16,"Você não pode controlar tudo o que está à sua volta, mas pode escolher a melhor atitude e pensamentos para reagir à cada situação, de forma positiva!    #saudemental #coach #psi","#saudemental, #coach, #psi"
129,2021-04-16,Hoje em dia saúde mental virou artigo de luxo mais alguém sentiu isso também nesses últimos dias ? #saudemental,#saudemental
131,2021-04-16,"Curiosidades sobre Ansiedade:  Até os 35 anos, independentemente da cultura e do gênero, os jovens têm mais probabilidade de sofrer com os transtornos de ansiedade. E, somente no Paquistão tem alteração desse quadro.  #bruuumorales #ansiedade #emagrecimento #bemestar #saudemental","#bruuumorales, #ansiedade, #emagrecimento, #bemestar, #saudemental"
132,2021-04-15,"Seria muito interessante q alguém fizesse uma #matéria sobre a #saúdemental dos #jornalistas e pessoal de #imprensa no geral durante a #pandemia de #covid19. Acho muito difícil, neste contexto, sobretudo com tantos ataques, que alguém esteja em clima de propaganda de #Maracujina.","#matéria, #saúdemental, #jornalistas, #imprensa, #pandemia, #covid19, #Maracujina"
135,2021-04-15,"Hoje pecebir que minha saúde mental tá por um fio. Então resolvi para e tenta ler, pq e algo que me relaxa e Não está funcionando. #saudemental  #issovaipassa #lereomelhorremedio","#saudemental, #issovaipassa, #lereomelhorremedio"
136,2021-04-15,"""Tá todo mundo mal"". Esse parece ser o mantra pandêmico do brasileiro. E, inclusive, já existem dados que comprovam que estamos mesmo com a #saúdemental em um estado bem complicado: somos o quinto país em piora do estado emocional desde o começo da #pandemia","#saúdemental, #pandemia"
137,2021-04-14,"A saúde mental do cidadão é afetada quando o CEO de Necropolitica organiza que pra solicitar auxílio emergencial, precisa de telefone. Quem não tem telefone faz o que com sua ansiedade e revolta? Terapia? Amados????   #saudemental #necropolitica","#saudemental, #necropolitica"
138,2021-04-14,Mood de hj: morri mas passo bem #pandemia #saudemental,"#pandemia, #saudemental"
139,2021-04-14,🚨 A prisão para a população femi- nina implica em questões seriamente impactantes: maior estigmatização social e altos níveis de problemas de saúde com ênfase no sofrimento mental.  🚨  #SaudeMental #Saude #Prisoes #Sistemaprisional #Sociedade #Estigma,"#SaudeMental, #Saude, #Prisoes, #Sistemaprisional, #Sociedade, #Estigma"
143,2021-04-14,"@d4nn4d4 @gerlainesouza graças a deus ninguém aqui.... mas eu sou muito chato amigas, sempre saio fazendo limpa kkk #saudemental",#saudemental
144,2021-04-14,Status: exaustaaaa... só na graça mesmo. #Saude #saudemental #cuidedasuamente #secuide,"#Saude, #saudemental, #cuidedasuamente, #secuide"
145,2021-04-14,"Só parabenizar quem trabalha e gosta de saúde mental, pq é um choque sempre que tenho contato.  #enfermagem  #estágio #saudemental","#enfermagem, #estágio, #saudemental"
146,2021-04-14,"Lutar pela #saúdemental é impossível, quando se torce para o @Corinthians",#saúdemental
147,2021-04-13,@mrjoaninha #saudemental tbm é importante!!,#saudemental
148,2021-04-13,@dedesecco Olho pro Arthur e vejo uma vítima dele mesmo e da sua história.  #saudemental é fundamental.,#saudemental
149,2021-04-13,Sabe aquele objetivo que parece muito longe pra ser alcançado?  Garanto que ele fica mais próximo a cada passo!  “A única jornada impossível é aquela que você nunca começa” - Anthony Robbins  #Psicologia #psicoterapia #SaudeMental #autoconfiança,"#Psicologia, #psicoterapia, #SaudeMental, #autoconfiança"
150,2021-04-13,Não naturalize sua dor. existe uma linha tênue entre a gente achar que sofrer é normal e começar a vivenciar o sofrimento da maneira mais natural possível. procure ajuda. coloque sua #saúdemental e física em primeiro plano. faça isso por você.,#saúdemental
151,2021-04-13,Sofro com medo de sofrer antes do sofrimento sequer pensar em se materializar. É ansiedade que chama né?  #ansiedade #TAG #SaudeMental,"#ansiedade, #TAG, #SaudeMental"
153,2021-04-13,"1) Fiz uma enquete nas minhas redes sociais, na qual 95% das pessoas opinaram que a taxa mundial de suicídio aumentou em torno de 25% nos últimos 20 anos. Na verdade, de 1990 a 2017, a taxa mundial de suicídio caiu 35,4%. #suicidio #SaudeMental #SaudePublica","#suicidio, #SaudeMental, #SaudePublica"
154,2021-04-13,"Procure a escuta científica e profissional, busque tratamentos sérios. Cuide de sua saúde psicológica.   Saúde é coisa séria, por isso dedique-se ao seu bem-estar duradouro.  #Psicologia #Psicoterapia #FaçaTerapia #PsicólogoHélioJr #EscutaProfissional #SaúdeMental","#Psicologia, #Psicoterapia, #FaçaTerapia, #PsicólogoHélioJr, #EscutaProfissional, #SaúdeMental"
155,2021-04-13,Bom dia pra você que acordou querendo não ver absolutamente nenhuma notícia por pelo menos 24h. A ignorância tem o seu valor. #saudemental,#saudemental
156,2021-04-13,A vida é de que se atreve a viver 😉 #ficaadica #saudemental,"#ficaadica, #saudemental"
157,2021-04-13,"Enfrentamos uma grande luta diária: Como ser feliz diante de tantas coisas ruins acontecendo? Talvez a melhor resposta seja: Felicidade não está no que acontece, mas em como interpretamos o ocorrido. #DeuséFiel #SP  #SaudeMental","#DeuséFiel, #SP, #SaudeMental"
158,2021-04-12,"Estava sem nenhuma energia depois de um dia terrível no trabalho. Lavei louça, passei mop na casa, tomei banho, to comendo baconzitos e tomando guaraná #saudemental",#saudemental
159,2021-04-12,"A nossa integrante e executiva de RH @Mafoane1 participou do 1° Vogue Wellness Summit, que aconteceu nos dias 31 de março, 1º e 2 de abril, com uma programação de mesas sobre o tema #saudemental.  +",#saudemental
162,2021-04-12,"Ei, profissional de saúde mental?! Qual espaço você dá pra cuidar da sua saúde mental também?  #porfalaremterapia #quarentena #saudemental","#porfalaremterapia, #quarentena, #saudemental"
