,date,tweet,hashtags
38,2020-06-05,"“A quarentena tem sido boa para um momento de reflexão da humanidade” O minha anja, terapia nunca ouviu falar não né? Precisou de uma pandemia pra refletir que tá tudo cagado! Ah humanidade, não tá dando mais não hein  #quarentena #COVIDー19 #COVID19 #terapiaévida","#quarentena, #COVIDー19, #COVID19, #terapiaévida"
39,2020-05-30,"Gostaria de entender pq transformaram o ""vai fazer terapia"" numa  ofensa.  Queridão, queridona...todo mundo tinha que fazer terapia, ainda mais você que se acha o(a) suprassumo. Todos precisamos. #ficaadica #porummundosadio #terapiaévida","#ficaadica, #porummundosadio, #terapiaévida"
43,2020-04-29,Você tem vida em sua vida! É tempo de declarar vida!  Muita vida de Deus pra nossas vidas!!! Bora declarar... #Comvida20! 😉❤️🌹🦋💎✨💥  #ComVida20 #Deusévida! #psicanalisetododia #terapiaévida  #amoterapia!  https://t.co/cPaAcIqP5q,"#Comvida20, #ComVida20, #Deusévida, #psicanalisetododia, #terapiaévida, #amoterapia"
44,2020-03-25,"Com ele @giustefanini , em skyebarunique ... #gratidao  #vidaavida  #amor  #terapiaevida #renovacao  #paz  #night #verao #saojorge em Skye Bar/Unique Hotel, Sao Paulo, Brazil  https://t.co/IHYVYF2sR8","#gratidao, #vidaavida, #amor, #terapiaevida, #renovacao, #paz, #night, #verao, #saojorge"
45,2020-03-24,"Nem queria estar falando sobre isso e nem vendo notícias por causa da minha doença, ansiedade nesses tempos é uma coisa MUITO SÉRIA! Seguimos, mas estou começando a ficar nervosa, e hoje fiz terapia via Wpp. #Deusajudanos #terapiaevida #ansiedadeteacalma","#Deusajudanos, #terapiaevida, #ansiedadeteacalma"
46,2020-03-09,"Fazer terapia é atestado de loucura, mal sabem os homens o bem que ela nos faz ... #euquelute #ansiedade #merespeita #ansiedadecronica #ansiedade #terapiaevida","#euquelute, #ansiedade, #merespeita, #ansiedadecronica, #ansiedade, #terapiaevida"
50,2020-02-22,"Quando é que minha mãe vai entender que me expressar exageradamente, às vezes até falando alto e sozinha, faz parte da personalidade que eu passei tantos anos reprimindo por medo de ser quem eu sou, talvez?  #Terapia #terapiaévida #autoconhecimento #psicoterapia","#Terapia, #terapiaévida, #autoconhecimento, #psicoterapia"
51,2020-02-15,Consegui marcar terapia para segunda feira.. amém. Não quero guerra com ninguém HAHAHAHAHAH #terapiaevida,#terapiaevida
54,2019-12-24,"Acabei de ler uma matéria em que uma celebridade usou a seguinte expressão: ""Eu faço terapia, é o melhor presente que  já me dei"" Estou pensando seriamente em distribuir uns vales-terapias nesse Natal. #terapiaevida  #facaterapia","#terapiaevida, #facaterapia"
55,2019-12-15,Aprendendo sempre...#TerapiaéVida #domingou  #BoaNoite #lições #Gratidao 🙏♥️  https://t.co/88F74PuMfT,"#TerapiaéVida, #domingou, #BoaNoite, #lições, #Gratidao"
58,2019-10-13,Agora guilhermealveshipnose  no Hipnobahia2019 Hipnose para disfunções sexuais!  Super incrível!  #anorgasmia  #disfuncaosexual  #hipnose  #terapiaevida #emocional  #Hipnobahia2019  #sejakenshô em Sol Bahia Resorts…  https://t.co/VEcpQeAwYA,"#anorgasmia, #disfuncaosexual, #hipnose, #terapiaevida, #emocional, #Hipnobahia2019, #sejakenshô"
59,2019-09-29,@biaamarinhoc Tinha q ser a alegria de qualquer ser humano  #TerapiaÉVida ♥️,#TerapiaÉVida
60,2019-09-23,💥 Não deixe para amanhã o que se pode fazer hoje mesmo! Agende sua Primeira Sessão de Terapia com a Psico Vila Olímpia e veja como é fácil se ajudar. 💬😁 #ChamaNaTerapia #terapiaevida @pscvilaolimpia em Psico Vila…  https://t.co/HITUQjArgz,"#ChamaNaTerapia, #terapiaevida"
62,2019-09-07,"Eu quero seguir uma coisa, a psi fala outra... fico remoendo, crio resistência, mas lá na frente vejo que  não é que ela tinha razão??? 🤣🤣🤣🤣 #TerapiaÉVida",#TerapiaÉVida
65,2019-08-27,Mensagem carinhosa da minha irmã linda @gotinhadesereno pelo dia de hoje!!!  Parabéns a todos os psi do meu e de todos os mundos!!!!  #diadopsicologo  #terapiaévida  https://t.co/inbW7kAYCE,"#diadopsicologo, #terapiaévida"
67,2019-08-13,"Tenho a melhor Psicóloga. Ela chegou atrasada pra apresentação, mas ficou ouvindo tudo de fora e no fim me mandou um texto me parabéns! 😍 #terapiaévida",#terapiaévida
68,2019-08-06,"""Recomeçar  É novamente  Acreditar!""  #psicólogamirlapaiva #psicologiaporamor #terapiacognitivocomportamental #terapiafazbem #psicologiaclinica #psicologia #terapiaévida  https://t.co/3vbasICftB","#psicólogamirlapaiva, #psicologiaporamor, #terapiacognitivocomportamental, #terapiafazbem, #psicologiaclinica, #psicologia, #terapiaévida"
70,2019-07-12,"livre. faço terapia por mim. e agora, se não posso ficar com você, é porque estou exausta demais pra continuar fazendo por nós dois. . #jung #é #o #cara #terapiaévida #anamartinsmesalvoucomumaconversadewhats  https://t.co/k4i3BxgIIp","#jung, #cara, #terapiaévida, #anamartinsmesalvoucomumaconversadewhats"
71,2019-07-05,"Hoje, mais do q nunca, aconselho a todos fazerem terapia. Santa psicóloga q me faz entender os enroscos da minha mente. #terapiaévida",#terapiaévida
72,2019-06-24,#notaparamimmesma É na terapia onde eu tenho voz sem estar sendo julgada. Onde coloco tudo pra fora. #terapiaévida  🙏,"#notaparamimmesma, #terapiaévida"
73,2019-06-17,Bora dá um trato na mente. #terapiaévida.,#terapiaévida
74,2019-06-08,"Alô De Gabriel Rossini não veja essa postagem por favor, passar a tomar 6 comprimidos ao invés de 3 não vai dar não 🤣🤣🤣  #terapiaévida  https://t.co/TpEF3R0ymS",#terapiaévida
75,2019-05-22,De repente vc sai da terapia mais leve e mais feliz. #terapiaévida #façamterapia,"#terapiaévida, #façamterapia"
76,2019-04-18,"Genteee, melhor coisa você chegar radiando felicidade na terapia, dizendo do fim de semana que você teve, o quanto o mesmo te fez bem e sua psicóloga ficar super feliz e emocionada, sentindo em cada palavra o nível de alegria que você está. #TerapiaéVida &lt;3",#TerapiaéVida
78,2019-03-13,"Em dia de terapia eu fico leve como uma pluma, feliz e convencida de que fiz e estou fazendo um bom progresso 😍 #terapiaévida",#terapiaévida
79,2019-03-01,"Qnto mais faço terapia, mais eu gosto de fazer. #terapiaevida",#terapiaevida
80,2019-02-27,"A recomendação da minha terapeuta hoje foi: descanse a cabeça. Ou seja, preciso pensar em nada, mas não sei fazer isso.  Conclusão: fico com a cabeça cansada pensando em como faço pra descansar a cabeça. #terapiaévida",#terapiaévida
81,2019-01-18,Consulte uma psicóloga!!! . . . 👉agende um horário! (49) 984166424 🏹chama no direct #façaterapia #terapiaévida #saudemental #ansiedade #emagrecercomsaude #resiliencia #resultados…  https://t.co/bBiSlZoTda,"#façaterapia, #terapiaévida, #saudemental, #ansiedade, #emagrecercomsaude, #resiliencia, #resultados"
82,2018-12-23,Ela é assim...  #boanoite😘 #domingo #debemcomavida #amorpróprio #autoestima #isso #é #terapeutico #terapia #terapiaévida #amando #você #sempre em Varre-Sai  https://t.co/dvztkaTKmi,"#boanoite, #domingo, #debemcomavida, #amorpróprio, #autoestima, #isso, #terapeutico, #terapia, #terapiaévida, #amando, #você, #sempre"
85,2018-09-01,Bem assim 🌾❤️ #Psicologia #TerapiaéVida  https://t.co/3BNUZovBNb,"#Psicologia, #TerapiaéVida"
86,2018-08-23,@philosopop Concordo contigo a terapia me salvou e quando eu contava um milímetro do que estava acontecendo pra algum amigo ele reagia com espanto e olha que eu contava um milímetro rs #terapiaévida sempre recomendo 😊💕🎼💋,#terapiaévida
88,2018-07-06,Tire um tempo pra vc e se organize a vida pedi isso. #Terapiaevida,#Terapiaevida
90,2018-06-21,"@jnflesch @sjayanthi Eita, alguém traumatizou bonito 😳  #TerapiaÉVida",#TerapiaÉVida
91,2018-06-18,"Gente, sexo é bom, mas vocês já experimentaram TERAPIA?   🤗💛🌻  Bom dia pra quem é de bom dia!  #Madeiradedaremdoido 😎 #Terapiaévida #AVeravoltou #Seguraobalão 🎈","#Madeiradedaremdoido, #Terapiaévida, #AVeravoltou, #Seguraobalão"
92,2018-05-22,Ilumine o seu mundo interior. Faça terapia online pelo skype comigo. Informações por DIRECT.  https://t.co/Q9Sq26ylxO #terapiaévida #façaterapia #autoconhecimento  #rubemalves #inspiração #belezainterior #evolução #equilíbrio  #consciência #coisasboasdavida #anacruzoficial,"#terapiaévida, #façaterapia, #autoconhecimento, #rubemalves, #inspiração, #belezainterior, #evolução, #equilíbrio, #consciência, #coisasboasdavida, #anacruzoficial"
93,2018-04-06,🌷Tudo bem ficar triste! 😔  #psicologia #psiquiatria #terapia #ajudaemocional #terapiaévida #tristeza #depressao #suicidio #SuicidePrevention #busqueajuda #psicologos  https://t.co/zyobwO2TaI,"#psicologia, #psiquiatria, #terapia, #ajudaemocional, #terapiaévida, #tristeza, #depressao, #suicidio, #SuicidePrevention, #busqueajuda, #psicologos"
94,2018-02-15,"Cara, terapia é a melhor coisa da vida. O mundo deveria fazer, sério!   #TerapiaÉVida",#TerapiaÉVida
95,2018-02-06,"Que um conselho? faça terapia, se conheça.   #terapiaevida",#terapiaevida
97,2018-01-22,Tudo o que temos é o Agora! 🎈🎈💊    💊 #fikdik #psicologiacomamor #psiquê #terapiaévida #terapiafazbem #saudemental #pensamentos #ansiedade #depressão #pazinterior #boatardinha #superacao #foco #atitude #terapia #psicanalise #amorproprio #respiracao  https://t.co/1g28xtjug9,"#fikdik, #psicologiacomamor, #psiquê, #terapiaévida, #terapiafazbem, #saudemental, #pensamentos, #ansiedade, #depressão, #pazinterior, #boatardinha, #superacao, #foco, #atitude, #terapia, #psicanalise, #amorproprio, #respiracao"
98,2017-11-15,Malhação Viva a Diferença fazendo a diferença.... #terapiafazparte #terapiaévida #terapiaeuquerovoltar,"#terapiafazparte, #terapiaévida, #terapiaeuquerovoltar"
99,2017-08-27,Depois que comecei a fazer terapia passei a esperar ansiosamente pelas segundas ! #Terapiaévida #Todosdeveriamfazer,"#Terapiaévida, #Todosdeveriamfazer"
100,2017-04-19,Simbora cuidar de mim!!! #terapiaévida @ Clínica De Terapia  https://t.co/6mdk9OiIx6,#terapiaévida
101,2017-02-21, https://t.co/YWdFRlbIIS @santoEvandro Faço terapia há 12 anos e graças a Deus sempre consegui  pelo SUS ou plano.#terapiaévida♡ #loveyou♥♥♥,"#terapiaévida, #loveyou"
103,2017-02-20,#terapiaévida #vivercomqualidade @ Jequeri MG - A Nossa Cidade  https://t.co/qvvk0oqUv5,"#terapiaévida, #vivercomqualidade"
104,2016-11-03,Aqui está um bom motivo para indicar a quem precisa.  #terapiaevida  #terapiasalternativas…  https://t.co/oiJqUmUm3h,"#terapiaevida, #terapiasalternativas"
108,2016-06-25,E também com aquelas que já fazem terapia. :) Essencial! #TerapiaEVida  https://t.co/wOTAj8BL82,#TerapiaEVida
109,2015-06-18,Tenho a sensação que só meu terapeuta me entende... 😅✌️ #terapiaévida #vivaospsiquiatras #vivaaterapia,"#terapiaévida, #vivaospsiquiatras, #vivaaterapia"
110,2014-08-18,Sem chances da frustração tomar conta de mim . #TerapiaÉVida,#TerapiaÉVida
111,2014-04-29,Assistindo Jogo do Real Madri com meus pacientes! #RealMadri #JogaMuito # MaisUmDiaSeFoi #TerapiaÉVida…  http://t.co/LGXIEfYavY,"#RealMadri, #JogaMuito, #TerapiaÉVida"
