,date,tweet,hashtags
38,2021-03-21,"O que você faz quando precisa ""voltar ao próprio eixo""?  A quem ou ao que você recorre para retomar o equilíbrio?  #psicologia #saudeemocional","#psicologia, #saudeemocional"
40,2021-03-19,"Entre desgoverno e desemprego, a gente não desanima, segue se desconstruindo para quando as oportunidades voltarem, estarmos prontos pra ir com tudo! #AliviandoARealidade #SaudeEmocional #FicaEmCasa","#AliviandoARealidade, #SaudeEmocional, #FicaEmCasa"
41,2021-03-19,A vida muda completamente ✨ #superação #acreditar #fé #Deus #saudeemocional #menteequilibrada #esperança #amor #resiliencia #equilibrio,"#superação, #acreditar, #fé, #Deus, #saudeemocional, #menteequilibrada, #esperança, #amor, #resiliencia, #equilibrio"
43,2021-03-18,Olá!!!  Chegando aqui para compartilhar um pouquinho sobre minha rotina e também dicas e reflexões de saúde emocional 😉 O que gostariam de saber? #saudeemocional,#saudeemocional
45,2021-03-16,"Pelo menos para isso essa fase roxa vai prestar , o cruzeiro parar de jogar , já ajuda na minha saúde emocional ! 😌😌😌🙏🏼🙏🏼🙏🏼🙏🏼💙💙💙⚽️⚽️⚽️👀👀👀 #cruzeiro #minasgerais #futebol #OndaRoxa #saudeemocional","#cruzeiro, #minasgerais, #futebol, #OndaRoxa, #saudeemocional"
51,2021-03-12,Você é mais forte do que possa imaginar.  Mas lembre -se.... Nada como uma Liga da Justiça pra reforçar teu esquadrão. #terapia #força #ajuda #saudeemocional #tmj,"#terapia, #força, #ajuda, #saudeemocional, #tmj"
53,2021-03-10,"Pessoal, amanhã as 21:00 do Brasil. Terei o prazer de conversar com a Fabia Lima sobre nossa saúde mental e emocional no mundo corporativo.   Participem com a gente! No Instagram.   @dsantos1980 @fabia_lima_psicologa  #ontologia #saudeemocional","#ontologia, #saudeemocional"
59,2021-03-03,"Venha, desbravar-se... a psicoterapia é uma jornada de autoconhecimento e, consequentemente, de autocuidado. Aventure-se em si mesmo e floresça!  #psicologia #psicanalise #psicoterapia #autoconhecimento #autocuidado #saudeemocional #saudemental #crescimentopessoal #criatividade","#psicologia, #psicanalise, #psicoterapia, #autoconhecimento, #autocuidado, #saudeemocional, #saudemental, #crescimentopessoal, #criatividade"
62,2021-02-26,"Sabes que trabalhas numa empresa moderna e próxima das pessoas quando te dão formações sobre ""Sentir e Gerir Emoções"" 😌  É importante o reconhecimento que os trabalhadores são pessoas ➡️ sujeitas a emoções, a condições psicológicas e com laços sociais  #bemestar #saudeemocional","#bemestar, #saudeemocional"
68,2021-02-22,"(+) sentindo preparados física e emocionalmente?  Que tal participarem de encontros quinzenais, onde vamos trocar experiências com outras pessoas sobre todas essas vivências?  #pósparto #posparto #cuidado #saúdeemocional","#pósparto, #posparto, #cuidado, #saúdeemocional"
73,2021-02-18,"Controle é uma ilusão, quanto mais tenta ter, mas o perde. #psicologia #saudeemocional","#psicologia, #saudeemocional"
74,2021-02-17,"Terapeuta acabou de avisar que voltou das férias, coração já acelerou, é muita coisa pra falar G-zuis #saudemental #saudeemocional #expectativa #façaterapia","#saudemental, #saudeemocional, #expectativa, #façaterapia"
77,2021-02-12,"Como a vacina  injetada a agulha logo mergulha  e volta a sina logo vazia,  ou nao vai surtir efeito. Rir ainda é o melhor remedio!  #Vacina #poema #RIR #palindromo #terapia #flexibilidade #saudemental #saudeemocional #saude #vacinacontracovid19 #vacinassalvamvidas #vacinacovid19","#Vacina, #poema, #RIR, #palindromo, #terapia, #flexibilidade, #saudemental, #saudeemocional, #saude, #vacinacontracovid19, #vacinassalvamvidas, #vacinacovid19"
81,2021-02-08,Nunca permita que a imaginação limitada dos outros limite você.   #psicologia #saudemental #saudeemocional #amorproprio #autoestima #autoconhecimento #autoaceitacao #autoestimaelevada #amorpróprio #autocompaixão #saúdemental #psicologoonline #terapiaonline,"#psicologia, #saudemental, #saudeemocional, #amorproprio, #autoestima, #autoconhecimento, #autoaceitacao, #autoestimaelevada, #amorpróprio, #autocompaixão, #saúdemental, #psicologoonline, #terapiaonline"
83,2021-02-08,"E a culpa é sempre do outro, o outro que erra toda hora, você não. Você sempre acerta, você não falha... Só que os negócios vão mal, sua vida é um inferno, VOCÊ não prospera! #BBB21 #cienciadoperdao #semansiedade #maisrespeito #saudemental #saudeemocional","#BBB21, #cienciadoperdao, #semansiedade, #maisrespeito, #saudemental, #saudeemocional"
84,2021-02-07,No BBB vc vai no confessionário e pede pra sair... Na vida real vc comete suicídio! #SaudeEmocional,#SaudeEmocional
85,2021-02-07,"@fefito @Splash_UOL @UOL Fefito parabéns por expressar o que penso, que texto necessário esse que vc nos deu. Te admiro ainda mais. Que muita gente do bem acolha o #LucasPenteado para ele recuperar sua #saudemental e #saudeemocional #TMJLucas","#LucasPenteado, #saudemental, #saudeemocional, #TMJLucas"
86,2021-02-06,Como é bom fazer terapia a gente sai mais leve. Hoje eu chorei de tanto rir com a minha terapeuta. Saúde emociona é fundamental.🙏🏻☺️ #terapia #saudeemocional #vidaequilibrada,"#terapia, #saudeemocional, #vidaequilibrada"
89,2021-02-03,As vezes erram com você não por falta e sim exageros...    Se distancie e deixe o circo pegar fogo...  #vida #sabedoria #paz #saudeemocional #sossego,"#vida, #sabedoria, #paz, #saudeemocional, #sossego"
97,2021-01-26,"O cansaço físico passa com algumas horas de sono e descanso. O emocional não, ele perdura por dias e se não tratado a origem, te consome a alma e aja terapia pra resolver. #psicologia #humano #saudeemocional","#psicologia, #humano, #saudeemocional"
98,2021-01-26,"Não generalize suas experiências, perdoe seus erros... eles não invalidam seus acertos. Tente outra vez. . . . . #autocompaixao #perdao #autoestima #amorproprio #saudeemocional #saudemental #saudeebemestar #emocao #autoconfianca #sp #santos","#autocompaixao, #perdao, #autoestima, #amorproprio, #saudeemocional, #saudemental, #saudeebemestar, #emocao, #autoconfianca, #sp, #santos"
99,2021-01-24,Se você ainda não chegou onde queria é porque existe algo que ainda não sabe ou sabe mas ainda não tentou. #psicologia #saúdeemocional #saúdemental #suelenborgespsi #caxiasdosul,"#psicologia, #saúdeemocional, #saúdemental, #suelenborgespsi, #caxiasdosul"
101,2021-01-21,"""Geralmente, as feridas emocionais são consequências de áreas não tratadas de nossas vidas"" #SaúdeEmocional",#SaúdeEmocional
107,2021-01-09,Já parou para pensar que a verdadeira compaixão não significa apenas sentir a dor de outra pessoa?  Mas estar disposto a ajudar e eliminar as dores.  #inteligenciaemocional  #saudemental #saudeemocional #JaneiroBranco,"#inteligenciaemocional, #saudemental, #saudeemocional, #JaneiroBranco"
108,2021-01-08,"Na Care Plus, os beneficiários contam com o programa Mental Health e uma equipe de especialistas para dar toda a assistência necessária. #CarePlus #JaneiroBranco #SaúdeEmocional #SaúdeMental","#CarePlus, #JaneiroBranco, #SaúdeEmocional, #SaúdeMental"
110,2021-01-05,Aproveite a oportunidade para cuidar de você e busque se informar na UBS da sua região sobre o tema. #JaneiroBranco #SaúdeMental #SaúdeEmocional #TerapiasIntegrativas,"#JaneiroBranco, #SaúdeMental, #SaúdeEmocional, #TerapiasIntegrativas"
127,2020-12-19,"É através da minha vulnerabilidade que me conecto de forma autêntica comigo e com minha humanidade! 💭  Tá tudo bem se permitir ser vulnerável, errar, ter defeitos... Abrace sua vulnerabilidade!  #Psicologia #Psicoterapia #psicologa #saudemental #saudeemocional","#Psicologia, #Psicoterapia, #psicologa, #saudemental, #saudeemocional"
143,2020-11-21,"Coragem não é a ausência do medo, mas a capacidade de enfrentá-lo.  🦋 #psicologia #psicoterapia #hipnoterapia #hipnose #SaudeMental #saudeemocional  Psicóloga Hipnoterapeuta  Francieli Marques","#psicologia, #psicoterapia, #hipnoterapia, #hipnose, #SaudeMental, #saudeemocional"
144,2020-11-21,A magoa e a raiva acumulada podem até gerar transtornos  irreversíveis. Cuide de sí   #mismec4varas #adalbertoBarreto #tci #saudeemocional #psicologia #livrosab #cursosab #acolhimento #dordaalma #partilha #tci #amor #praticasintegrativas #bemestar,"#mismec4varas, #adalbertoBarreto, #tci, #saudeemocional, #psicologia, #livrosab, #cursosab, #acolhimento, #dordaalma, #partilha, #tci, #amor, #praticasintegrativas, #bemestar"
145,2020-11-19,bora ser feliz???? Mas é a partir de hoje....viu a partir de agora ....123.... Valendo.... Vamos tentar????? Texto Autoria: Ananda Bichara. #vidareflexiva #viverbem #terapiaintegrativa #terapiaonline #textos #saudemental #saudeemocional #felicidade #forçadevontade #fé #focoforça,"#vidareflexiva, #viverbem, #terapiaintegrativa, #terapiaonline, #textos, #saudemental, #saudeemocional, #felicidade, #forçadevontade, #fé, #focoforça"
146,2020-11-12,"Palavras se tormam eternas enquanto te provocas sinergia, você escolhe ser receptáculo ou transmissor. E o mais importante se será positivo ou negativo.   🙇🏻‍♀️  #palavraspoderosas #inspiration #motivacao #saudeemocional","#palavraspoderosas, #inspiration, #motivacao, #saudeemocional"
147,2020-11-11,É coisa de homem cuidar da saúde.  #NovembroAzul  #Saúdefisica #Saudemental #Saudeemocional,"#NovembroAzul, #Saúdefisica, #Saudemental, #Saudeemocional"
149,2020-11-10,"Uma dica que faz bem demais: seja ombro, seja abraço.   #saúdeemocional  #emoções","#saúdeemocional, #emoções"
151,2020-11-07,"Alguém sabe onde consigo encontrar ""segurança emocional ""?  Precisando com urgência. #saudemental #psicología #saudeemocional","#saudemental, #psicología, #saudeemocional"
152,2020-11-02,1 semana sem falar contigo. Será o primeiro degrau da cura? #reflexao #reflexoes #pensamentos #pensamentosavulsos #desabafo #amarpodedoer #ingratidao #cadearazao #sofrimento #saudeemocional #paz #pazinterior #caminhos #escolhas,"#reflexao, #reflexoes, #pensamentos, #pensamentosavulsos, #desabafo, #amarpodedoer, #ingratidao, #cadearazao, #sofrimento, #saudeemocional, #paz, #pazinterior, #caminhos, #escolhas"
155,2020-10-20,"A felicidade não se resume na ausência de problemas, mas sim na sua capacidade de lidar com eles.  #saudeemocional #saudemental #Psicologia #Terapia #psicologo #SaoPaulo #tatuape #autoestima #autocuidado #amorpropio","#saudeemocional, #saudemental, #Psicologia, #Terapia, #psicologo, #SaoPaulo, #tatuape, #autoestima, #autocuidado, #amorpropio"
157,2020-10-20,"Você sabia que o Suga, do @bts_bighit, quer estudar Psicologia para ajudar fãs? “Quando eu encontro pessoas como eu, tem algo que quero dizer a eles. Penso muito nisso. Quando os vejo, quero ajudar”, disse a estrela sul-coreana, que já enfrentou depressão e TOC. #saúdeemocional",#saúdeemocional
160,2020-10-17,Visite nosso site e confira! ❤  #love #coaching #coach #coachingdevida #followme #follow  #inteligenciaemocional #perfil #saudeemocional #amor #instagram #coachingonline #emergemindset #mindset #autoconhecimento #beautiful #coachingemocional #linguagemdoamor #desenvimentopessoal,"#love, #coaching, #coach, #coachingdevida, #followme, #follow, #inteligenciaemocional, #perfil, #saudeemocional, #amor, #instagram, #coachingonline, #emergemindset, #mindset, #autoconhecimento, #beautiful, #coachingemocional, #linguagemdoamor, #desenvimentopessoal"
162,2020-10-16,"Quando você cansa em insistir em algo que não tem retorno, está na hora de parar e repensar o que valhe a pena. Ser egoísta nem sempre é um defeito, mas pode ser uma forma de salvar sua sanidade mental. #cansada #quebrarovinculo #saudeemocional","#cansada, #quebrarovinculo, #saudeemocional"
164,2020-10-07,"Hoje, 4F, consulta privada de Psiquiatria  Centro Médico Aliflor: 📍Santo André, costa alentejana  ☎️ 914 755 658 / 269 744 100  #consultadepsiquiatria👨‍⚕️    #portugal #alentejo #costaalentejana  #medicina #psiquiatria  #saudemental  #psicologia  #saudeemocional  #saudeebemestar","#consultadepsiquiatria, #portugal, #alentejo, #costaalentejana, #medicina, #psiquiatria, #saudemental, #psicologia, #saudeemocional, #saudeebemestar"
166,2020-10-03,"A única guerra que a gente deve fazer questão de vencer é a de estar em paz com a gente mesmo e de consciência tranquila. As demais guerras são irrelevantes! Proteja a sua #saúdeemocional problematizando menos, deixando para trás a necessidade de provar que vc tem razão. #domingo","#saúdeemocional, #domingo"
167,2020-10-03,". O autoconhecimento, o aprender a identificar situações que são agradavéis, &amp; também a como vivenciar períodos difíceis, contribuem para dias com mais significados &amp; sentidos. . . . #pessoas #vidas #psicologia #autoconhecimento #saúdemental #saúdeemocional #terapiaonline #znsp","#pessoas, #vidas, #psicologia, #autoconhecimento, #saúdemental, #saúdeemocional, #terapiaonline, #znsp"
172,2020-09-23,"Chegou a hora de repousar os olhos na horizontal, depois das medicações é claro. Descansar em uma boa noite de sono 🤞 💛💛💛💛💛 #setembroamarelo #suicídio #prevençãoaosuicídio #depressão #transtornomental #saúdemental #saúdeemocional #saúdefísica #gratidão #perdão","#setembroamarelo, #suicídio, #prevençãoaosuicídio, #depressão, #transtornomental, #saúdemental, #saúdeemocional, #saúdefísica, #gratidão, #perdão"
175,2020-09-17,Aproveite e marque aqui pessoas que praticam com maestria a Arte da Escuta e demonstre o seu Respeito por elas! Topa?  #SetembroAmarelo #Respeito #SaudeEmocional #Escuta #Valorizar a #Vida,"#SetembroAmarelo, #Respeito, #SaudeEmocional, #Escuta, #Valorizar, #Vida"
177,2020-09-16,"E observem, quem “manda” você fazer nesse tom ofensivo geralmente não faz e não tem ideia da importância. #terapia #saudeemocional","#terapia, #saudeemocional"
180,2020-09-14,"Por mais que não consiga acreditar agora, você é #amada! Por favor, falem com quem quer que seja sobre como tá sentindo, mas escolha por viver só mais um dia que seja  #adoreimeconhecer #ansiedade #saudeemocional #saudemental #setembroamarelo #ansiosa #","#amada, #adoreimeconhecer, #ansiedade, #saudeemocional, #saudemental, #setembroamarelo, #ansiosa"
184,2020-09-10,"Não importa onde você parou, em que momento da vida, sempre é possível recomeçar! Tenha em mente que os momentos difíceis também passam! Estamos juntos Combatente! 💪 . . #promilitares #setembroamarelo #prevencaoaosuicidio #saudeemocional","#promilitares, #setembroamarelo, #prevencaoaosuicidio, #saudeemocional"
199,2020-08-18,"Como se nada disso tivesse acontecido, como se nada disso tivesse sido REAL.  #boanoite #ansiedadenãoéfrescura #ansiedadegeneralizada #ansiedadeamil #psocologia #saudeemocional #terapiafazbem #procureumpsicologo #psicologia #busqueajuda #psicologiaporamor #procureumpsicologo","#boanoite, #ansiedadenãoéfrescura, #ansiedadegeneralizada, #ansiedadeamil, #psocologia, #saudeemocional, #terapiafazbem, #procureumpsicologo, #psicologia, #busqueajuda, #psicologiaporamor, #procureumpsicologo"
209,2020-08-11,"""A mente vai se adaptando aos assuntos com os quais se ocupa"" O Grande Conflito p. 555 @cpbeditora  Nos acostumamos e naturalizamos  os assuntos que permeiam a mente, pensamentos saudáveis geram emoções saudáveis.  #saudeemocional #psicologiaonline #psicologajussaraabreu","#saudeemocional, #psicologiaonline, #psicologajussaraabreu"
211,2020-08-10,"Fechar ciclos é olhar para o passado com gratidão, aproveitar as lições que foram aprendidas e se abrir para novas alegrias que ainda temos a viver. 🙏  #pensoeu #terapia #psicoterapia #saúdemental #saúdeemocional #amorpróprio #ciclos #gratidão #recomeço","#pensoeu, #terapia, #psicoterapia, #saúdemental, #saúdeemocional, #amorpróprio, #ciclos, #gratidão, #recomeço"
214,2020-08-07,Tomei uma decisão extremamente importante pra minha vida.   Vou fazer terapia.  #saudeemocional lá vou eu,#saudeemocional
221,2020-07-30,“Precisamos aprender a depender do outro” Bruna Rocha   #SaudeEmocional #CuidandoDaGente #Braskem,"#SaudeEmocional, #CuidandoDaGente, #Braskem"
223,2020-07-29,"@porvir Muito interessante a matéria!  É fundamental cuidar da saúde emocional dos professores em momentos como estes. São muitos os desafios enfrentados por eles, podendo gerar  sofrimento sem acompanhamento profissional #SaúdeEmocional",#SaúdeEmocional
224,2020-07-29,"Se Deus disser NÃO, você diz AMÉM. Sabendo que Deus é soberano sobre todas as coisas! @paulogabrieloficial #saudeemocional #descomplica #creio","#saudeemocional, #descomplica, #creio"
230,2020-07-23,"Noix tudo é doido... A diferença é que uns tomam remédio, outros tomam remédio que não resolve e há aqueles que não tomam nada #sanidademental #saudeemocional #saudemental #mente #mind #selfcare","#sanidademental, #saudeemocional, #saudemental, #mente, #mind, #selfcare"
240,2020-07-16,O mundo deveria está acordado vendo esse DEBATE...  #ConversaComBial  #saúdemental #saúdeemocional #pazdeespirito #digaSIMaterapiaemocional,"#ConversaComBial, #saúdemental, #saúdeemocional, #pazdeespirito, #digaSIMaterapiaemocional"
246,2020-07-07,"Autocuidado é um processo, não exige pressa, através de pequenos passos, você vai avançando, o que não vale é estacionar. ☺  #autocuidado #poderinterior #autoestima #amorproprio #saudeemocional #façaporvocê #comportamento #psicologia #psicologiapositiva #quarentenapositiva","#autocuidado, #poderinterior, #autoestima, #amorproprio, #saudeemocional, #façaporvocê, #comportamento, #psicologia, #psicologiapositiva, #quarentenapositiva"
247,2020-06-28,"Muito nova para ser velha, muito velha para ser nova. Pois é, a perimenopausa é exatamente essa fase de transição da mulher 40+ #perimenopausa #menopausa #climatério #saúdeemocional #saúdemental #saúdedamulher","#perimenopausa, #menopausa, #climatério, #saúdeemocional, #saúdemental, #saúdedamulher"
248,2020-06-27,Bom demais chegar ao final do dia com a certeza de missão cumprida. #realização #saúdeemocional #livredeensiedade #paz #façaterapia,"#realização, #saúdeemocional, #livredeensiedade, #paz, #façaterapia"
249,2020-06-27,"📍Além de ser humanamente impossível, é totalmente desnecessário querer agradar aos outros o tempo todo.  📍Ninguém veio ao 🌎 para satisfazer, o tempo todo, as expectativas do ‘outro’. 📍Assim como o ‘outro’ não é obrigado a satisfazer as suas.  #ansiedade 🚫 #saudeemocional ✅","#ansiedade, #saudeemocional"
253,2020-06-25,"""A caminhada é o que nos faz evoluir. Fazer psicoterapia com psicóloga auxilia, nesse processo .  Mais no fim a decisão é sua"".  🧠Psicóloga Eliene Duarte.  #psicóloga #psicologaelieneduarte #psicoterapia #cuidados #saudemental #saudeemocional #sesentirbem","#psicóloga, #psicologaelieneduarte, #psicoterapia, #cuidados, #saudemental, #saudeemocional, #sesentirbem"
255,2020-06-24,"Você é aquilo que você lê, ouve e vê!   #Saudeemocional #DesemvolvimentoPessoal","#Saudeemocional, #DesemvolvimentoPessoal"
256,2020-06-23,"Quando alguém perguntar “o que fazer aqui!?” e vc opinar e a pessoa fizer da forma dela, não dê mais opinião. Dê as costas e preserve sua saúde emocional!   #ficaadica #saudeEmocional #VidaLeve #Aprendizado #Gratidao","#ficaadica, #saudeEmocional, #VidaLeve, #Aprendizado, #Gratidao"
260,2020-06-15,"não temos controle do avanço da pandemia, das emoções e pensamentos de outras pessoas, a situação política do país... você consegue identificar o que não tem controle? #ansiedade #ficaemcasa #orientaçoes #autocuidado #saudemental #saudeemocional","#ansiedade, #ficaemcasa, #orientaçoes, #autocuidado, #saudemental, #saudeemocional"
261,2020-06-12,Para a saúde emocional dos #namorados não deposite no outro a responsabilidade da sua felicidade. Cada um reconhecendo e aceitando ser quem é sozinho é mais capaz de ser melhor acompanhado. #diadosnamorados #saúdeemocional,"#namorados, #diadosnamorados, #saúdeemocional"
268,2020-06-03,Como você está lidando com a pandemia? Você foi afetado de alguma forma?   #pandemia #psicologia #atendimentoonline #psicologaclinica #psicologianapratica #escutaacolhedora #semjulgamento #educacao #liberdade #saudeemocional #bemestar #online #acessibilidade #tempo #home #homecar,"#pandemia, #psicologia, #atendimentoonline, #psicologaclinica, #psicologianapratica, #escutaacolhedora, #semjulgamento, #educacao, #liberdade, #saudeemocional, #bemestar, #online, #acessibilidade, #tempo, #home, #homecar"
269,2020-06-03,Crédito Desenho: @vilela.art  #naoentendolacan #podcastnaoentendolacan #psicologia #saudemental #saudeemocional #VidasPretas #Juventudes e #LGBTQ,"#naoentendolacan, #podcastnaoentendolacan, #psicologia, #saudemental, #saudeemocional, #VidasPretas, #Juventudes, #LGBTQ"
271,2020-05-30,"Todo dia quase tenho certeza q peguei corona vírus,graças a minha ansiedade! Quem vive com a ansiedade sabe do q to falando. #SaudeMental #saudeemocional","#SaudeMental, #saudeemocional"
274,2020-05-26,"2/2 ""De qualquer forma a OMS já alerta sobre uma possível segunda onda e a necessidade de manter cuidados de higiene rigoroso."" Segundo informações do Dr. Camilo Campos. #vaipassar #SaudeMental #Saude #saudeemocional","#vaipassar, #SaudeMental, #Saude, #saudeemocional"
275,2020-05-24,"Autoestima tem a ver com gerenciar seus pensamentos, emoções e autoconhecimento. Quanto mais você se conhece, mais precisamente terá a gestão do seu eu e consequentemente autoestima elevada. #saudeemocional",#saudeemocional
276,2020-05-20,Não espere o futuro para comemorar. A vida acontece aqui e agora. #saudeemocional #façaterapia,"#saudeemocional, #façaterapia"
282,2020-05-14,Acordar todo dia com esperança que dias melhores virão e trabalhar pra isso aumenta nossa auto-confiança e diminuiu a ansiedade. Viva o presente e busque fazer algo hoje. #Psicologia #psicologiapositiva #saudemental #saudeemocional #ansiedade,"#Psicologia, #psicologiapositiva, #saudemental, #saudeemocional, #ansiedade"
283,2020-05-12,"Nada mais será como antes( janeiro de 2020, já era)o momento agora é de adaptação e mudança de perspectiva,ou você se ressignifica ou você será engolido pela impotência de não poder fazer nada! #coronavirusnobrasil #saudeemocional #viveronovo","#coronavirusnobrasil, #saudeemocional, #viveronovo"
284,2020-05-09,Enfrentar o medo de errar ou o trauma pelos erros cometidos e não deixar se paralisar. #saudeemocional #diadasmaes,"#saudeemocional, #diadasmaes"
285,2020-05-05,"O pico de manifestações estava previsto p mês 5. Se isso te afeta de forma CONSIDERÁVEL, talvez seja melhor se afastar um pouco das redes sociais.  #SaúdeMental 💛🎗️ #SaúdeEmocional 💜","#SaúdeMental, #SaúdeEmocional"
286,2020-05-04,"“Nossas visões do mundo e de nós mesmos não conservam registros de suas origens,  temos tantos e tão renovados 'pontos cegos cognitivos', que não vemos que não vemos e que não percebemos que ignoramos”. #tcc #equilibrio #saudeemocional #crises #mudança","#tcc, #equilibrio, #saudeemocional, #crises, #mudança"
287,2020-05-04,"Eu na minha loucura, procuro ser consciente das minha insanidades! Mas ainda não sei porque me assusto com a falta de consciência das pessoas em relação as suas insanidades! O pior louco é aquele que se diz sano... #saudeemocional",#saudeemocional
288,2020-05-02,"O ser humano produz sentidos o tempo todo, de forma a dar subsídios para interagir nas vivências cotidianas. Eles são construídos e fluem nas dinâmicas sociais e lidam com as situações e fenômenos a sua volta.  #autoconhecimento #saúdeemocional #cuidadodesi #psicoterapiaonline","#autoconhecimento, #saúdeemocional, #cuidadodesi, #psicoterapiaonline"
289,2020-04-27,Sabe quando o amor verdadeiro nasce? Quando todas as suas imperfeições ficam evidentes e são aceitas.  #amorverdadeiro #imperfeiçoes #saudeemocional,"#amorverdadeiro, #imperfeiçoes, #saudeemocional"
291,2020-04-14,@delmo_terceiro Toda e qualquer tipo de violência trás traumas e deixa marcas. 😞 #saudeemocional,#saudeemocional
292,2020-04-13,"#covid19  #coronavirus  #pisciquiatria #saudemental #saudeemocional É natural experimentar estresse, ansiedade, tristeza e preocupação durante e após uma situação estressante. Ninguém reage da mesma maneira, e seus próprios sentimentos mudarão com o tempo. Observe e aceite (1/12)","#covid19, #coronavirus, #pisciquiatria, #saudemental, #saudeemocional"
293,2020-04-07,"Gente quanto mais vejo os vídeos, mais eu percebo que as pessoas estão ficando perdidas com esta quarentena! #saudeemocional  Ainda bem que quinta-feira tenho terapia online kkk",#saudeemocional
