,date,tweet,hashtags
460,2021-02-20,"Caraca, que filme sensacional esse #EuMeimporto Parabéns @NetflixBrasil",#EuMeimporto
461,2021-02-20,Tá na netflix pra quem n entendeu. I nome é #EuMeimporto ou #ICareALot,"#EuMeimporto, #ICareALot"
462,2021-02-20,meu deus mas que ódio desse filme de #EuMeimporto KKKKKKk os roteiristas queriam MESMO fazer a vilã cool que explora idosos ser amada   vai tomar no cu,#EuMeimporto
464,2021-02-20,Rosamund Pike é a Regiane Alves de Hollywood! Como eu amo te odiar.. e no novo filme I Care a Lot (Eu me importo) não foi diferente!!! #Netflix #ICareALot #EuMeimporto @RegianeAlves,"#Netflix, #ICareALot, #EuMeimporto"
466,2021-02-20,O filme começou bem mas o segundo ato me deixou desanimado... O terceiro ato parece me decepcionar #EuMeimporto #Netflix,"#EuMeimporto, #Netflix"
468,2021-02-20,"muito boooom, final melhor ainda  #EuMeimporto",#EuMeimporto
469,2021-02-20,"Chocada que é a Eiza em #EuMeimporto tá c uma carinha de bb q me lembrava alguém, só não sabia quem kkk",#EuMeimporto
470,2021-02-20,finalmente um final digno #EuMeimporto,#EuMeimporto
471,2021-02-20,Que filme phoda! @NetflixBrasil #EuMeimporto,#EuMeimporto
473,2021-02-20,"2021 é mesmo o ano de Eiza González (@eizamusica): Godzilla vs Kong nos cinemas, debute no Brasil com #AmoresVerdadeiros e sua estreia na Netflix, com #EuMeImporto. Gosto muito! 💕","#AmoresVerdadeiros, #EuMeImporto"
474,2021-02-20,Rosamund Pike faz a gente sempre terminar os filmes com ela a odiando. Um dom de gerar o ódio. Eu fico muito indignada #eumeimporto #netflix,"#eumeimporto, #netflix"
476,2021-02-20,A fotografia desse filme é linda. Deixa os atores mais bonitos do que já são #EuMeImporto,#EuMeImporto
477,2021-02-20,Estou fazendo uma sessão @NetflixBrasil ... Assisti ao filme #EuMeimporto adorei!!! Assisti ao #AVozSupremadoBlues... muito muito bom. E agora estou no terceiro episódio de #OlhosQueCondenam... Tô chorando aqui... muito Foda... Quero assistir outro filme depois o que indicam???,"#EuMeimporto, #AVozSupremadoBlues, #OlhosQueCondenam"
478,2021-02-20,@justanothertown Eu tô com tanto ranço da cara de vocês... que inferno.  Não dava pra pegar aqueles diamantes e liberar a velhinha? PORRA #ICareALot #EuMeimporto,"#ICareALot, #EuMeimporto"
479,2021-02-20,#EuMeimporto é a prova de que gente ruim só se dá bem ✌🏾,#EuMeimporto
481,2021-02-20,Até em um filme de trambiqueiras as gay não tem um final feliz pqp #EuMeimporto,#EuMeimporto
482,2021-02-20,Só a #RosamundPike consegue me fazer ficar apaixonada por uma psicopata louca. #ICareALot #ICareALotNetflix #EuMeimporto,"#RosamundPike, #ICareALot, #ICareALotNetflix, #EuMeimporto"
485,2021-02-20,"o mafioso mais incompetente que eu já vi, passei tanta raiva que se n fosse a rosamund pike eu não ia aguentar assistir #EuMeImporto",#EuMeImporto
487,2021-02-20,Nunca achei que ia torcer pra uma ladra de idosos. Quer ver um casal sáfico trambiqueiro? Veja  #EuMeimporto na Netflix,#EuMeimporto
488,2021-02-20,Assisti #EuMeimporto #ICareALot e tava achando foda ai veio o final e estragou tudo 🤡,"#EuMeimporto, #ICareALot"
489,2021-02-20,o filme era perfeito até o final chegar q lixo #EuMeimporto,#EuMeimporto
490,2021-02-20,"E esse filme hein #EuMeimporto Jesus, relação de amor e ódio com a Marla.. o final foi meio termo, mas foi bem típico",#EuMeimporto
491,2021-02-20,"Esse filme da Netflix ""Eu me importo"" tinha tudo para ser bom, mas foi bem meia boca. Muito enrolado, com uns bandidos bem incompetentes. O final até que é bom, o difícil é aguentar quase duas horas pra chegar nele 🤣 #ICareALot #EuMeimporto","#ICareALot, #EuMeimporto"
492,2021-02-20,Rosamund Pike me fez ter muita raiva nesse filme novo da @NetflixBrasil  Olhei pra ela e disse: atriz! #EuMeImporto #ICareALot,"#EuMeImporto, #ICareALot"
493,2021-02-20,Melhor filme da vida mds  #EuMeimporto,#EuMeimporto
494,2021-02-20,"[ALERTA DE SPOILER]   casal safrico meio bonnie e clyde  trilha sonora TODA eletrônica jogo de câmera em espiral efeito orange&amp;teal com AZUL! enquadramento/colorometria perfeitos, clássicos mas com sofisticação e tecnológicos plot twist de milhões  vai ser premiado #EuMeimporto",#EuMeimporto
495,2021-02-19,"Se alguém estava desejando q a Marla se desse bem, tem q rever suas opiniões sobre as coisas da vida #EuMeimporto parabéns @NetflixBrasil q filme foda, comemorei muito o final kkkk",#EuMeimporto
496,2021-02-19,vem ai Garota Exemplar 2.0? #EuMeimporto,#EuMeimporto
497,2021-02-19,"Um filme bom pro fds?  #EuMeimporto   Você passa raiva, mas é bom.",#EuMeimporto
498,2021-02-19,Esse filme foi uma tortura de ver. #EuMeimporto,#EuMeimporto
499,2021-02-19,Dinheiro sujo não compra sucesso🤷 #EuMeimporto #Netflix,"#EuMeimporto, #Netflix"
500,2021-02-19,"Depois de quase morrer no Mc Donald's, estou eu jogado no sofá dando ibope a @NetflixBrasil, me rendi total ao capitalismo. #EuMeimporto",#EuMeimporto
501,2021-02-19,Vamos assistir mais um filminho na #Netflix #EuMeimporto,"#Netflix, #EuMeimporto"
502,2021-02-19,Parem de assistir Eu Me Importo da Netflix faltando 8:00 minutos pra final ao teremos o q merecemos #EuMeimporto,#EuMeimporto
503,2021-02-19,Assistindo o filme #EumeImporto. Cara que crueldade de ambas as partes!,#EumeImporto
504,2021-02-19,Gostei do Filme. Nota 8.0 As sapas ia ter o final que tudo mundo sempre pede(feliz) nos acréscimos aconteceu o acontecido 😔 #EuMeImporto,#EuMeImporto
507,2021-02-19,Acabei de ver “Eu me importo” ele começa dando raiva e termina dando raiva kkkk  Ah e as protagonistas são vilãs e lgbts!   Eu ameii!! E to indicando pra vocês verem nesse fds tmbm 😊   #EuMeimporto #Netflix,"#EuMeimporto, #Netflix"
508,2021-02-19,Pelo menos ela teve o que mereceu no final kkkkkk #EuMeImporto,#EuMeImporto
510,2021-02-19,"A Marla e Fran tinham muita química, eu amei! Um filme de sapatão sem todo aquele drama hétero se descobrindo e família enchendo o saco, finalmente! #ICareALot #EuMeimporto","#ICareALot, #EuMeimporto"
511,2021-02-19,#EuMeimporto filme foda pena que não me deixaram assistir o final .,#EuMeimporto
514,2021-02-19,eu gostei do filme mas xente...PRA QUE matar a muié no fim do filme????????????????  #EuMeimporto,#EuMeimporto
515,2021-02-19,Tem 20min q estou assistindo Eu me importo na Netflix e eu estou num ódio!! PQP!!!  Não sei se consigo assistir!! #queódio #eumeimporto #netflix,"#queódio, #eumeimporto, #netflix"
520,2021-02-19,"tinha tudo pra ser perfeito, como eles fizeram isso??? #EuMeimporto",#EuMeimporto
522,2021-02-19,Acabei de assistir #EuMeimporto #ICareALot e tô –,"#EuMeimporto, #ICareALot"
523,2021-02-19,"Melhor coisa é ela morrendo no final, jurei q ia se dar bem. Q satisfação  #EuMeimporto",#EuMeimporto
524,2021-02-19,"Assistindo #EuMeImporto e torcendo pra chegar logo a hora que o Anão Mafioso vai esfregar a cara dessa golpista vagabunda no asfalto, and more.  Lembrem-se crianças: violência sempre é a resposta.  #ICareALot","#EuMeImporto, #ICareALot"
525,2021-02-19,"Esse filme #EuMeimporto é bom, porém pesado.",#EuMeimporto
526,2021-02-19,Porra @netflix tem que matar toda vez ?? Você não Se Importa com a gente  #eumeimporto,#eumeimporto
527,2021-02-19,essa sapataum é fdp né porra do jeito q o diabo gosta e eu tbm kkkkk #EuMeimporto,#EuMeimporto
528,2021-02-19,"O novo filme da Netflix #EuMeImporto  é sensacional com Rosamund Pike de a garota exemplar e o Tyrion de GOT, é um jogo ente vilões, não há mocinhos, você fica em dúvida para quem torce. Trilha, elenco, roteiro tudo perfeito. ASSISTAM!!",#EuMeImporto
529,2021-02-19,Obrigada @NetflixBrasil @netflix o filme #eumeimporto é TUDO!!!!!!,#eumeimporto
530,2021-02-19,Que filme é esse mia gente?? #EuMeImporto,#EuMeImporto
531,2021-02-19,"Pqp, o filme ""Eu me importo"" da @NetflixBrasil é tudo ♡ imperdível, rasô   #Eumeimporto  #filme  #Netflix","#Eumeimporto, #filme, #Netflix"
532,2021-02-19,Aí gente desculpa mas queria ser uma Marla Grayson #Eumeimporto,#Eumeimporto
533,2021-02-19,Prevejo essa velhinha acabando com o esquema da loira #eumeimporto,#eumeimporto
534,2021-01-31,"Passando pra lembrar que a tia da merenda ,a(o) tia(o) do portão, a(o) tia(o) da limpeza , o pessoal do apoio e da secretaria são tão importantes quantos os professores ! #EuMeImporto",#EuMeImporto
536,2021-01-25,Na aula de hoje a frase que se resumi é #eumeimporto. #escolaempreendedora @Embaixadoresedu @sebrae,"#eumeimporto, #escolaempreendedora"
537,2021-01-16,@welribeiro @tferrer_ @gustagasparetto E com @leogodoes tb ne.. nao que alguem se importe com ele. #leozei #eumeimporto,"#leozei, #eumeimporto"
539,2020-12-11,Quem se importa se mais uma luz se apagar? Em um céu de um milhão de estrelas ? #Eumeimporto!,#Eumeimporto
540,2020-12-10,"E DIGO MAIS DEIXAR ME IMPORTAR NUNCA FOI, NÃO É  E NEM NUNCA SERÁ OPÇÃO PRA MIM, PQ ME IMPORTAR COM AS PESSOA NÃO UMA MERA CARACTERÍSTICA QUE TENHO!!! ME IMPORTAR É 90% DO QUE SOU!!!! EU SOU UMA PESSOA QUE SE IMPORTA COM AS PESSOAS!!! #voceeimportantepramim #eumeimporto","#voceeimportantepramim, #eumeimporto"
542,2020-10-01,"A campanha do Outubro Rosa não pode ficar apenas nas palavras ou no papel, ela precisa ser uma atitude. E para isso acontecer, depende de nós! Uma pela outra, vamos nos ajudando. Podem contar comigo e eu vou contar com vocês. 💖  #eumeimporto #outubrorosa #outubromaisquerosa","#eumeimporto, #outubrorosa, #outubromaisquerosa"
543,2020-09-23,"VII ENOP - Encontro Nacional de Obras Públicas. Excelente oportunidade para qualificação, atualização e troca de informações e experiências entre profissionais de engenharia de todo o Brasil. #eumeimporto",#eumeimporto
544,2020-09-19,"@raulveiga Raul, sua fragilidade só revela que vc é humano. Dependa do único que pode te ajudar: o Seu Criador! Volte-se para Ele e peça Sua ajuda. Estou aqui se precisar de ajuda para falar com Ele. Vc é importante demais para ficar nesse lugar de dor. #eumeimporto",#eumeimporto
545,2020-08-13,@lisboaaa_ eu denuncio se vc postar meudeus essa vergonha não deixo vc passar #EuMeImporto,#EuMeImporto
546,2020-07-14,"Quase 2 milhões de infectados, quase 75 mil mortos (e eu nem acredito nestes números porque a gente não testa todos) e são quantos aviões que caíram mesmo??? Já está na hora de se importar? #eumeimporto",#eumeimporto
547,2020-07-10,Pessoal como vai a saúde do nosso Presidente da República? Achei tão chique !!!nunca perguntei na vida por um antes...#eumeimporto,#eumeimporto
549,2020-06-17,"#eumeimporto Você sabia? ❌ Saiba como funciona o passo a passo da campanha “Sinal vermelho contra a violência doméstica na pandemia”. Se uma mulher chegar, em uma farmácia, com um “X” vermelho na palma da mão, a vítima sinaliza que está em situação de violência.",#eumeimporto
550,2020-06-10,@dyana_ferrer @cynaramenezes Eu super apóio a derrubada do Bola Gato. #EuMeImporto,#EuMeImporto
551,2020-06-07,"Fico impressionado com a agressividade do Pr. da Fund. Palmares. Como tem prazer em atacar a história dos negros.  Pessoas q foram subjugadas por séculos; com perseguições, escravidão e, infelizmente, ainda, nos dias de hj sofrem com situações de odioso preconceito. #eumeimporto",#eumeimporto
552,2020-06-07,@andretrig @eurenesilva Minha avó sempre disse... de cortar o coração saber que é um rito de passagem de geração a geração.  Que bom que dói ouvir isso. #EuMeImporto 🤗,#EuMeImporto
553,2020-06-07,"""Não quero ter razão, só quero todos vivos!""  #COVID19  #eumeimporto","#COVID19, #eumeimporto"
554,2020-06-04,"NÃO importa o que você está passando, eu me importo e quero te ajudar a passar por isso! #nãoaossuicídios #eumeimporto","#nãoaossuicídios, #eumeimporto"
555,2020-06-02,"a parada tá tão pesada que até o que a gt já sabia, chateou😞  ...   #eumeimporto",#eumeimporto
557,2020-05-20,"Direita e esquerda deveria tomar KY, porque pra tomar no cu o KY é o mais recomendado e não tem contra indicação é a base de água, água minha filha. 😎💦 #indignaNação #amigxsdaanalira #eumeimporto #ficaemcasa #eumedesafiei #queroiralem #amigxsdaanalira #eternamenteElenao","#indignaNação, #amigxsdaanalira, #eumeimporto, #ficaemcasa, #eumedesafiei, #queroiralem, #amigxsdaanalira, #eternamenteElenao"
559,2020-05-09,@andretrig Em luto pelas famílias e vidas que se foram. #Eumeimporto.😭😭😭,#Eumeimporto
560,2020-05-03,"outro. Se tivéssemos pensado que quanto mais rápido aderíssemos as orientações da OMS, mais rápido sairíamos dessa. Possivelmente o quadro seria outro. #empatia #compaixao #eumeimporto #pessoasimportam #edai #naosaonumeros","#empatia, #compaixao, #eumeimporto, #pessoasimportam, #edai, #naosaonumeros"
561,2020-04-29,"Pela empatia e solidariedade aos familiares e amigos de milhares de brasileiros que tiveram suas vidas ceifadas pelo novo Covid-19, eu digo ... ""Eu estou aí pra vocês!!!""... #eumeimporto",#eumeimporto
562,2020-04-29,"@felipeneto Profundo o sentimento de repulsa, pelo descaso (E daí?) do @jairbolsonaro  eu respondo #Eumeimporto",#Eumeimporto
567,2020-04-26,Todos Nessa Luta por respeito e justiça #violênciaContraAmulher #Basta #EuMeImporto #Denuncie #Disque180,"#violênciaContraAmulher, #Basta, #EuMeImporto, #Denuncie, #Disque180"
568,2020-04-23,Nesse momento de #quarentena estamos fazendo nossos cultos ao vivo pelo Instagram: @lagoinhavicosa_ e pelo Facebook: Lagoinha Viçosa. Estamos com devocionais publicados no YouTube: Lagoinha Viçosa TV.  #quarentena #lagoinhavicosa  #eumeimporto,"#quarentena, #quarentena, #lagoinhavicosa, #eumeimporto"
570,2020-04-02,"Bom Dia, galera do bem! 'Olá Tem alguém aí? 🎤 Apenas acene se puder me ouvir🎤 👋 Tem alguém em casa? 🎤 Vamos lá.'🎤 Acene, para eu saber que estão bem!👋👍🙋‍♀️ #EuMeImporto",#EuMeImporto
572,2020-03-25,"@JanainaDoBrasil Não consumam - Madero - Havan - Record, se lembrarem de mais alguém ou empresa atualizem a lista se eles não se importam eu me importo #EUMEIMPORTO",#EUMEIMPORTO
573,2020-03-24,Ainda antes que houvesse dia. EU SOU e nenhum dos meus planos podem ser impedidos. Agindo Deus quem impedirá? #pregadores #Deus #Jesus #JesusChrist #vidareal #vida #eumeimporto #palavradeDeus #Biblia #Bibliasagrada,"#pregadores, #Deus, #Jesus, #JesusChrist, #vidareal, #vida, #eumeimporto, #palavradeDeus, #Biblia, #Bibliasagrada"
574,2020-03-21,Depressão não é frescura Suicídio não é a saída #Eumeimporto Se quiser  pode conversar  comigo,#Eumeimporto
575,2020-03-19,"#faixaespecialsportv 😭 união e amor ao próximo, tudo que comandante país desconhece,  só isso  nos levará a vencer esse momento assustador #ninguemperdeporserbom #amor #eumeimporto #cuidese","#faixaespecialsportv, #ninguemperdeporserbom, #amor, #eumeimporto, #cuidese"
577,2019-11-26,Hoje foi intenso... Muita chuva na capital baiana. Que sejamos solidários aos que sofrem por não ter um cobertor ou um teto.  #solidariedade #políticaspúblicas #generosidade #eumeimporto,"#solidariedade, #políticaspúblicas, #generosidade, #eumeimporto"
578,2019-11-10,Tenham um pastor maravilhoso como o meu e falhem miseravelmente!!  #MelhorEscolha #EuMeImporto,"#MelhorEscolha, #EuMeImporto"
580,2019-10-17,"@Kleyssantos PRONTO, OLHA BEM A SUA BOCA PRA FALAR DO ADAM SANDLER SEU SACO DE LIXO, mais tarde vou postar sobre setembro amarelo e doenças psicologicas no meu perfil pq #eumeimporto",#eumeimporto
581,2019-09-23,"Seja aonde você estiver e como estiver , VOCÊ É IMPORTANTE!!!  #EuMeImporto",#EuMeImporto
582,2019-09-18,@vavaost Amo nossa amizade... Qlq coisa dá o grito... 😘 #EuMeImporto,#EuMeImporto
583,2019-09-18,"Nem todos os dias o sol brilha. Nem todos os dias as flores exalam perfume. Nem sempre você encontrará pessoas comprometidas com o amor.  Mas todos os dias a vida nos chama para amar, pois tem muita gente sedenta de amor e gente demais azeda de rancor.  #EuMeImporto",#EuMeImporto
584,2019-09-02,"Não se iluda.  6. Ou você se importa ou você de fato não se importa; 7. A dor, a miséria e as injustiças do mundo te afetam ou não te afetam; 8. Ou você comemora a morte ou você celebra a vida;  #dor #miseria #injustica #afeto #morte #vida #eumeimporto 💙","#dor, #miseria, #injustica, #afeto, #morte, #vida, #eumeimporto"
585,2019-08-31,"A Justiça Social é responsabilidade de TODOS NÓS, a luta por essa conquista deve ser INCANSÁVEL.. Esses candidatos eu confio para  representar nossas crianças.  #PoliticaSeFazConversando #MarqueEssaIdéia ! #AvanteJovem #AvanteMesquita #Eumeimporto #ElainedaONG05","#PoliticaSeFazConversando, #MarqueEssaIdéia, #AvanteJovem, #AvanteMesquita, #Eumeimporto, #ElainedaONG05"
586,2019-08-20,@oco_mundo #EuMeImporto também,#EuMeImporto
587,2019-08-20,"@jarro_de_flor Eu sempre paro pra ler  Sempre olhando com curiosidade sobre o momento da pessoa. Muitos precisam de atenção, uma palavra, um sorriso, um olá, pra sentirem fazendo parte e que alguém se importa. Mas aqui nem sempre é assim, as pessoas simplesmente seguem suas vidas.  #EuMeImporto",#EuMeImporto
588,2019-07-01,"Quer agradar o coração de Deus? Ame os filhos de Deus, ame o próximo do Eterno. #EumeImporto",#EumeImporto
590,2019-06-24,Seja feliz independente de quem você ame.  #pride  #TodoAmorDoMundo  #eumeimporto #sejafeliz,"#pride, #TodoAmorDoMundo, #eumeimporto, #sejafeliz"
591,2019-06-04,🇺🇸 more amiable more than they come #iCare  🇧🇷 mais amável mais do que eles vêm #EuMeImporto,"#iCare, #EuMeImporto"
592,2019-06-03,@iamdouglasb eu só quero o seu bem #eumeimporto,#eumeimporto
593,2019-05-23,@JuliaoPacheco @VANS_66 @vansdobrasil @Pixar @toystory Mas eu gosto dele mesmo assim #eumeimporto rsrs   Mostra p ele Julião...  Adoro vcs #papotorto #imaginajuntas,"#eumeimporto, #papotorto, #imaginajuntas"
594,2019-05-17,Vamos para o ENEF que começa no dia 20/04 #eumeimporto #vemprompaef,"#eumeimporto, #vemprompaef"
603,2019-05-17,"@BancodoBrasil @Itaucard @itau @VisaBR @bancopan @MeliuzOficial @MastercardBR @Bradesco @credicard E aí, já aderiram ao MPAEF? E a Semana ENEF? #VemproMpaef #SemanaENEF #eumeimporto Cc: @nathaliaarcuri","#VemproMpaef, #SemanaENEF, #eumeimporto"
604,2019-05-17,Vem você também pra essa causa! Porque a educação liberta!#VemProMpaef #EuMeImporto,"#VemProMpaef, #EuMeImporto"
605,2019-05-16,Valeu @Bancointer por fazer parte desse movimento. E ser amigo da enef!!! E apoiar a causa!!!! Muito feliz!!! #eumeimporto #VEMPROMPAF @nathaliaarcuri,"#eumeimporto, #VEMPROMPAF"
606,2019-05-16,"@jotiscoski @itau @Bancointer Estamos juntos nessa, Jo 🤘 Teremos muitas novidades na próxima semana! Fica de 👀 #EuMeImporto",#EuMeImporto
609,2019-05-16,O Brasil pela educação financeira!!! #vemprompaef #eumeimporto,"#vemprompaef, #eumeimporto"
610,2019-05-16,@falanext Vocês conhecem a @nathaliaarcuri?? Ela tá com um projeto muito legal pra divulgar a enef. Quero ver vocês ajudando ela na divulgação pra salvar o Brasil. Abraços #vemprompaef #eumeimporto,"#vemprompaef, #eumeimporto"
616,2019-05-16,@nubank vocês estão ajudando tanto os brasileiros na desfudencia nacional !! Apoia a Nath aí na Semana Nacional de Educação Financeira e #vemprompaef meu roxinhooo lindooo !!! ❤️  #MePoupe #ENEF #Nubank #eumeimporto,"#vemprompaef, #MePoupe, #ENEF, #Nubank, #eumeimporto"
617,2019-05-16,Obrigado pelo apoio @Bancointer #VemproMPAEF #eumeimporto,"#VemproMPAEF, #eumeimporto"
624,2019-05-16,@agibank Legal que estejam atendendo pelo twitter. Mas deveriam fazer mais pela educação financeira no Brasil. Por quê não estão participando do #vemprompaef com a  @nathaliaarcuri ?   @mepoupenaweb   #eumeimporto,"#vemprompaef, #eumeimporto"
630,2019-05-16,@ricocomvc #VEMPROMPAEF #EUMEIMPORTO VAMOS AJUDAR  👏👏👏👏,"#VEMPROMPAEF, #EUMEIMPORTO"
632,2019-05-16,"@itau, @Bancointer e @Bradesco(minha mãe), vamos entrar no #vemprompaef, por favor, eu tenho conta no dois primeiros e uso o terceiro por canta da minha mãe.  Vamos nos juntar ao #vemprompaef. #eumeimporto","#vemprompaef, #vemprompaef, #eumeimporto"
635,2019-05-15,@BancoOriginal @BancodoBrasil @santander_br @Bradesco @itau @Caixa #VEMPROMPAEF #eumeimporto Colaborem com a educação financeira do país!,"#VEMPROMPAEF, #eumeimporto"
638,2019-05-15,@santander_br Que tal apoiar a educação financeira pra PF e PJ? #vemprompaef #eumeimporto e vcs?,"#vemprompaef, #eumeimporto"
640,2019-05-15,"Vamos lá ""bancões""! Vamos fazer a diferença! @Bradesco , @santander_br Vamos divulgar a semana ENEF. Coloca lá a corujinha na sua plataforma. #vemprompaef  #eumeimporto","#vemprompaef, #eumeimporto"
645,2019-05-15,Assistindo agr ao pronunciamento da CEO @nathaliaarcuri #eumeimporto #MPAEF,"#eumeimporto, #MPAEF"
647,2019-05-15,@BancodoBrasil @nubank @Caixa vamos por a corujinha #vemprompaef  #eumeimporto,"#vemprompaef, #eumeimporto"
656,2019-05-15,Uuuuiaaa..tava esquecendo 💯orrrr @xpinvestimentos #vemprompaef 🦉 #MePoupe #eumeimporto #SemanaEnef @nathaliaarcuri,"#vemprompaef, #MePoupe, #eumeimporto, #SemanaEnef"
658,2019-05-15,@aninhacs78 @nathaliaarcuri Até suei frio qdo ela falou disso.. kkk medo! #eumeimporto,#eumeimporto
663,2019-05-15,Vamos por a corujinha pra mostrar que vcs se importam @itau @bradesco @Santander #vemprompaef #eumeimporto,"#vemprompaef, #eumeimporto"
665,2019-05-15,#vemprompaef @santander_br @nathaliaarcuri @MastercardBR @Visa como cliente #eumeimporto com a educação financeira!,"#vemprompaef, #eumeimporto"
667,2019-05-15,Alooouuu @bancosantander e @itau #vemprompaef porque #eumeimporto com o Brasil e queremos junto com a @nathaliaarcuri ajudar ainda mais nosso país!!!!,"#vemprompaef, #eumeimporto"
668,2019-05-15,"@itau  #eumeimporto #vemprompaef, se junta à @nathaliaarcuri e ajuda o Brasil na educação financeira. Nunca te pedi nada.","#eumeimporto, #vemprompaef"
672,2019-05-15,@bancointer @nubank @nathaliaarcuri vem pro #mpaef #eumeimporto,"#mpaef, #eumeimporto"
673,2019-05-15,#vemprompaef vamos lá @nubank @Bancointer @itau #eumeimporto vamos divulgar educação financeira,"#vemprompaef, #eumeimporto"
674,2019-05-15,#vemprampaef #eumeimporto @nathaliaarcuri @mepoupenaweb por um país mais igual! #vemprompaef,"#vemprampaef, #eumeimporto, #vemprompaef"
675,2019-05-15,#VEMPROMPAEF alô @Bradesco vamos ajudar a semana da educação financeira! @nathaliaarcuri @mepoupenaweb  #EuMeImporto,"#VEMPROMPAEF, #EuMeImporto"
676,2019-05-15,"@MastercardBR #VemPraMPAEF Precisamos de educação financeira em nosso país, um movimento que eleve o grau financeiro da população. Conhecimento é poder!! #EuMeImporto #MePoupe","#VemPraMPAEF, #EuMeImporto, #MePoupe"
685,2019-05-15,"Alô @itau , @BancodoBrasil , @nubank, #VemProMpaef Estou com @nathaliaarcuri porque #eumeimporto","#VemProMpaef, #eumeimporto"
687,2019-05-15,Estou com a @nathaliaarcuri porque #eumeimporto #vemprompaef,"#eumeimporto, #vemprompaef"
689,2019-05-15,"@itau #vemprompaef! #eumeimporto, e vocês? Mostra que vocês fazem mais que bicicleta para mudar o Brasil","#vemprompaef, #eumeimporto"
694,2019-05-15,#eumeimporto Sousa-PB 🦖,#eumeimporto
701,2019-05-11,"1:13 Já assisti manto e adaga agora dormir... amanhã tem o ultimo jogo da temporada, vou acompanhar a narração da galera pra colocar algo em prática 😍  #Eumeimporto @ManUtdWomen",#Eumeimporto
703,2019-05-05,MEU CHAT OU WHATSAPP  (19 99208-5769) ESTÁ DISPONÍVEL PRA VOCÊ QUE ESTÁ PENSANDO EM SUICÍDIO   É só chamar!   #SuaDorNaoÉSoSua #EuMeImporto,"#SuaDorNaoÉSoSua, #EuMeImporto"
705,2019-04-08,"Atiram por engano ou até mesmo por ser negro e depois dizem que foi por engano, ate quando isso? #EuMeImporto  #VidasNegrasImportam","#EuMeImporto, #VidasNegrasImportam"
706,2019-04-08,＃Eumeimporto,
707,2019-04-02,"Hj e dia da conscientização do #autismo! #Inclusão não é favor, é direito! Vamos reservar #5minutosproautismo pra aprender um pouco o que é #autismo e como #familiasautistas sao tocadas 💙  Pq abril é azul 💙 e #eumeimporto 💙","#autismo, #Inclusão, #5minutosproautismo, #autismo, #familiasautistas, #eumeimporto"
708,2019-03-18,"coletivo da população. Todos unidos formando força em prol da nossa Lagoa, de onde milhares de famílias tiram seu sustento. 📷 @leonajogada #cabofriense #cabofrio #tricolorpraiano #lagoadeararuama #eumeimporto #futebol #meioambiente #riodejaneiro #laguna #araruama","#cabofriense, #cabofrio, #tricolorpraiano, #lagoadeararuama, #eumeimporto, #futebol, #meioambiente, #riodejaneiro, #laguna, #araruama"
709,2019-03-18,#eumeimporto Malhação fazendo a diferença na TV,#eumeimporto
712,2019-03-18,Tema importante pra sociedade repensar #eumeimporto,#eumeimporto
715,2019-03-18,Malhação mostrando a importância da acessibilidade!!! #EuMeImporto,#EuMeImporto
719,2019-03-18,Por mais acessibilidade. Todos têm o direto de ir e vir sem dificuldade. #EuMeImporto,#EuMeImporto
720,2019-03-18,#eumeimporto Muito legal,#eumeimporto
721,2019-03-18,Malhação abordando temas super importantes!!! ♥️ #eumeimporto #malhação,"#eumeimporto, #malhação"
724,2019-02-11,#De_todas_as_quartas #EuMeImporto Fevereiro 2019,"#De_todas_as_quartas, #EuMeImporto"
725,2019-02-04,Hoje é o Dia Mundial de Combate Ao Câncer e quero deixr um lembrete para vocês mantenham hábitos saudáveis para a prevenção da doença e mantenham seus exames em dia! #EuMeImporto #DiaMundialDoCancer #...,"#EuMeImporto, #DiaMundialDoCancer"
726,2019-02-02,Então vamos cumprir o ide do senhor 💖 #chamados #eumeimporto #deusébomotempotodo #jesusélindo #pastoreiio #criancaslindas #turminhadatiaalinne💝🐝🐞🐶🐷🐸,"#chamados, #eumeimporto, #deusébomotempotodo, #jesusélindo, #pastoreiio, #criancaslindas, #turminhadatiaalinne"
730,2019-01-21,"Atenção navegação ⚓: Enquanto a criançada se diverte no parquinho, os pais podem saborear as delícias do nosso cardápio!😋😂 #vemproporto #ancoreaqui #juntesuatripulação #eumeimporto #portobrasil #pituba #vilas #vilasdoatlântico #ondecomeremsalvador","#vemproporto, #ancoreaqui, #juntesuatripulação, #eumeimporto, #portobrasil, #pituba, #vilas, #vilasdoatlântico, #ondecomeremsalvador"
731,2019-01-20,"Eu só digo uma coisa: quem diabos se importa? Na república das bananas o senador assassino(Aécio Neves) anda tranquilamente pelas ruas, quem acha que os biroliros vão ser punidos vive no fantástico mundo de bob!  #eumeimporto #esperandogentecomcoragem #irprotestar","#eumeimporto, #esperandogentecomcoragem, #irprotestar"
733,2019-01-04,"O que faria se chegasse em casa, ao olhar a cama do seu filho(a), e ela está vazia, porque ele(a) está desaparecido.  #Eumeimporto",#Eumeimporto
735,2018-12-26,@EmillyC_34 Vc acha isso pra não precisa ser assim. Quando quiser desabafar estarei aqui. #EuMeImporto,#EuMeImporto
