,date,tweet,hashtags
67,2021-03-08,Fé nos #setembroamarelo de taubaté: na hora de dizer que temos que prezar pela saúde mental dos outros 😍😍😍  na hora de realmente ter empatia com pessoas que tem transtornos 🤮🤮🤮,#setembroamarelo
68,2021-03-06,Vocês ja pensaram sobre como podem ajudar um monte de gente que nesse lockdown se sentiu sozinho e tem tendências suicidas? Nao que seja o meu caso. Mas é o caso de muita gente . EU NÃO ESPERO #SetembroAmarelo chegar. E você?,#SetembroAmarelo
70,2021-03-02,"Eiii?  Sei que você não está bem, mas não se preocupe é só uma fase (assim como a lua)... VAI PASSAR.  VOCÊ CONSEGUE  VOCÊ É MAIS FORTE DO QUE IMAGINA  EU TE ENTENDO  VOCÊ É NECESSÁRIO  NÃO DESISTA  #setembroamarelo #bad #triste #naoestoubem #voceéforte #nãodesista #suicidio","#setembroamarelo, #bad, #triste, #naoestoubem, #voceéforte, #nãodesista, #suicidio"
71,2021-02-28,n ia falar nd n mas esse povo aí respondendo a brincadeira dos pontinhos c ctz são os msms q dps postam #setembroamarelo e frasesinha empática nas fotinhas do insta kkkkkkk,#setembroamarelo
74,2021-02-28,"E isso realmente machuca ,pq eles não sabem o quanto afeta minha autoestima ,e pior de tudo é essa bagaça o ano todo para chegar setembro e eles aparecer no Facebook com #setembroamarelo.",#setembroamarelo
75,2021-02-26,"Os administradores, NÃO OS ESTADOS, precisam ser responsabilizados pelos malefícios e atentados contra a saúde mental dos cidadãos. Toques de recolher e confinamentos causam suicídios.  #lockdowncausasuicídio   #Setembroamarelo em fevereiro.","#lockdowncausasuicídio, #Setembroamarelo"
76,2021-02-25,"No momento, fazendo um paralelo entre o mito de Sísifo, questões filosóficas e os conceitos de Nietzsche já pensando no #setembroamarelo",#setembroamarelo
79,2021-02-23,Quando ela se suicidar quero ver textinho na internet em   #setembroamarelo,#setembroamarelo
80,2021-02-23,"a internet é a maldição do século, é maneiro ri do próximo, mas se o próximo conquista algo ninguém deseja os parabéns! é maneiro ver o sofrimento alheio, mas quando chega setembro é ""#setembroamarelo pq a depressão existe"", ah vai tomar no cu!",#setembroamarelo
81,2021-02-21,CAIO TEM QUE IMUNIZAR A KAROL…Tá sendo perseguida….somos a favor da saúde mental…humilharam ela e pode ficar por isso? NUNCA! #SETEMBROAMARELO,#SETEMBROAMARELO
82,2021-02-21,Pessoas diz o tempo todo estamos aqui se precisar quando vc tem depressão ansiedade. As mesma q coloca apoio do Setembro amarelo na rede social te vira as costas #ansiedade #depressao #setembroamarelo,"#ansiedade, #depressao, #setembroamarelo"
85,2021-02-19,"Diversos temas, diversas personalidades entrevistadas, fiz especiais para a campanha #SetembroAmarelo e para as #Eleições2020 pelo Instagram e pelo YouTube.","#SetembroAmarelo, #Eleições2020"
86,2021-02-18,sabe qual é o foda da nossa geração? é que aqueles que colocam #setembroamarelo sao os primeiros a atacarem tua insegurança. enfim a hipocrisia,#setembroamarelo
87,2021-02-18,@ilyshi_ nossa que triste amg e muito triste ter #depressao serio #setembroamarelo ainda bem que nao e setembro,"#depressao, #setembroamarelo"
88,2021-02-16,@guiowo_ para cara to brincando #setembroamarelo,#setembroamarelo
89,2021-02-16,"É muito fácil falar pra pessoa procurar ajuda, mas quando ela precisa ninguém consegue perceber. Elas pedem sem falar, é difícil falar, é preferível fingir que nada tá acontecendo, mas tudo ainda tá desmoronando por dentro. Em setembro tem #  #setembroamarelo que vocês falam né",#setembroamarelo
90,2021-02-15,"A galera altera o ano todo e posta # no #setembroamarelo  A empatia vem em ações não em # 1x por ano. Achar ele chato, ok, tratar como piada o que não é engraçado, não.",#setembroamarelo
91,2021-02-14,"#setembroamarelo é o ano inteiro, só pra lembra vcs és",#setembroamarelo
94,2021-02-14,Pessoal do tt:EAE THAIS TESTA DE COROLLA 1.8KKKKKKJKKKKKJJJJKKKKKKJKKKKKKKgente vamos ter cuidado com a auto estima dos outros todos sao lindos e lindas ok e fodase a opinião alheia ok??#setembroamarelo eim😭😭😭😭,#setembroamarelo
95,2021-02-13,@boneca_russa debate sobre saúde mental é o clichê de só se importarem msm em #setembroamarelo  O povo acha que não é a classe trabalhadora nos manicômios...que é uma mão de obra dispensável.,#setembroamarelo
96,2021-02-13,"As pessoas falam muito em #SetembroAmarelo, prevenção ao suicídio, ajudar o deprimido, mas na primeira oportunidade, já o julgam como fraco.   #depressao #empatia","#SetembroAmarelo, #depressao, #empatia"
97,2021-02-13,"Quando Vitao cometer uma besteira, vcs vão ficar dando uma de #setembroamarelo, mas na vdd todo mundo é Karol conka",#setembroamarelo
98,2021-02-09,"Acabamos de sair do #janeirobranco , temos um longo caminho até o #setembroamarelo . O #BBB21 está escancarando para o Brasil o quanto é urgente falar sobre #SaudeMental em todos os meses do ano.","#janeirobranco, #setembroamarelo, #BBB21, #SaudeMental"
99,2021-02-09,"@ZAMENZA Depois que saírem da casa, vão estar postando textinho de #setembroamarelo falando de empatia com o amiguinho kkkkkkkkkkk tenho asco desse de gente, bando de hipócritas do caralho",#setembroamarelo
100,2021-02-07,@catracakkj #setembroamarelo mais uma vida salva 🙏,#setembroamarelo
101,2021-02-07,@rocelliviana AGORA EU SOU MALUCO?  #Saudemental #setembroamarelo #janeirobranco #transtornoboderline #paz #pas,"#Saudemental, #setembroamarelo, #janeirobranco, #transtornoboderline, #paz, #pas"
102,2021-02-07,Já pararam para pensar o quão difícil foi essa decisão que ele tomou? Não consigo não relacionar isso a como se ele tivesse perdido uma vida. Oque ele teria feito se toda essa repressão fosse aqui fora? Para dps pessoas como a @LumenaAleluia virem falar sobre #SetembroAmarelo,#SetembroAmarelo
103,2021-02-07,"@rhanacoss Falou tudo. Qndo eu comecei a chorar no trabalho me disseram que era fresco devido as crises de ansiedade. Acho que muita gente que diz ""acolher"" tbm não faz nada. Falam por falar. Os mesmo que disseram q eu era fresco estava postando #SetembroAmarelo. Só quem passou sabe o q é.",#SetembroAmarelo
104,2021-02-07,Cês tão todos horrorizados né!? Mas cês tão ligados que tá todo mundo vivendo um BBB gigante aqui do lado de fora né!? Não!? Eu conto ou cê conta? Ou só é bonitinho botar a tag #SetembroAmarelo,#SetembroAmarelo
105,2021-02-07,Esse pessoal do #bbb21 deve chegar setembro e postar #setembroamarelo! Certeza!!!!! Bando de hipocritas!,"#bbb21, #setembroamarelo"
106,2021-02-07,"É visível que o Lucas tem transtornos mentais. Não é santo, errou. Não aguentou o “jogo”, a pressão e saiu. Muitos aqui fora tiram a vida por isso. Pela repressão. Pelo julgamento. Pela pressão. Aí essas porras influencers vem postar #SETEMBROAMARELO . TNC!",#SETEMBROAMARELO
107,2021-02-06,O suicidio não espera setembro chegar! Via: @saudemental01  #setembroamarelo,#setembroamarelo
108,2021-02-05,"Esse mesmo pessoal que tá falando essas coisas pra Fake, em setembro posta #SetembroAmarelo e faz textinho falando da valorização da vida e pipopipopi Não ligo se me chamarem de gada ou passadora de pano, só deixem ela em paz  Sei que minha opinião não muda nada, mas quis falar",#SetembroAmarelo
109,2021-02-05,Eu não falo mais do #setembroamarelo acho muito melhor falar do #setembroazul vcs conhecem?,"#setembroamarelo, #setembroazul"
110,2021-02-04,@somnipho_bia oi sua opinião acrescenta muito pra mim e sua existência mais ainda te amo #setembroamarelo,#setembroamarelo
111,2021-02-04,"@caioxe @laricand0 Isso que eles fazem chama #bullying. Aqui fora, elas influenciam e são cheias de moral, super #feministas, muito empáticas, são a favor do #setembroamarelo, apoiam o #naoenao. Trouxa é quem cai depois de td que estamos assistindo.","#bullying, #feministas, #setembroamarelo, #naoenao"
112,2021-02-03,"@thiegonovais ai em setembro chove #setembroamarelo  que triste, gente =(",#setembroamarelo
113,2021-02-02,Aí chega #setembroamarelo querem fazer textão de empatia no ig. Hipocrisia tá tento #REDE21 #BBB #BBB21 #bbb #bbb21,"#setembroamarelo, #REDE21, #BBB, #BBB21, #bbb, #bbb21"
114,2021-02-02,"Eu aprendi q qnd uma pessoa fala de suicídio, ela deve ser ouvida e ter total atenção. A pauta suicídio não é só no setembro amarelo não gente!! Eu tô chorando aki! Coitada de Juliete! #BBB21 #suicidio #SetembroAmarelo","#BBB21, #suicidio, #SetembroAmarelo"
115,2021-02-02,"Nego Di paga de bom moço, mas ta criticando a Camila de tentar ajudar alguém   Aí chega setembro e essa turminha do ""ah, não é problema meu. Deixa a pessoa pra lá"" vai ta postando #setembroamarelo",#setembroamarelo
116,2021-02-02,"@jessicagonzzaga Sim, entendi algo pesado o movimento de #SetembroAmarelo precisa de mais força 😪",#SetembroAmarelo
118,2021-02-02,"Esse BBB tá um reflexo da vida.  Nas redes sociais quem caga regra, aponta o dedo, julga e cancela os outros é aclamado. É “fada sensata”. “Vc é tão necessário”.  Na vida real nem quem milita junto aguenta gente assim.  Aí chega fim do ano sobe tag #setembroamarelo empatia e amor",#setembroamarelo
119,2021-02-02,"O que estão fazendo com o Lucas é desumano, ele errou, reconheceu, pediu perdão. E ainda estão crucificando o menino. Aí chega em setembro a falsidade vem, com frase de “Pode contar comigo, você não está sozinho, #setembroamarelo”, mas só vive isso um mês no ano #bbb21","#setembroamarelo, #bbb21"
120,2021-02-02,@Dantinhas Só acho que a @CocaCola e demais patrocinadores devem se pronunciar. É isso que vocês apoiam? @McDonalds @lojasamericanas @picpay  agressão psicológica? Depois a gente faz campanha no #setembroamarelo é isso?  Pq isso é muito sério,#setembroamarelo
122,2021-02-02,"Eu só queria a @jojotodynhoofc lá no BBB @RadarBBB pra berrar bem alto ""AGORA O PAU VAI TORAR!' e defender o Lucas dessa pressão toda dentro da casa! #BBB #BBB21 que edição louca, véi 🤯🤯 a empatia que tanto pregam só lembra pra postar #setembroamarelo né? 🙄","#BBB, #BBB21, #setembroamarelo"
123,2021-02-01,"E por ""aqui"" eu quero dizer VIVA. Pq vcs não tem ideia do que esse abuso psicológico pode fazer. E depois o povo vem falar de #setembroamarelo. VSF!",#setembroamarelo
124,2021-02-01,"É muita doença uma emissora dedicar um horário “nobre” pra fazer uma dinâmica como essa, que só expôs mais ainda duas pessoas que já estavam sendo atacadas ao longo dos dias.  #bbb #setembroamarelo","#bbb, #setembroamarelo"
125,2021-02-01,"Meu Deus eu não tenho mais psicológico pra ver essa porra de programa. O Lucas não merece isso!!! Aí chega em setembro e ficam fazendo post de #setembroamarelo e dizendo que a sua vida importa. Podre demais, não aguento mais essa merda de programa lixo. #BBB2021","#setembroamarelo, #BBB2021"
126,2021-02-01,"falar é fácil né seus fdp, apontar o dedo agr pra juliette e pro lucas é fácil, quero só ver quando eles estiverem mal e chorando se alguém vai lá tentar ajudar e oferecer suporte, mas né #setembroamarelo",#setembroamarelo
128,2021-02-01,As pessoas seguem sistemas/movimentos Hipocrisia do kct passar um mês do ano com #setembroamarelo e o resto do ano cancelando todo mundo ..,#setembroamarelo
129,2021-02-01,VOCÊS TEM NOÇÃO QUE ESSAS SÃO AS MESMAS PESSOAS QUE POSTAM #SETEMBROAMARELO? Que escrevem textos e mais textos sobre doenças psicológicas?,#SETEMBROAMARELO
130,2021-02-01,"Cometendo violência psicológica, pra quando chegar em setembro fazer campanha para o #setembroamarelo hipocrisia total #KarolConkaExpulsa","#setembroamarelo, #KarolConkaExpulsa"
131,2021-02-01,"O lucas pode ter errado o tanto que for... mas é uma vida! Uma vida de uma pessoa que já teve depressão... é de arrepiar vendo o que estão fazendo com ele! Pra quem nao entende, é só se colocar no lugar do menino...  E depois não adianta vir de #setembroamarelo",#setembroamarelo
132,2021-02-01,"O que me deixa mais desapontada, é ver que em campanhas de conscientização como o #janeirobranco e o #setembroamarelo, se levanta uma bandeira onde muitos não levam isso no decorrer do ano. Banalizando situações sérias que envolver a particularidade de cada sujeito.","#janeirobranco, #setembroamarelo"
133,2021-02-01,"Acho que Karol não conhece #SetembroAmarelo ... Misericórdia, eu tô passada porque realmente fui iludida. #BBB21","#SetembroAmarelo, #BBB21"
134,2021-02-01,E tem filho da puta aí que chega em setembro e posta a porra do #setembroamarelo.. quero mais é que vc vai toma no seu cu,#setembroamarelo
135,2021-02-01,O foda é que ninguém tem a empatia de perceber que o cara tem algum problema mental.. #setembroamarelo,#setembroamarelo
136,2021-02-01,Chega em Setembro #SETEMBROAMARELO,#SETEMBROAMARELO
137,2021-02-01,"Genteee, nunca vi um #BBB tão sujo como este... Quero ver essa palhaça falar de #SetembroAmarelo mais na frente 🤮🤮🤮🤮🤮 #nojo #ForaKarolConka","#BBB, #SetembroAmarelo, #nojo, #ForaKarolConka"
138,2021-02-01,Mesmo povo que sobe #setembroamarelo tortura o mlk psicologicamente,#setembroamarelo
139,2021-02-01,@bbrutinha Sim. E no Instagram ela tá lá #setembroamarelo VAI TOMAR NO CU,#setembroamarelo
140,2021-02-01,"#BBB21 | @boninho errou feio selecionando a #KarolConká, que não pratica o que prega nas redes sociais, como por exemplo o apoio ao #SetembroAmarelo. Fucem no IG dela e tirem suas próprias conclusões.","#BBB21, #KarolConká, #SetembroAmarelo"
141,2021-01-31,"militante: não julguem pela aparência, #setembroamarelo  militante vendo BBB: ai amg kkkkkk, que macho escroto, olha kkk ele segue o presidente do país q ele mora, a radiação né, padrão, branco e hétero kkk ja odeio",#setembroamarelo
142,2021-01-31,#FORAGLOBO e que possamos fazer de todo esse 2021 um ano de luta ativa em combate ao suicídio e não só o #SetembroAmarelo,"#FORAGLOBO, #SetembroAmarelo"
143,2021-01-31,"@lhnf_ Isso não se faz com ninguém cara. Depois ""os mesmos"" querem vim postar coisas sobre suicidou , #setembroamarelo e o caralho a quatro, mas na primeira oportunidade faz isso com o ser humano! Rançoooooo 🤬🤬🤬",#setembroamarelo
144,2021-01-31,"Não adianta subir hastag #SetembroAmarelo e #vidasnegrasimportam se quando se deparam com uma situação assim em rede nacional, geral atua q nem um bando de babacas q nem nesse #BBB21","#SetembroAmarelo, #vidasnegrasimportam, #BBB21"
145,2021-01-31,"O fato da Karol está decepcionando todos os telespectadores não é culpa dela, é culpa de quem fez dela um ser iluminado vindo de Nárnia capaz de trazer a paz mundial comprando a mentira que ela conta no Instagram!Fazer campanha #setembroamarelo patrocinado até eu! #ForaKarolConka","#setembroamarelo, #ForaKarolConka"
146,2021-01-31,Aí chega setembro e td mundo com #setembroamarelo. Sendo q foram irresponsáveis e pnc o ano todo com quem já tem o psicológico zuado.. as pessoas são podres e o BBB só ta mostrando isso mesmo,#setembroamarelo
147,2021-01-31,brincadeira #setembroamarelo 💛,#setembroamarelo
148,2021-01-30,"Bora botar o rabinho entre as pernas e abaixar a orelha pq o teto é de vidro. Não adianta nada vocês virem com #setembroamarelo e crucificarem o surto de alguém.   Pro choro do Fiuk é empatia, pro surto do Lucas é execução em praça pública.   Ps: tem nome isso.",#setembroamarelo
149,2021-01-30,"Galera falando que o Lucas é uma pessoa ruim, manipulador e deveria sair   O menino tá visivelmente em abalado psicologicamente   Em setembro vcs postam #SetembroAmarelo e tá tudo bem, né",#SetembroAmarelo
150,2021-01-30,@hrrorspice porra muito legal saber como gente que não sofre de complicações mentais graves me enxergam 🥰 #setembroamarelo,#setembroamarelo
151,2021-01-30,"É nítido q esse Lucas do BBB está convivendo c/ mt sofrimento psíquico, traumas q o racismo tatua na pele e na mente. Mas qm se importa? Leituras superficiais são mais convenientes p/ quem só repete slogans e sobe hashtag. Vamos lá né... #BlackLivesMatter  #setembroamarelo 💛💛💛","#BlackLivesMatter, #setembroamarelo"
152,2021-01-29,"as pessoas vem com #SetembroAmarelo, mas quando o amigo demonstra tendencias suicidas, eles só ignoram, foda",#SetembroAmarelo
153,2021-01-29,"Falar sobre saúde mental é algo que tem me movido há algum tempo. Ver a #Juliette desesperada pra ser aceita, invalidada e desacreditada pessoal e profissionalmente tem a ver com empatia. ✌🏼🙏🏻 Não adianta levantar essa bandeira apenas no #setembroamarelo, né?  #bbb21","#Juliette, #setembroamarelo, #bbb21"
154,2021-01-29,@daniellefruta Aí chega em setembro e coloca #setembroamarelo no insta,#setembroamarelo
155,2021-01-29,"@Ticostacruz E quem sente ranço é pq não amadureceu suficientemente pra aprender a respeitar o espaço dos outros, para entender a dor dos outros,  para viver uma coletividade sadia.  Aí depois daqui uns meses essa mesma galera do ranço bota filtro de #SetembroAmarelo 🤦‍♂️",#SetembroAmarelo
156,2021-01-28,não deve passar na cabeça que isso eh um gatilho pra ela se matar né? depois eh só #setembroamarelo seus bunda mole,#setembroamarelo
158,2021-01-27,@CVVoficial Eu sou tão grato por vocês! Me digam como podemos trabalhar em parceria?  Um abraço apertado 🎶🙏🏿✍🏿💎✨ #cvv #TodosOsDiasAmarelo #SetembroAmarelo #Nãoaosuicidio,"#cvv, #TodosOsDiasAmarelo, #SetembroAmarelo, #Nãoaosuicidio"
159,2021-01-26,@tropicsevilla @rayaneeagda @telesanaju @paiva Aham e em setembro tão tudo postando #SetembroAmarelo,#SetembroAmarelo
160,2021-01-26,"@phamelladepaula exatamente, amiga... #feministasim #SetembroAmarelo","#feministasim, #SetembroAmarelo"
162,2021-01-24,"@QueridoTextos Pena que esse assunto é mais comentado apenas no #setembroamarelo, tenho amigos que passam por esse sofrimento 😪",#setembroamarelo
165,2021-01-22,Vamos lacrar lacrar lacrar ofender praticar um bullying quem sabe mas em setembro a gnt posta #setembroamarelo e pede empatia 🙂🙂🙂🙂🙂🙂🙂,#setembroamarelo
166,2021-01-21,"@joaobuarque1 Me deixa intrigado uma glr que fica zoando com a situação, e esse msm povo, prega dps empatia, sonoridade, #setembroamarelo",#setembroamarelo
168,2021-01-18,@cottrirIl @TwitterBrasil mentira twitter eu amo a lari jamais faria isso #setembroamarelo,#setembroamarelo
170,2021-01-17,"Nunca ouvi falar em #JaneiroBranco, tô chocado. Meti um #SetembroAmarelo na redação que merdaaaa #Enem2020","#JaneiroBranco, #SetembroAmarelo, #Enem2020"
171,2021-01-17,"No grupo do whats: ""Ninguém liga pra vc, morre logo"" Nas redes sociais: acho RIDÍCULO quem fala pra alguém se matar mesmo que seja na brincadeira #setembroAmarelo  É muita hipocrisia que vejo por aí KKKKKKKKKKK",#setembroAmarelo
172,2021-01-14,"Mesmo que ainda faltem quase 8 meses para o #setembroamarelo, que tal praticar a empatia o ano todo ? ✨💕",#setembroamarelo
173,2021-01-14,"Faltam uns 7 meses pro #SetembroAmarelo, que tal a gente inovar esse ano e ter empatia com o próximo ✨ o ano todo ✨",#SetembroAmarelo
174,2021-01-12,"Muita gente esquece que atrás de uma rede social existe uma vida, uma pessoa, sentimentos, e quando a pessoa se sufoca e não aguenta mais, comete coisas tristes e depois tá todo mundo postando #SetembroAmarelo ... hipocrisia do caralho",#SetembroAmarelo
176,2021-01-11,"@revistaoeste #OABPromoveSuicidio  #VejaPromoveSuicidio #JornalistasPilantras  É ridiculo, campanhas e mais campanhas #ContraSuicidio, milhoes em verbas, #SetembroAmarelo e ai vem canalhas esquerdistas e apologia ao suicidio?  pilantras! Ass: #DAGC","#OABPromoveSuicidio, #VejaPromoveSuicidio, #JornalistasPilantras, #ContraSuicidio, #SetembroAmarelo, #DAGC"
178,2021-01-10,@BlogdoNoblat Será que o @cfp_psicologia @comunicacns @Medicina_CFM não irão tomar nenhuma ação contra @BlogdoNoblat já que o mesmo tem VOZ e incentiva o SUICÍDIO? E o #setembroamarelo serve para que mesmo? E os CONSELHOS FEDERAIS aonde estão?,#setembroamarelo
179,2021-01-10,"@BlogdoNoblat não interessa se a opinião era sua ou não, ao reproduzir o trecho vc ajudou a reforçar a ideia de q o suicidio é uma solução de problemas, o q é extremamente perigoso para todas as pessoas q sofrem com ideação suicida e pode ser um gatilho #setembroamarelo 🎗️",#setembroamarelo
180,2021-01-10,"Janeiro: presidente deveria se matar, nao fez nada pelo pais deveria morrer Setembro: TODAS AS VIDAS IMPORTAM VOCÊ É MAIS FORTE QUE ISSO SETEMBRO AMARELO BLA BLA BLA #SETEMBROAMARELO",#SETEMBROAMARELO
181,2021-01-09,"Acho muito bacana a ideia do #setembroamarelo mas a depressão não existe só durante um mês do ano, ela tá lá o ano inteiro. #suavidaimporta #saudemental","#setembroamarelo, #suavidaimporta, #saudemental"
182,2021-01-06,@kccvlog Cadê o #SetembroAmarelo???,#SetembroAmarelo
183,2021-01-05,@felipeneto Dps vc usa a tag de #setembroamarelo né seu filho da puta hipocrita do crlh,#setembroamarelo
