,date,tweet,hashtags
24,2020-09-21,Mais uma semaninha de curso!!!! SETEMBRO AMARELO 💛 🎗️ #suavidaimporta,#suavidaimporta
26,2020-09-19,Sofro com depressão a 7 anos mas pros outros é falta de surra   #depressao #sozinho #depressao #suavidaimporta,"#depressao, #sozinho, #depressao, #suavidaimporta"
27,2020-09-14,Vc sabia que a cada 40 segundos uma pessoa no mundo comete suicídio?   #bad #suavidaimporta,"#bad, #suavidaimporta"
28,2020-09-10,"e vida que segue sempre.  Seja forte e continue em frente...  Muita força e coragem pra você!!   E que tudo isso não seja só lembrado em #setembro, mas todos os dias do ano!! 💛  Cont;nue... ❤️❤️❤️  #setembroamarelo #empatia #suavidaimporta #vida  #controle #depressão #depression","#setembro, #setembroamarelo, #empatia, #suavidaimporta, #vida, #controle, #depressão, #depression"
29,2020-09-10,Não está bem?  Ligue 188.  #SuaVidaImporta!,#SuaVidaImporta
30,2020-09-10,"O serviço funciona 24 horas por dia, e pode ser realizado via e-mail e chat.  @cvvoficial @projetobemviverunidavi @cvvriodosul #DiaMundialDePrevençãoAoSuicídio #Setembro #SetembroAmarelo #CVV #SuaVidaImporta #SerIMAéCuidar #MesmoaDistância #somosArsb #RSB","#DiaMundialDePrevençãoAoSuicídio, #Setembro, #SetembroAmarelo, #CVV, #SuaVidaImporta, #SerIMAéCuidar, #MesmoaDistância, #somosArsb, #RSB"
31,2020-09-10,"Hoje, 10 de Setembro, é o dia Mundial de Prevenção ao Suicídio.  ⚠️ Se você não esta bem, procure ajuda de um profissional ou ligue 188.  💛 Você não esta sozinho! 💛 #SetembroAmarelo #suavidaimporta #saudementalimporta","#SetembroAmarelo, #suavidaimporta, #saudementalimporta"
32,2020-09-10,"Hoje é o Dia Mundial de Prevenção ao Suicídio. Estamos no setembro amarelo. Infelizmente as pessoas esquecem que a dor emocional, não tem hora para chegar. Se atentem aos sinais. Não é drama. É dor! #SuaVidaImporta",#SuaVidaImporta
34,2020-09-06,@ManobansD_ amg tá em setembro #suavidaimporta dps manda,#suavidaimporta
35,2020-09-05,não é porque não foi dessa vez que nunca será. não é porque alguém não te quis que você precisa deixar de se querer. não é porque as coisas estão péssimas que elas precisem continuar assim.   você importa! #SuaVidaImporta,#SuaVidaImporta
36,2020-09-04,"Comecou setembro,  e com ele veio aquele povo  levantando a bandeira do setembro amarelo. #suavidaimporta e muitas outras # que eles inventam... mas passa 11 meses xingando os colegas, fazendo brincadeira sem graça que machuca, mas em setembro não pode. É crime",#suavidaimporta
38,2020-09-01,O que você tem feito por você ? #vocêimporta #suavidaimporta #SetembroAmarelo,"#vocêimporta, #suavidaimporta, #SetembroAmarelo"
39,2020-09-01,"O mundo precisa de olhos que sorriem e almas que abracem!🤍Bem-vindo, #setembroamarelo Mês de valorização da vida e de Prevenção ao suicídio.Seja solidário. Nós nunca sabemos o que cada pessoa enfrenta.   #vocênãoestásozinho #setembroamarelo #suavidaimporta","#setembroamarelo, #vocênãoestásozinho, #setembroamarelo, #suavidaimporta"
40,2020-09-01,"Você ainda pode ser forte e se surpreender com a sua própria coragem, não pelos outros, não por ser melhor do que alguém, por ser você. #setembroamarelo #suavidaimporta","#setembroamarelo, #suavidaimporta"
41,2020-08-30,"Seu amigo, seu familiar, alguém sofre por ansiedade, depressão...ou até msm comete um suicídio. E vc só sabe julgar e dizer que é drama?! E qnd chega Setembro vc defende a causa?   #Nprecisatermedo #vcéforte  #suavidaimporta #ofereçaajuda #exerçaaempatia #setembroamarelo🎗️  -she","#Nprecisatermedo, #vcéforte, #suavidaimporta, #ofereçaajuda, #exerçaaempatia, #setembroamarelo"
43,2020-08-19,"Homem morre em mercado, tem corpo coberto com guarda-sóis, e loja segue aberta https://twitter.com/i/events/1296031760937963520 #somosmaisquenumeros #suavidaimporta","#somosmaisquenumeros, #suavidaimporta"
44,2020-08-12,"e eu estarei aqui para lutar com você e acima de tudo te lembrar que a sua vida é importante pra mim.  e que se você precisar de ajuda para entender que és um ser extraordinário, eu estarei aqui para te lembrar quantas vezes for preciso.  Não desista da sua vida!  #suavidaimporta",#suavidaimporta
45,2020-08-03,@BabiloniaCrvg @VascodaGama Fico feliz por você ter superado tudo. #força  #suavidaimporta #saudaçõesvascaínas,"#força, #suavidaimporta, #saudaçõesvascaínas"
47,2020-07-21,"Que a internet seja um lugar para propagar o bem, que no lugar de ataques, linchamento virtual e humilhação, se abra espaço para a informação e evolução, que a empatia não seja apenas uma palavra usada no setembro amarelo, mas sim praticada todos os dias! #suavidaimporta",#suavidaimporta
48,2020-06-21,pedófilos NÃO estão inclusos no #SuaVidaImporta,#SuaVidaImporta
49,2020-06-07,"Quem ainda não assistiu recomendo assitir: O vendedor de Sonhos (filme)   ""O suicídio não mata apenas aquele que vai, mas também leva consigo um pouco daqueles que ficam""   #cvv #suavidaimporta #188","#cvv, #suavidaimporta, #188"
50,2020-06-06,"Cada um é especial da sua forma de ser, inclusive você que está lendo, acredite em você! #VidasImportam #SuaVidaImporta #VemPraFJU","#VidasImportam, #SuaVidaImporta, #VemPraFJU"
53,2020-06-06,"Sempre houve e sempre haverão desigualdades e injustiça, mas a pergunta é: você deseja viver uma vida reta e integra?  #VidasImportam #SuaVidaImporta #VemPraFJU","#VidasImportam, #SuaVidaImporta, #VemPraFJU"
58,2020-06-06,"Não é porque a sua vida não está de acordo com tudo que você planejou que precisa tomar a decisão de tirá-la, há outra forma de contornar essa situação e realizar tudo aquilo e muito mais que você planejou. #SuaVidaImporta #VidasImportam #VemPraFJU","#SuaVidaImporta, #VidasImportam, #VemPraFJU"
60,2020-01-18,"@maisa Temos uma oficina de percussão em materiais recicláveis p ministrar amanhã, p jovens q lutam contra ansiedade e baixa autoestima, assim como distribuição de roupas p pessoas em vulnerabilidade social. Bora, @maisa ?!  #Reciclave #ProjetoReciclave #PortoAlegre #RS #SuaVidaImporta","#Reciclave, #ProjetoReciclave, #PortoAlegre, #RS, #SuaVidaImporta"
61,2019-11-11,Mais que nunca preciso cuidar da minha saúde mental !!!  Não cheguei até aqui por acaso. #umpoucodemim #meningeomacerebral  #saudemental #naoefrescura #secuide #procureumprofissional #facaterapia #suavidaimporta #vocenaoestasozinho,"#umpoucodemim, #meningeomacerebral, #saudemental, #naoefrescura, #secuide, #procureumprofissional, #facaterapia, #suavidaimporta, #vocenaoestasozinho"
62,2019-11-03,"nunca deixe que alguém diga como você deve ser, quem você deve amar, ou o que você deve fazer ou não! seja você mesmo sempre, tu é incrível jeito que é. #SuaVidaImporta",#SuaVidaImporta
63,2019-11-01,"Ei , é com você mesmo que está lendo!!! Não desista, por mais que pareça que seu esforço foi em vão. Prossiga para frente!  #suavidaimporta  #VEMSERFELIZDEVERDADE #EuSóQueroViver #FJUMG #FJUCATEDRALMG","#suavidaimporta, #VEMSERFELIZDEVERDADE, #EuSóQueroViver, #FJUMG, #FJUCATEDRALMG"
64,2019-11-01,"A vida está baseada em três regras básicas: não ter medo de recomeçar, lutar e jamais desistir.  #EuSoQueroViver #FJUMG  #FJUCATEDRALMG #vemserfelizdeverdade #suavidaimporta #voceconsegue","#EuSoQueroViver, #FJUMG, #FJUCATEDRALMG, #vemserfelizdeverdade, #suavidaimporta, #voceconsegue"
65,2019-09-23,"Recebi dois abraços assim que cheguei na faculdade, acho tão importante esse acolhimento.. Depois de um dia cheio, receber esses abraços é bom demais!! #SetembroAmarelo #SuaVidaImporta","#SetembroAmarelo, #SuaVidaImporta"
66,2019-09-19,E se você que está lendo esta mensagem estiver precisando de ajuda saiba que sua vida importa e estou aqui para te escutar e te apoiar.  #SetembroAmarelo #CVV #SuaVidaImporta,"#SetembroAmarelo, #CVV, #SuaVidaImporta"
67,2019-09-13,"#suavidaimporta💛  eu lhe darei saúde novamente e curarei as suas feridas. eu, o Senhor, estou falando. (jr 30/17)",#suavidaimporta
68,2019-09-12,"Final da aula hoje foi pesado, chorei e tudo 😢 #SetembroAmarelo #Suavidaimporta !!!  💛","#SetembroAmarelo, #Suavidaimporta"
70,2019-09-10,"Além disso, o NACE (Núcleo de Acolhida ao Estudante) promove o projeto UERJ Pela Vida. Se você, estudante, precisa de ajuda, visite a sala 2009 do bloco E, no 2º andar, ou ligue para o número 2334-0983.  #setembroamarelo #suavidaimporta #falaréamelhorsolução","#setembroamarelo, #suavidaimporta, #falaréamelhorsolução"
71,2019-04-25,"Não tenha vergonha de procurar um profissional, tá tudo bem, você não é quebrado, ele vai te ajudar como muitas pessoas gostariam de ser capazes de fazer, corajem, eu acredito em você!  #SuaVidaImporta",#SuaVidaImporta
72,2019-04-18,"O suicídio por depressão é real, se estiver se sentindo triste e quiser conversar estou sempre disponível. Eu quero você vivo! 💕😍 #SuaVidaImporta",#SuaVidaImporta
73,2019-02-03,"Hoje pode ser o primeiro dia da sucessão de coisas maravilhosas que vão te acontecer, aguenta firme! #SuaVidaImporta",#SuaVidaImporta
76,2018-12-31,"Vamos combinar uma coisinha?  Se você estiver precisando conversar coloque um: 🎗   Se você estiver disposto a ouvir coloque um: 💛  Vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraço.  #SuaVidaImporta 🙏",#SuaVidaImporta
79,2018-11-25,"Pessoal, minha DM está livre pra quem precisar conversar, desabafar, tirar algum peso das costas Tentarei ajudar de todas as formas possíveis, não sintam medo ou insegurança, ajudarei a todos que precisarem, chama lá, vamos conversar! 💛🌻 #SuaVidaImporta #AsSegundasUsamosAmarelo","#SuaVidaImporta, #AsSegundasUsamosAmarelo"
80,2018-11-12,"Eu sei que é difícil as vezes, eu sei que a vida não é fácil, mas existe um Deus que te ama, que te planejou e você é um projeto dele...Você é muito importante...Queremos te ajudar @FJULimeiraSP #fjulimeira  #SuaVidaImporta","#fjulimeira, #SuaVidaImporta"
82,2018-10-29,"você tem sido incrível, sabia? mesmo com todo esse caos você continua lutando com todas as forças e seguindo em frente. parabéns por conseguir driblar as vozes que te pedem pra desistir e por conseguir usar outro caminho quando pensa em desistir.    #SuaVidaImporta",#SuaVidaImporta
83,2018-10-09,"você é importante  você é suficiente você é uma pessoa amável  você é incrivel pra caralho, assim do jeitinho que você é.  #SuaVidaImporta",#SuaVidaImporta
84,2018-10-08,"Eu escolho resistir a tentação de esquecer o que significa compaixão, empatia, solidariedade e bondade. Vou continuar a crer não no que nos separa, mas se no que nos une. #VocêÉImportante #SuaVidaImporta #SejaVocê ❤️","#VocêÉImportante, #SuaVidaImporta, #SejaVocê"
85,2018-09-28,"Setembro amarelo tá acabando,mas não é só nesse mês que as pessoas precisam de alguém. Temos que previmos o suicídio todo ano. Ajude. De atenção. Ouça. Fale.  #SuaVidaImporta",#SuaVidaImporta
86,2018-09-21,#SetembroAmarelo #SuaVidaImporta💛 Nuca Adolescentes/Jovens firmes e fortes na realização de nossas metas. Graças a Deus.🙌❤,"#SetembroAmarelo, #SuaVidaImporta"
87,2018-09-15,Lista de motivos para continuar:  - Você ainda tem que rir mais uma vez - Conhecer um novo amor - Viajar pra onde tu quiser - Ir a um borboletário - Fazer um novo amigo (Continuem a lista nas respostas)  #SuaVidaImporta,#SuaVidaImporta
88,2018-09-12,"Pra você que tem depressão e pensa em suicídio, pense que você nao matara so a você mesmo, matara a sua mãe, seu pai, seu irmão(a), sua família, fazer isso não resultará na solução do problema, e sim na criação de um. #SuaVidaImporta #SetembroAmarelo. 💛🎗","#SuaVidaImporta, #SetembroAmarelo"
89,2018-09-12,você é importante  você não está sozinho  você é incrível  você é muito mais do que imagina  #SuaVidaImporta,#SuaVidaImporta
90,2018-09-10,Vale ressaltar que o uso abusivo de álcool e outras drogas nao deixa de ser uma maneira de suicídio. #PrevencaoDoSuicidio #SuaVidaImporta #voceeamado,"#PrevencaoDoSuicidio, #SuaVidaImporta, #voceeamado"
93,2018-09-09,"transborde suas emoções, mas não deixe que elas transbordem você. a sua casa é você. coloque tudo [que faz mal] pra fora, mas não deixe nada te expulsar de você.  #SetembroAmarelo  #SuaVidaImporta","#SetembroAmarelo, #SuaVidaImporta"
95,2018-09-08,"Vamos combinar uma coisinha?  Se você estiver precisando conversar coloque um: 🎗   Se você estiver disposto a ouvir coloque um: 💛  Vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraço.  #SuaVidaImporta pra DEUS sim",#SuaVidaImporta
97,2018-09-07,"Depressão não é drama Depressão não é falta de surra Depressão não é pra chamar atenção  Depressão não é modinha Depressão é algo sério, ajude quem precisar!  E se você está passando por isso, não fique sozinho, procure todo tipo de ajuda! #SuaVidaImporta",#SuaVidaImporta
99,2018-09-06,"sério, qm estiver precisando de ajuda, eu sei que é só empatia da minha parte mas tentar é melhor do que não fazer nada. por favor, não pense duas vezes, apenas me chame na dm ou no naga zap: 21 976284345 é sério, vou tentar dar o que há de melhor em mim. (Copiei) #SuaVidaImporta",#SuaVidaImporta
100,2018-09-06,gente só queria dizer que estou disposta para escutar e tentar ajudar qualquer pessoa. é só me chamarem no zipzop (21)967847074  prometo dar o meu melhor!💖  #SuaVidaImporta💛,#SuaVidaImporta
101,2018-09-06,"Ei pessoinha amável, que postou coisas lindas na tag #SuaVidaImporta, inclusive que toda vida é importante, e hoje, apenas dois dias depois, tá se regozijando de um cara (Bolsonaro) ter levado uma facada só pq não gosta dele. Deus tá te vendo, tá, bêbê? E a @policiafederal tbm 😘",#SuaVidaImporta
102,2018-09-06,"Vamos combinar uma coisinha?  Se você estiver precisando conversar coloque um: 🎗   Se você estiver disposto a ouvir coloque um: 💛  Vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraço.  #SuaVidaImporta pra DEUS sim!",#SuaVidaImporta
104,2018-09-06,"setembro é um mês mt important pq assuntos como depressão e suicídio ganham uma atenção maior da população, mas assim... a gente pode trabalhar esse lance de se importar e espalhar mensagens positivas o ano todo, vc n precisa fzer isso SÓ em setembro #SuaVidaImporta",#SuaVidaImporta
105,2018-09-06,"Todo mundo tem dias ruins.  Como você não sabe em qual dia cada pessoa está, que tal só espalhar coisas boas, palavras carregadas de amor!? #SuaVidaImporta  @BruMarquezine",#SuaVidaImporta
106,2018-09-06,"Si jamais j'oublie 🎵🎶🔂  Ouço essa música toda vez que tô na bad, que sei que está vindo uma crise de ansiedade~ eh com o tempo a gente sabe até qdo ela está vindo há km de distância.  Essa música me lembra de quem eu sou e pra onde quero ir #SuaVidaImporta e a minha tbm 😑",#SuaVidaImporta
107,2018-09-06,"Relaxe, se voce nao tiver ninguem para desabafar. Eu estou aqui e posso te ajudar 💛🎗  #SuaVidaImporta",#SuaVidaImporta
108,2018-09-05,"ei, olhe para você, se olhe no espelho e se olhe por dentro.  sabia que você é importante?  quer um único motivo para acreditar nisso?  nesse mundo não há ninguém igual a você,  esse é apenas um  dos motivos que o torna super especial. #SuaVidaImporta 💛",#SuaVidaImporta
109,2018-09-05,não deixe ninguém lhe convencer de que você não é suficiente. #SuaVidaImporta,#SuaVidaImporta
110,2018-09-05,"Você não é sua crise de ansiedade Você não é sua depressão Você não é inferior a ninguém Você é único, insubstituível e tudo isso vai passar! #SuaVidaImporta",#SuaVidaImporta
111,2018-09-05,"Você é capaz de vencer, acredite em você!💛 #SuaVidaImporta",#SuaVidaImporta
112,2018-09-05,"você já tentou hoje, eu sei que tentou. todos os dias você tenta. não se desaponte por não ter chegado onde queria. as coisas vão dar certo para você, mesmo que demore. #SuaVidaImporta",#SuaVidaImporta
113,2018-09-05,"quando as pessoas dizem: ah fulano quer chamar atenção dizendo que quer se matar e SIM fulano quer atenção, quer que você note que ele tá pedindo socorro, ele quer atenção de que você demonstre que está ali para ele, de que não o deixe fazer isso. #SuaVidaImporta",#SuaVidaImporta
114,2018-09-05,"Aos que sofrem com dores intensas, fazendo com que a morte seja uma opção, gostaria de dizer: não desista, encontre uma maneira de pedir ajuda. Sempre existirão outras formas de acabar com a sua dor sem que você precise acabar com sua própria vida!  - Anônimo #SuaVidaImporta",#SuaVidaImporta
115,2018-09-05,"Muitos escrevem textos motivacionais que para mim seguem um mesmo padrão, para esse setembro não tenho nada a dizer além de: #SuaVidaImporta .",#SuaVidaImporta
116,2018-09-05,Você vale a pena.  Você não é culpado(a). Você é importante.  Não desista de si mesmo #SuaVidaImporta,#SuaVidaImporta
117,2018-09-05,"não importa o que aconteça, e o quanto as coisas estejam difíceis, nunca desista daquilo que sempre sonhou você vai alcançar tudo não desista de você,tudo vai melhorar!! 💛  #SuaVidaImporta",#SuaVidaImporta
118,2018-09-05,Você e mais que suas crises #SuaVidaImporta,#SuaVidaImporta
119,2018-09-05,"Você é muito mais do que esses pensamentos ruins que fazem parecer que não é capaz, mas você é. Que não é forte, mas você é. Que não vai vencer suas fases difíceis, mas vai. Que nunca é bom o suficiente, mas você é. Você é muito mais do que imagina. #SuaVidaImporta",#SuaVidaImporta
120,2018-09-05,"Vamos combinar uma coisinha?  Se você estiver precisando conversar coloque um: 🎗   Se você estiver disposto a ouvir coloque um: 💛  Vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraço.  #SuaVidaImporta",#SuaVidaImporta
121,2018-09-05,"não desista, você é capaz!  #SuaVidaImporta  💛",#SuaVidaImporta
122,2018-09-05,#SuaVidaImporta e muito 💛,#SuaVidaImporta
124,2018-09-05,"Sabe oq é horrível em vc? O fato de você não enxergar a pessoa incrível que tu é! Tem pessoas que querem o seu bem, vc é forte! Forte por conseguir enfrentar essas crises, Para de se auto destruir, você merece muito mais, você é mais que isso, você merece o mundo. #SuaVidaImporta",#SuaVidaImporta
125,2018-09-05,Em pleno 2018 diante de todas as condições do país. Você quer ?  #ToDentro #diadoirmao #instagram #medicina #fitness #Comida #dicas #dieta #saude #academia #Treino #perderpeso #SuaVidaImporta  #lowcarb #vidasaudavel #emagrecercomsaude #dietasemsofrer #SegundoSol,"#ToDentro, #diadoirmao, #instagram, #medicina, #fitness, #Comida, #dicas, #dieta, #saude, #academia, #Treino, #perderpeso, #SuaVidaImporta, #lowcarb, #vidasaudavel, #emagrecercomsaude, #dietasemsofrer, #SegundoSol"
126,2018-09-05,"Vamos combinar uma coisinha?  Se você estiver precisando conversar coloque um: 🎗   Se você estiver disposto a ouvir coloque um: 💛  Vamos criar uma corrente do bem, para afagar as pessoas que precisam de um abraço.  #SuaVidaImporta  #Setembroamarelo","#SuaVidaImporta, #Setembroamarelo"
127,2018-09-05,"Levante quantas vezes forem necessárias Erga sua cabeça e perceba o quanto és forte Desistir não é a solução, seguir em frente sim! Você Não está sozinho É mais forte que pensa Pode e consegue Queira! E jamais se entregue, por mais difícil que esteja!  #SuaVidaImporta",#SuaVidaImporta
128,2018-09-05,"@techg0th @medeiros_emili temos 365 dias no ano e em 30 dias as pessoas se importam somente em setembro,com aquele amigo de lado ,a namorada que chora atoa,mas e o resto do ano e o resto dos dias eles n iram se importar com oque a gente passa DEPRESSÃO não é brincadeira #suavidaimporta",#suavidaimporta
129,2018-09-05,Sempre escolha a vida! #SuaVidaImporta 🎗,#SuaVidaImporta
130,2018-09-05,Quando você pensar em desistir Lembre-se o quanto você lutou pra chegar até aqui !  #SuaVidaImporta,#SuaVidaImporta
131,2018-09-05,"""Chorar não te faz menos homem ou mulher, te faz humano.""  Acredito que todas as pessoas que choram ""sem motivo"" são as que mais seguraram as lágrimas e colocaram um sorriso falso em seu rosto. Você é mais forte do que aparenta.  #SuaVidaImporta",#SuaVidaImporta
133,2018-09-05,"Não desista de você, não desista de sua vida, você é importante aqui na terra. Se necessário peça, busque ajuda, sem vergonha, sem medo. O sofrimento fica mais leve com alguém te ajudando, orientando. Você é forte, você consegue! #SuaVidaImporta",#SuaVidaImporta
134,2018-09-05,"você resistiu a 100% dos seus dias ruins, você está aqui. Você é forte, é suficiente. Me orgulho de ti.💛  #SuaVidaImporta",#SuaVidaImporta
137,2018-09-05,"Se vocês querem realmente ajudar: Conversem com essa pessoa sem fazer competição de quem tá pior, sem falar nada apenas escute ela, e faça ela saber que tem um ombro amigo para chorar, que tem onde se amparar, que alguém está ali pra ela. #SuaVidaImporta",#SuaVidaImporta
139,2018-09-05,Olhe pra dentro de você. Você é muito mais do que pensa que é. #SuaVidaImporta 💛,#SuaVidaImporta
140,2018-09-05,"você não é a sua nota baixa você não é a cobrança dos seus pais você não é o seu dia ruim você não é o desprezo de quem você ama você é um ser humano, tem falhas e tá tudo bem ❤️ #SuaVidaImporta",#SuaVidaImporta
141,2018-09-05,"você é importante  você é suficiente você é uma pessoa amável  você é incrivel pra caralho, assim do jeitinho que você é.  #SuaVidaImporta💛",#SuaVidaImporta
142,2018-09-05,"Não desista de viver, sua vida vale mais que muita coisa no mundo, mais que a vontade de deixar o mundo... @TextosQueSalvam #SuaVidaImporta 🌻💛",#SuaVidaImporta
143,2018-09-05,@WeAreBenditos A gente te ama também! Não deixe que uma fase ruim estrague todo o jogo. ♥ #SetembroAmarelo #SuaVidaImporta,"#SetembroAmarelo, #SuaVidaImporta"
144,2018-09-05,100% disposta a ouvir qualquer um que precise desabafar não hesite em pedir ajuda #SuaVidaImporta,#SuaVidaImporta
145,2018-09-05,"NÃO se afogue nas suas dores internas, NÃO tenha medo de se abrir com alguém, NÃO permita que isso te destrua aos poucos, si dê a capacidade de REAGIR, vocês merece ficar em PAZ, merece VIVER. a sua essência é linda. lembre-se que o mundo não quer isso de você.  #SuaVidaImporta",#SuaVidaImporta
146,2018-09-05,"#SuaVidaImporta   alguns números de ajuda. repassem, alguém pode estar precisando.  192-Samu 188-Prevenção ao suicídio 181-Disque-Denúncia 180-Delegacia da mulher",#SuaVidaImporta
147,2018-09-05,"Você não sabe o que passa dentro do outro. Criticar pessoas que estão usando a tag #SuaVidaImporta nesse mês não te faz alguém melhor. Existem pessoas que não colocam para fora o que sentem e aproveitam esse momento para ""desabafar"".",#SuaVidaImporta
148,2018-09-05,"O suicídio normalmente vem cheio de sinais, não os subestime, não os negligencie. Ofereça suas mãos, seus ombros e seu coração sempre que possível. Se mantenha aberto a essa possibilidade. Amor cura. Amor salva. #setembroamarelo #suavidaimporta","#setembroamarelo, #suavidaimporta"
149,2018-09-05,"#SuaVidaImporta Nunca pense que esta só, por mais que isso pareça acontecer, vc é importante, saiba disso!❤",#SuaVidaImporta
150,2018-09-05,"Quando a pessoa pensa em se matar, ela não quer se livrar da vida, ela só quer se livrar da dor  💛 #SuaVidaImporta  #QuartaDetremuraSDV","#SuaVidaImporta, #QuartaDetremuraSDV"
151,2018-09-05,"Paz, tranquilidade, amor Vida!! a sua é o que realmente importa. use o poder que vem de dentro nos momentos mais difíceis, inspire e seja o que você é. Floresça e frutifique!  #SuaVidaImporta 🎗",#SuaVidaImporta
152,2018-09-05,você é incrível. eu me importo com você. não precisa passar por isso sozinho(a). você vai sair dessa. #SuaVidaImporta,#SuaVidaImporta
153,2018-09-05,Você é incrível  Você é forte  Você consegue  #SuaVidaImporta,#SuaVidaImporta
155,2018-09-05,"Sempre tem alguém te amando e que quer muito que você fique bem.  As vezes não entendem o que você passa ou não sabem lidar com tua carga de emoções, mas alguem te ama. Alguém quer te ver bem sempre! Vale a pena continuar!! #SuaVidaImporta",#SuaVidaImporta
156,2018-09-05,"não pensam que as vezes tem gente querendo se matar naquela sala. E toda palavra, independente de quem falar, tem um peso na vida de alguém. #SuaVidaImporta  💛 --&gt; *NÃO* foi a professora",#SuaVidaImporta
157,2018-09-05,Tudo bem não “ encaixar”. Tudo bem não corresponder às expectativas dos outros. Você não precisa agradar a toda gente. Você é incrível. E você não está só.   #SuaVidaImporta,#SuaVidaImporta
158,2018-09-05,"Saibamos escutar e valorizar o outro, independente do mês. #SetembroAmarelo #SuaVidaImporta","#SetembroAmarelo, #SuaVidaImporta"
159,2018-09-05,Você é incrível . M não se deixe abalar por nada .  #SuaVidaImporta,#SuaVidaImporta
160,2018-09-05,Vc é importante  Vc é suficiente  #SuaVidaImporta,#SuaVidaImporta
161,2018-09-05,#suavidaimporta ser você for cis NÃO,#suavidaimporta
162,2018-09-05,"minha vida já foi importante um dia, agr não mais #SuaVidaImporta",#SuaVidaImporta
163,2018-09-05,DEPRESSÃO: É quando você não consegue sentir nada.  ANSIEDADE : É quando você sente de mais.  Ter ambas é uma guerra constante dentro da sua própria mente.  #SuaVidaImporta #SetembroAmarelo,"#SuaVidaImporta, #SetembroAmarelo"
165,2018-09-05,"#SuaVidaImporta e você sabe disso, porque todo dia você deseja que a parte morta suma de dentro de você, porque você quer a parte viva, então você se importa, com a vida, em estar na vida e da vida estar em você, você se importa!!!! 💜",#SuaVidaImporta
166,2018-09-05,"1-Vc e incrivel 2-Em algum lugar no mundo alguém se importa com vc(se vc acha q n,estou aqui e me importo) 3-Existem pessoas q te amam mto 4-Vc tem muitas qualidades 5-Vc n tem q carregar o mundo nas costas 6-Te aconselho olhar dentro de si e ver o qnto vc e único #SuaVidaImporta",#SuaVidaImporta
167,2018-09-05,esses textinhos com #SuaVidaImporta são tão fofos ❤️,#SuaVidaImporta
168,2018-09-05,Que coisa mais linda essa tag! #SuaVidaImporta,#SuaVidaImporta
169,2018-09-05,Acho que não muito   #SuaVidaImporta,#SuaVidaImporta
